String;Operation type;Occurrences
īdēret;INS;1
ādōrum;INS;1
tudit;INS;1
ūmābim;INS;1
ōrāvistī;INS;1
ētīvī;INS;1
āiō;INS;1
ūtāvissēs;INS;1
ītū;INS;1
īvistī;INS;1
eram;INS;3
rēbāmu;INS;1
titera;INS;1
īgārētur;INS;1
īmābās;INS;1
ēpōtāviss;INS;1
xerit;INS;1
īner;INS;1
ūtāb;INS;1
īdīre;INS;1
ēperīs;INS;1
ēsōlāviss;INS;1
ōverim;INS;1
āhēlī;INS;2
āleātōri;INS;1
seritis;INS;1
ōgā;INS;1
ēdēris;INS;1
ntāvisse;INS;1
ōtā;INS;2
iderās;INS;1
ēnēris;INS;1
ūdētis;INS;1
ōrāmus;INS;1
ētrūder;INS;1
S;INS;1
g;INS;1
lar;INS;1
ōlātī;INS;1
ātūrāverātis;INS;1
ōvīsōrē;INS;1
ānōsī;INS;1
sīverāti;INS;1
ātātis;INS;1
ōdāmus;INS;1
ōzȳmā;INS;1
ōnit;INS;1
īnātī;INS;1
ūtābāt;INS;1
ūmāvera;INS;1
īgēbam;INS;1
ōtēxeri;INS;1
īāmus;INS;1
īverō;INS;2
ūcētīs;INS;1
ādīcāvissētis;INS;1
xit;INS;1
ūbāminī;INS;1
uerimus;INS;2
ōris;INS;1
ūlī;INS;1
ācātō;INS;1
cī;INS;1
āmāverīmus;INS;1
ūseram;INS;1
ūgō;INS;1
rēmu;INS;2
ūrāverō;INS;1
ēsā;INS;2
ōlā;INS;1
ximus;INS;1
īēbāmus;INS;2
ībārēmur;INS;1
ēsī;INS;3
rīcābāmu;INS;1
ēlāmus;INS;1
ālārent;INS;1
ībimur;INS;1
ritu;INS;1
ālāvissētis;INS;1
īvere;INS;1
itāv;INS;2
rētu;INS;1
ūgā;INS;1
tōrā;INS;1
ātūrās;INS;1
ātr;INS;2
ārāveritis;INS;1
ōverāti;INS;1
ūrerētis;INS;1
suerāmus;INS;1
erat;INS;1
āic;INS;1
ām;INS;2
ētār;INS;1
ce;INS;1
urābant;INS;1
rībā;INS;1
iderīs;INS;1
ētīv;INS;1
rin;INS;1
āvābās;INS;1
īdār;INS;1
ēnīta;INS;1
ūnxēr;INS;1
ūnīrēt;INS;1
īnārēmus;INS;1
teri;INS;2
āsōri;INS;1
ūtāvi;INS;1
ōpīnārēris;INS;1
ōsuit;INS;1
īrāver;INS;1
ōcāvissēmus;INS;1
rītābantu;INS;1
īdābō;INS;1
ēlīnō;INS;1
īzāvērunt;INS;1
ssistī;INS;1
ūcābar;INS;1
īberet;INS;1
tēs;INS;1
ītātē;INS;1
erēm;INS;1
me;INS;1
īmārentur;INS;1
ōdiminī;INS;1
ēnsuiss;INS;1
īmānām;INS;1
ūrē;INS;1
īpās;INS;1
idissem;INS;1
seri;INS;1
ēmūnīvissētis;INS;1
ōrāverīs;INS;1
sserātis;INS;1
ūrābit;INS;1
rēbantu;INS;1
ūdāminī;INS;1
māvera;INS;1
ēcrēvistis;INS;1
ōnēmus;INS;1
ēbit;INS;2
tābi;INS;2
ōrāverāmus;INS;1
ūrāverīm;INS;1
ālāverit;INS;1
īzābō;INS;2
ēnīs;INS;1
ōderētis;INS;1
īnītī;INS;2
īcātō;INS;1
rātis;INS;1
ēcīzābātur;INS;1
xissem;INS;1
īle;INS;1
isāverit;INS;1
īpsērunt;INS;1
īnāverāmus;INS;1
īnītā;INS;1
ūnēm;INS;1
nta;INS;1
ōbīginēs;INS;1
ōmēmur;INS;1
īsāmur;INS;1
sāmu;INS;1
ēfīēbam;INS;1
gisse;INS;1
dī;INS;1
ūrātō;INS;1
ūsātō;INS;1
ōcābantur;INS;1
īdārum;INS;1
ēgērunt;INS;1
ōdīciminī;INS;1
īsēmu;INS;1
ūdissēs;INS;1
cibus;INS;1
xissēs;INS;1
ōnāverint;INS;1
seram;INS;1
ōcārent;INS;1
īmur;INS;1
ērād;INS;1
īlēmus;INS;1
īberent;INS;1
īgēbar;INS;1
īcōrum;INS;1
ēnāria;INS;1
ūginī;INS;1
æ;INS;1
ērēdāv;INS;1
ēsērunt;INS;1
ūderem;INS;1
ātārēris;INS;1
d;INS;1
īzāv;INS;2
īzārēm;INS;1
ōrāt;INS;1
ēviss;INS;2
chis;INS;1
vissētis;INS;1
ēm;INS;1
uissētis;INS;1
mēlōru;INS;1
āniōr;INS;1
ser;INS;1
sā;INS;2
uīrēbāt;INS;1
ūpseris;INS;1
urēt;INS;1
ūdēbant;INS;1
rābimu;INS;1
ētārētur;INS;1
ēnīvissēmus;INS;1
ereerint;INS;1
ādere;INS;1
ūseritis;INS;1
ūmēbant;INS;1
simus;INS;1
ōtiōnābā;INS;1
īpserīt;INS;2
ēō;INS;1
ūrib;INS;1
āī;INS;1
āneōs;INS;1
ēdinēs;INS;1
īgēr;INS;1
rēnārētu;INS;1
ūderint;INS;1
ūrāvēr;INS;1
īstis;INS;1
ēcerit;INS;1
āiētā;INS;1
īlām;INS;1
ībātur;INS;1
ecinissēs;INS;1
īdārentur;INS;1
ōrem;INS;1
ōrāverātis;INS;1
ējō;INS;1
iēns;INS;1
ōnam;INS;1
ōtābimus;INS;1
sān;INS;1
īdīm;INS;1
āvulsistis;INS;1
ōlam;INS;1
ōrent;INS;1
serit;INS;1
ēpīr;INS;1
ssisset;INS;1
īīs;INS;1
īdāverat;INS;1
ōmpserās;INS;1
ūrāret;INS;1
ōdēbāminī;INS;1
ȳrēnā;INS;2
ētūdinī;INS;1
īsī;INS;1
ōdūcat;INS;1
ūderit;INS;1
ēsūmunt;INS;1
īsc;INS;1
mu;INS;1
īnōsō;INS;1
īderent;INS;1
āmāvisse;INS;1
ōcantō;INS;1
istī;INS;1
ūbēm;INS;1
sera;INS;1
ētāris;INS;1
ārēbit;INS;1
ōlētī;INS;1
ēlīmāminī;INS;1
īrābāt;INS;1
in;INS;1
mēba;INS;1
stīvi;INS;1
ēdar;INS;1
serant;INS;1
ōlāminī;INS;1
sērunt;INS;1
īrābit;INS;1
ōnēbāminī;INS;1
ulissētis;INS;1
īra;INS;1
ūcunt;INS;1
īrāmus;INS;1
exerāt;INS;1
sēdinē;INS;1
ideritis;INS;1
ūrāt;INS;2
ētū;INS;1
ōnābit;INS;1
ēvāgīnāris;INS;1
ūgārētis;INS;1
īdit;INS;1
īnār;INS;1
īcāb;INS;1
mātōru;INS;1
ōī;INS;1
suerimus;INS;1
īpāverīmus;INS;1
ūtib;INS;1
īcē;INS;1
ēbimus;INS;1
ōmite;INS;1
īzā;INS;1
īgāver;INS;1
ūpistis;INS;1
ūdēns;INS;1
ōvissent;INS;1
ȳsō;INS;1
ōrmant;INS;1
ējūnā;INS;1
ēsūmimu;INS;1
ōrae;INS;1
īzāverit;INS;1
ūge;INS;1
āvālē;INS;1
ōcārem;INS;1
o;DEL;4368
tivus;DEL;6
um;DEL;178
us;DEL;1289
efacio;DEL;4
ligo;DEL;1
u;DEL;670
eo;DEL;93
i;DEL;586
deo;DEL;5
itor;DEL;2
a;DEL;1164
si;DEL;53
rius;DEL;15
e;DEL;880
s;DEL;720
oro;DEL;42
is;DEL;65
aro;DEL;6
udo;DEL;54
iu;DEL;5
io;DEL;80
oto;DEL;7
ina;DEL;7
ude;DEL;2
go;DEL;75
ro;DEL;21
odo;DEL;10
ali;DEL;8
uos;DEL;18
solativu;DEL;2
osu;DEL;90
umo;DEL;10
ipa;DEL;2
figo;DEL;1
ura;DEL;17
do;DEL;37
uni;DEL;2
orus;DEL;12
aga;DEL;2
ate;DEL;1
inus;DEL;32
atio;DEL;2
anus;DEL;31
anutus;DEL;1
bo;DEL;18
acus;DEL;3
unix;DEL;1
aris;DEL;4
od;DEL;2
itus;DEL;16
apus;DEL;1
itu;DEL;3
atu;DEL;32
enus;DEL;6
uno;DEL;7
ivus;DEL;23
inu;DEL;4
etum;DEL;16
ve;DEL;1
ngo;DEL;3
tio;DEL;3
seru;DEL;1
eto;DEL;3
or;DEL;36
uri;DEL;3
ica;DEL;5
nui;DEL;1
atus;DEL;92
orumpo;DEL;1
ix;DEL;27
os;DEL;8
elo;DEL;5
cio;DEL;20
sonali;DEL;1
as;DEL;33
c;DEL;11
usu;DEL;7
ono;DEL;31
uto;DEL;11
eca;DEL;2
ho;DEL;12
uco;DEL;5
ato;DEL;65
imit;DEL;1
adico;DEL;2
eno;DEL;13
icus;DEL;5
ito;DEL;7
ivido;DEL;1
ala;DEL;5
imu;DEL;1
alatus;DEL;2
ris;DEL;6
otus;DEL;2
umpo;DEL;4
to;DEL;15
su;DEL;34
ibo;DEL;18
rio;DEL;1
n;DEL;18
utus;DEL;7
ago;DEL;8
guo;DEL;3
ora;DEL;15
x;DEL;23
acio;DEL;27
iba;DEL;1
ajetanu;DEL;1
ido;DEL;20
lo;DEL;4
ena;DEL;12
lior;DEL;1
opono;DEL;2
t;DEL;3
sinu;DEL;1
uro;DEL;22
usura;DEL;3
age;DEL;2
unu;DEL;2
fundo;DEL;1
apum;DEL;1
tus;DEL;61
una;DEL;5
erus;DEL;5
ado;DEL;7
eli;DEL;7
ativus;DEL;4
ubeo;DEL;1
elimo;DEL;3
avus;DEL;2
zo;DEL;13
etudo;DEL;2
lator;DEL;1
uta;DEL;6
no;DEL;15
oco;DEL;11
y;DEL;17
edo;DEL;9
alis;DEL;18
ona;DEL;10
rus;DEL;2
mo;DEL;11
ati;DEL;4
r;DEL;9
co;DEL;20
omo;DEL;8
amo;DEL;8
igo;DEL;14
lis;DEL;14
edio;DEL;1
arus;DEL;5
eiuro;DEL;2
orosu;DEL;1
ubo;DEL;5
odio;DEL;3
ugato;DEL;2
etio;DEL;1
izo;DEL;8
anio;DEL;3
ano;DEL;16
torius;DEL;7
idus;DEL;1
etu;DEL;3
ioro;DEL;1
adu;DEL;1
itto;DEL;3
turus;DEL;3
arius;DEL;1
utum;DEL;1
ira;DEL;10
eiura;DEL;1
iva;DEL;2
anico;DEL;2
umin;DEL;1
elu;DEL;3
obi;DEL;6
ju;DEL;1
ceus;DEL;2
nus;DEL;17
undo;DEL;4
imus;DEL;2
ucosu;DEL;1
uso;DEL;1
etus;DEL;3
rium;DEL;5
usivu;DEL;2
enali;DEL;1
emitto;DEL;1
otu;DEL;2
efigo;DEL;2
uvo;DEL;1
irosu;DEL;1
yxi;DEL;1
oe;DEL;5
unatus;DEL;1
imo;DEL;10
m;DEL;8
urus;DEL;2
iro;DEL;8
ivu;DEL;8
epo;DEL;10
agena;DEL;5
osco;DEL;4
olo;DEL;7
avu;DEL;1
enubo;DEL;1
po;DEL;6
ial;DEL;1
enosu;DEL;1
vo;DEL;2
orato;DEL;2
ginus;DEL;1
ose;DEL;2
uce;DEL;1
unus;DEL;2
yro;DEL;1
gus;DEL;2
on;DEL;15
ige;DEL;1
udi;DEL;1
onu;DEL;5
emi;DEL;2
ema;DEL;3
onativum;DEL;1
avo;DEL;4
linus;DEL;1
oce;DEL;3
sac;DEL;1
epio;DEL;1
ativu;DEL;6
uma;DEL;5
ita;DEL;6
eus;DEL;2
avello;DEL;2
natus;DEL;1
oratus;DEL;4
asu;DEL;2
aca;DEL;5
ex;DEL;5
neus;DEL;3
ico;DEL;8
ani;DEL;2
aco;DEL;3
cto;DEL;3
ueb;DEL;1
llo;DEL;1
museu;DEL;1
ume;DEL;2
umus;DEL;1
l;DEL;2
quo;DEL;1
umatus;DEL;1
vus;DEL;3
it;DEL;2
eu;DEL;1
ufus;DEL;1
lus;DEL;1
ecu;DEL;2
atura;DEL;2
one;DEL;2
emo;DEL;3
atum;DEL;3
ilato;DEL;2
facio;DEL;1
uinos;DEL;2
cipio;DEL;1
ideo;DEL;3
unio;DEL;2
ama;DEL;1
evito;DEL;2
reus;DEL;1
ivum;DEL;2
initum;DEL;1
initus;DEL;1
acro;DEL;2
eva;DEL;2
ero;DEL;9
eri;DEL;3
ivo;DEL;5
tior;DEL;1
nsis;DEL;3
ites;DEL;4
ogo;DEL;2
etizo;DEL;1
ana;DEL;4
urio;DEL;1
ous;DEL;2
oqu;DEL;3
ac;DEL;2
ego;DEL;3
ilo;DEL;3
luus;DEL;1
sco;DEL;3
inite;DEL;1
ae;DEL;1
iso;DEL;2
icio;DEL;3
atinus;DEL;1
aturus;DEL;1
oralis;DEL;2
ivio;DEL;1
omit;DEL;1
utu;DEL;2
orito;DEL;3
elio;DEL;2
sali;DEL;1
ino;DEL;7
elibo;DEL;1
ari;DEL;3
utivus;DEL;1
men;DEL;3
ivisu;DEL;1
osi;DEL;1
igno;DEL;1
seu;DEL;1
vius;DEL;1
uru;DEL;3
urali;DEL;1
ynum;DEL;1
anu;DEL;7
es;DEL;7
ungo;DEL;2
udosu;DEL;1
ajo;DEL;2
bame;DEL;1
ntio;DEL;2
ava;DEL;3
odico;DEL;2
etutina;DEL;1
inatus;DEL;2
elinus;DEL;2
odi;DEL;1
aturu;DEL;1
ili;DEL;1
eom;DEL;1
odus;DEL;1
aganus;DEL;1
trium;DEL;1
iti;DEL;2
jetanus;DEL;1
nutus;DEL;1
ede;DEL;1
minu;DEL;1
masu;DEL;1
eius;DEL;2
iratus;DEL;1
erado;DEL;3
ilu;DEL;3
icena;DEL;1
olus;DEL;3
ocedo;DEL;4
epoto;DEL;1
ejoro;DEL;1
vado;DEL;1
eta;DEL;4
avi;DEL;3
nosus;DEL;1
odeo;DEL;3
alo;DEL;5
olato;DEL;2
oneus;DEL;1
ela;DEL;3
sivu;DEL;2
esco;DEL;2
ygo;DEL;1
lato;DEL;2
ega;DEL;2
cum;DEL;1
canus;DEL;1
inosu;DEL;5
gno;DEL;2
ea;DEL;1
idatu;DEL;1
agus;DEL;1
imis;DEL;1
setu;DEL;4
iuus;DEL;1
uti;DEL;1
so;DEL;2
egatio;DEL;2
ejuro;DEL;1
elum;DEL;1
mus;DEL;1
imosu;DEL;1
anosu;DEL;3
osc;DEL;1
ensi;DEL;1
eio;DEL;1
ixa;DEL;1
at;DEL;1
senu;DEL;1
ori;DEL;3
simu;DEL;1
onus;DEL;3
acatu;DEL;2
urinus;DEL;1
nubo;DEL;1
iga;DEL;4
oduco;DEL;2
iuro;DEL;1
ive;DEL;3
onatus;DEL;1
emus;DEL;2
ius;DEL;1
erodo;DEL;1
esina;DEL;1
ilis;DEL;2
seo;DEL;2
sutu;DEL;2
yxis;DEL;1
onagena;DEL;1
icalis;DEL;1
agum;DEL;1
ire;DEL;1
oma;DEL;1
oninus;DEL;1
eor;DEL;2
tis;DEL;1
evado;DEL;1
rno;DEL;1
ar;DEL;2
me;DEL;3
tor;DEL;1
elira;DEL;1
ru;DEL;1
itanus;DEL;2
uris;DEL;1
ima;DEL;1
situ;DEL;2
ubi;DEL;2
etali;DEL;1
aliga;DEL;1
sidatu;DEL;1
emia;DEL;1
utatus;DEL;1
ogena;DEL;1
ida;DEL;2
rodianus;DEL;1
anis;DEL;1
abe;DEL;1
ara;DEL;1
udus;DEL;2
oli;DEL;1
nac;DEL;1
torium;DEL;1
otos;DEL;1
uratu;DEL;1
onalis;DEL;1
unitus;DEL;1
ocuro;DEL;1
tudo;DEL;1
ogi;DEL;1
rado;DEL;1
onanus;DEL;1
ogium;DEL;1
asi;DEL;1
ete;DEL;1
ole;DEL;3
ale;DEL;1
ivi;DEL;1
sus;DEL;2
yre;DEL;1
aji;DEL;1
oveo;DEL;2
eve;DEL;1
imatus;DEL;1
p;DEL;1
alati;DEL;1
exo;DEL;1
aso;DEL;1
ame;DEL;2
idio;DEL;2
eratu;DEL;1
dico;DEL;1
ebum;DEL;1
itum;DEL;1
ece;DEL;3
adus;DEL;1
ndo;DEL;1
etivu;DEL;1
aio;DEL;1
poto;DEL;1
apio;DEL;1
solo;DEL;1
inum;DEL;2
aheli;DEL;2
atorius;DEL;1
oga;DEL;1
ota;DEL;2
rudo;DEL;1
tabl;DEL;1
ata;DEL;3
olati;DEL;1
aturo;DEL;1
ovi;DEL;1
ozymus;DEL;1
inatu;DEL;1
ite;DEL;1
ucetum;DEL;1
inis;DEL;1
uli;DEL;1
acato;DEL;1
ugo;DEL;3
esa;DEL;2
ola;DEL;1
esi;DEL;3
uga;DEL;1
are;DEL;1
abum;DEL;1
enu;DEL;1
nites;DEL;1
nio;DEL;1
sorius;DEL;1
opino;DEL;1
elus;DEL;3
ma;DEL;1
ure;DEL;1
emunio;DEL;1
itatus;DEL;1
ecerno;DEL;1
era;DEL;1
enum;DEL;2
initi;DEL;2
ecizo;DEL;1
initu;DEL;1
eti;DEL;1
obigo;DEL;1
izato;DEL;1
urato;DEL;1
usato;DEL;1
ingo;DEL;1
sativu;DEL;1
aru;DEL;1
narius;DEL;1
ereo;DEL;1
nior;DEL;1
enio;DEL;1
eum;DEL;1
ai;DEL;1
neosus;DEL;1
nua;DEL;1
aieta;DEL;1
uo;DEL;1
ici;DEL;1
ejo;DEL;1
dio;DEL;1
pio;DEL;1
ia;DEL;1
yrena;DEL;2
isu;DEL;1
esumo;DEL;1
rico;DEL;1
areo;DEL;1
oletus;DEL;1
ello;DEL;1
evagino;DEL;1
eliru;DEL;1
ou;DEL;1
ipo;DEL;1
ice;DEL;1
iza;DEL;1
yso;DEL;1
ejuna;DEL;1
trum;DEL;1
ux;DEL;1
avali;DEL;1
