Original;Split
INS(ātōrēs);INS(ā),INS(t),INS(ō),INS(r),INS(ē),INS(s)
INS(ōnunt);INS(ō),INS(n),INS(u),INS(n),INS(t)
INS(īnāv);INS(ī),INS(n),INS(ā),INS(v)
INS(ēt);INS(ē),INS(t)
INS(āgīn);INS(ā),INS(g),INS(ī),INS(n)
INS(ite);INS(i),INS(t),INS(e)
INS(ōsē);INS(ō),INS(s),INS(ē)
INS(ōrāverat);INS(ō),INS(r),INS(ā),INS(v),INS(e),INS(r),INS(a),INS(t)
INS(ūcē);INS(ū),INS(c),INS(ē)
INS(ōs);INS(ō),INS(s)
INS(ȳrāverat);INS(ȳ),INS(r),INS(ā),INS(v),INS(e),INS(r),INS(a),INS(t)
INS(ssuerim);INS(s),INS(s),INS(u),INS(e),INS(r),INS(i),INS(m)
INS(īzēm);INS(ī),INS(z),INS(ē),INS(m)
INS(ātīvōrum);INS(ā),INS(t),INS(ī),INS(v),INS(ō),INS(r),INS(u),INS(m)
INS(būsōri);INS(b),INS(ū),INS(s),INS(ō),INS(r),INS(i)
INS(ūrerēminī);INS(ū),INS(r),INS(e),INS(r),INS(ē),INS(m),INS(i),INS(n),INS(ī)
INS(ūserītis);INS(ū),INS(s),INS(e),INS(r),INS(ī),INS(t),INS(i),INS(s)
INS(tibus);INS(t),INS(i),INS(b),INS(u),INS(s)
INS(ēg);INS(ē),INS(g)
INS(ūdēbar);INS(ū),INS(d),INS(ē),INS(b),INS(a),INS(r)
INS(tēbun);INS(t),INS(ē),INS(b),INS(u),INS(n)
INS(ūcim);INS(ū),INS(c),INS(i),INS(m)
INS(ōrāverit);INS(ō),INS(r),INS(ā),INS(v),INS(e),INS(r),INS(i),INS(t)
INS(rō);INS(r),INS(ō)
INS(īgē);INS(ī),INS(g),INS(ē)
INS(ūdī);INS(ū),INS(d),INS(ī)
INS(ōdēbās);INS(ō),INS(d),INS(ē),INS(b),INS(ā),INS(s)
INS(ōtābimur);INS(ō),INS(t),INS(ā),INS(b),INS(i),INS(m),INS(u),INS(r)
INS(ēmī);INS(ē),INS(m),INS(ī)
INS(ūtāveran);INS(ū),INS(t),INS(ā),INS(v),INS(e),INS(r),INS(a),INS(n)
INS(ōrābiminī);INS(ō),INS(r),INS(ā),INS(b),INS(i),INS(m),INS(i),INS(n),INS(ī)
INS(īrēbant);INS(ī),INS(r),INS(ē),INS(b),INS(a),INS(n),INS(t)
INS(ēmā);INS(ē),INS(m),INS(ā)
INS(ōcāvit);INS(ō),INS(c),INS(ā),INS(v),INS(i),INS(t)
INS(ōnātīvō);INS(ō),INS(n),INS(ā),INS(t),INS(ī),INS(v),INS(ō)
INS(āvāris);INS(ā),INS(v),INS(ā),INS(r),INS(i),INS(s)
INS(ēlīna);INS(ē),INS(l),INS(ī),INS(n),INS(a)
INS(erīs);INS(e),INS(r),INS(ī),INS(s)
INS(exer);INS(e),INS(x),INS(e),INS(r)
INS(īdar);INS(ī),INS(d),INS(a),INS(r)
INS(ūdent);INS(ū),INS(d),INS(e),INS(n),INS(t)
INS(ōcē);INS(ō),INS(c),INS(ē)
INS(ēsācrāv);INS(ē),INS(s),INS(ā),INS(c),INS(r),INS(ā),INS(v)
INS(ōrī);INS(ō),INS(r),INS(ī)
INS(ēpīrēmur);INS(ē),INS(p),INS(ī),INS(r),INS(ē),INS(m),INS(u),INS(r)
INS(ītāte);INS(ī),INS(t),INS(ā),INS(t),INS(e)
INS(ōtāre);INS(ō),INS(t),INS(ā),INS(r),INS(e)
INS(ōna);INS(ō),INS(n),INS(a)
INS(rā);INS(r),INS(ā)
INS(ūtāvissen);INS(ū),INS(t),INS(ā),INS(v),INS(i),INS(s),INS(s),INS(e),INS(n)
INS(rēpuntu);INS(r),INS(ē),INS(p),INS(u),INS(n),INS(t),INS(u)
INS(ītārēr);INS(ī),INS(t),INS(ā),INS(r),INS(ē),INS(r)
INS(īrām);INS(ī),INS(r),INS(ā),INS(m)
INS(xerant);INS(x),INS(e),INS(r),INS(a),INS(n),INS(t)
INS(ūmā);INS(ū),INS(m),INS(ā)
INS(ram);INS(r),INS(a),INS(m)
INS(uissent);INS(u),INS(i),INS(s),INS(s),INS(e),INS(n),INS(t)
INS(ūderēminī);INS(ū),INS(d),INS(e),INS(r),INS(ē),INS(m),INS(i),INS(n),INS(ī)
INS(ōrīcābe);INS(ō),INS(r),INS(ī),INS(c),INS(ā),INS(b),INS(e)
INS(ītūra);INS(ī),INS(t),INS(ū),INS(r),INS(a)
INS(īet);INS(ī),INS(e),INS(t)
INS(ēpsiss);INS(ē),INS(p),INS(s),INS(i),INS(s),INS(s)
INS(ēum);INS(ē),INS(u),INS(m)
INS(āvulsissēs);INS(ā),INS(v),INS(u),INS(l),INS(s),INS(i),INS(s),INS(s),INS(ē),INS(s)
INS(ānāt);INS(ā),INS(n),INS(ā),INS(t)
INS(ōrātōrum);INS(ō),INS(r),INS(ā),INS(t),INS(ō),INS(r),INS(u),INS(m)
INS(ūrantō);INS(ū),INS(r),INS(a),INS(n),INS(t),INS(ō)
INS(ūsistis);INS(ū),INS(s),INS(i),INS(s),INS(t),INS(i),INS(s)
INS(murābi);INS(m),INS(u),INS(r),INS(ā),INS(b),INS(i)
INS(rint);INS(r),INS(i),INS(n),INS(t)
INS(ōnēris);INS(ō),INS(n),INS(ē),INS(r),INS(i),INS(s)
INS(rēnārēmu);INS(r),INS(ē),INS(n),INS(ā),INS(r),INS(ē),INS(m),INS(u)
INS(īsist);INS(ī),INS(s),INS(i),INS(s),INS(t)
INS(icibus);INS(i),INS(c),INS(i),INS(b),INS(u),INS(s)
INS(īmat);INS(ī),INS(m),INS(a),INS(t)
INS(ūdissētis);INS(ū),INS(d),INS(i),INS(s),INS(s),INS(ē),INS(t),INS(i),INS(s)
INS(vērā);INS(v),INS(ē),INS(r),INS(ā)
INS(erāmus);INS(e),INS(r),INS(ā),INS(m),INS(u),INS(s)
INS(īrārēr);INS(ī),INS(r),INS(ā),INS(r),INS(ē),INS(r)
INS(ūdō);INS(ū),INS(d),INS(ō)
INS(ēnea);INS(ē),INS(n),INS(e),INS(a)
INS(ūrās);INS(ū),INS(r),INS(ā),INS(s)
INS(ssēs);INS(s),INS(s),INS(ē),INS(s)
INS(īcem);INS(ī),INS(c),INS(e),INS(m)
INS(ērēminī);INS(ē),INS(r),INS(ē),INS(m),INS(i),INS(n),INS(ī)
INS(ānē);INS(ā),INS(n),INS(ē)
INS(ācō);INS(ā),INS(c),INS(ō)
INS(esīv);INS(e),INS(s),INS(ī),INS(v)
INS(ōrārētis);INS(ō),INS(r),INS(ā),INS(r),INS(ē),INS(t),INS(i),INS(s)
INS(xueri);INS(x),INS(u),INS(e),INS(r),INS(i)
INS(ōrābāmus);INS(ō),INS(r),INS(ā),INS(b),INS(ā),INS(m),INS(u),INS(s)
INS(īpserās);INS(ī),INS(p),INS(s),INS(e),INS(r),INS(ā),INS(s)
INS(xuerīs);INS(x),INS(u),INS(e),INS(r),INS(ī),INS(s)
INS(sāti);INS(s),INS(ā),INS(t),INS(i)
INS(ōmpserint);INS(ō),INS(m),INS(p),INS(s),INS(e),INS(r),INS(i),INS(n),INS(t)
INS(nte);INS(n),INS(t),INS(e)
INS(ēbō);INS(ē),INS(b),INS(ō)
INS(ul);INS(u),INS(l)
INS(de);INS(d),INS(e)
INS(īnōrum);INS(ī),INS(n),INS(ō),INS(r),INS(u),INS(m)
INS(ūsēī);INS(ū),INS(s),INS(ē),INS(ī)
INS(ūmi);INS(ū),INS(m),INS(i)
INS(sāberi);INS(s),INS(ā),INS(b),INS(e),INS(r),INS(i)
INS(xuī);INS(x),INS(u),INS(ī)
INS(ēp);INS(ē),INS(p)
INS(rentur);INS(r),INS(e),INS(n),INS(t),INS(u),INS(r)
INS(ueris);INS(u),INS(e),INS(r),INS(i),INS(s)
INS(iti);INS(i),INS(t),INS(i)
INS(ōvērunt);INS(ō),INS(v),INS(ē),INS(r),INS(u),INS(n),INS(t)
INS(ūrēs);INS(ū),INS(r),INS(ē),INS(s)
INS(ūme);INS(ū),INS(m),INS(e)
INS(rimus);INS(r),INS(i),INS(m),INS(u),INS(s)
INS(ēlīqu);INS(ē),INS(l),INS(ī),INS(q),INS(u)
INS(ūmātae);INS(ū),INS(m),INS(ā),INS(t),INS(a),INS(e)
INS(itāver);INS(i),INS(t),INS(ā),INS(v),INS(e),INS(r)
INS(āv);INS(ā),INS(v)
INS(ēx);INS(ē),INS(x)
INS(āg);INS(ā),INS(g)
INS(ūtāveritis);INS(ū),INS(t),INS(ā),INS(v),INS(e),INS(r),INS(i),INS(t),INS(i),INS(s)
INS(rībere);INS(r),INS(ī),INS(b),INS(e),INS(r),INS(e)
INS(dē);INS(d),INS(ē)
INS(xeri);INS(x),INS(e),INS(r),INS(i)
INS(ārō);INS(ā),INS(r),INS(ō)
INS(ātōnī);INS(ā),INS(t),INS(ō),INS(n),INS(ī)
INS(īderēr);INS(ī),INS(d),INS(e),INS(r),INS(ē),INS(r)
INS(ris);INS(r),INS(i),INS(s)
INS(ēī);INS(ē),INS(ī)
INS(ūfae);INS(ū),INS(f),INS(a),INS(e)
INS(sseram);INS(s),INS(s),INS(e),INS(r),INS(a),INS(m)
INS(sāvissē);INS(s),INS(ā),INS(v),INS(i),INS(s),INS(s),INS(ē)
INS(ă);INS(ă)
INS(ūlōr);INS(ū),INS(l),INS(ō),INS(r)
INS(ēcū);INS(ē),INS(c),INS(ū)
INS(ōcāverit);INS(ō),INS(c),INS(ā),INS(v),INS(e),INS(r),INS(i),INS(t)
INS(sātūrī);INS(s),INS(ā),INS(t),INS(ū),INS(r),INS(ī)
INS(ūnent);INS(ū),INS(n),INS(e),INS(n),INS(t)
INS(mānāre);INS(m),INS(ā),INS(n),INS(ā),INS(r),INS(e)
INS(ōnās);INS(ō),INS(n),INS(ā),INS(s)
INS(ābo);INS(ā),INS(b),INS(o)
INS(di);INS(d),INS(i)
INS(īrēmur);INS(ī),INS(r),INS(ē),INS(m),INS(u),INS(r)
INS(ēdēbāminī);INS(ē),INS(d),INS(ē),INS(b),INS(ā),INS(m),INS(i),INS(n),INS(ī)
INS(īgāb);INS(ī),INS(g),INS(ā),INS(b)
INS(rīberēmu);INS(r),INS(ī),INS(b),INS(e),INS(r),INS(ē),INS(m),INS(u)
INS(ēmō);INS(ē),INS(m),INS(ō)
INS(rantu);INS(r),INS(a),INS(n),INS(t),INS(u)
INS(īcām);INS(ī),INS(c),INS(ā),INS(m)
INS(tōrāveran);INS(t),INS(ō),INS(r),INS(ā),INS(v),INS(e),INS(r),INS(a),INS(n)
INS(ātīs);INS(ā),INS(t),INS(ī),INS(s)
INS(īlātārēmus);INS(ī),INS(l),INS(ā),INS(t),INS(ā),INS(r),INS(ē),INS(m),INS(u),INS(s)
INS(xeram);INS(x),INS(e),INS(r),INS(a),INS(m)
INS(ūderent);INS(ū),INS(d),INS(e),INS(r),INS(e),INS(n),INS(t)
INS(gum);INS(g),INS(u),INS(m)
INS(ēfi);INS(ē),INS(f),INS(i)
INS(rētis);INS(r),INS(ē),INS(t),INS(i),INS(s)
INS(māvisse);INS(m),INS(ā),INS(v),INS(i),INS(s),INS(s),INS(e)
INS(āti);INS(ā),INS(t),INS(i)
INS(īnōsī);INS(ī),INS(n),INS(ō),INS(s),INS(ī)
INS(rāba);INS(r),INS(ā),INS(b),INS(a)
INS(ēcēp);INS(ē),INS(c),INS(ē),INS(p)
INS(rim);INS(r),INS(i),INS(m)
INS(īsērunt);INS(ī),INS(s),INS(ē),INS(r),INS(u),INS(n),INS(t)
INS(ūnīverit);INS(ū),INS(n),INS(ī),INS(v),INS(e),INS(r),INS(i),INS(t)
INS(ūdinis);INS(ū),INS(d),INS(i),INS(n),INS(i),INS(s)
INS(īnāver);INS(ī),INS(n),INS(ā),INS(v),INS(e),INS(r)
INS(sāri);INS(s),INS(ā),INS(r),INS(i)
INS(īvēbāt);INS(ī),INS(v),INS(ē),INS(b),INS(ā),INS(t)
INS(antāb);INS(a),INS(n),INS(t),INS(ā),INS(b)
INS(ūriēbā);INS(ū),INS(r),INS(i),INS(ē),INS(b),INS(ā)
INS(ūtāverātis);INS(ū),INS(t),INS(ā),INS(v),INS(e),INS(r),INS(ā),INS(t),INS(i),INS(s)
INS(āmā);INS(ā),INS(m),INS(ā)
INS(ēvītātur);INS(ē),INS(v),INS(ī),INS(t),INS(ā),INS(t),INS(u),INS(r)
INS(ōnētur);INS(ō),INS(n),INS(ē),INS(t),INS(u),INS(r)
INS(ūsīvī);INS(ū),INS(s),INS(ī),INS(v),INS(ī)
INS(rentu);INS(r),INS(e),INS(n),INS(t),INS(u)
INS(ēbitis);INS(ē),INS(b),INS(i),INS(t),INS(i),INS(s)
INS(īvissēmus);INS(ī),INS(v),INS(i),INS(s),INS(s),INS(ē),INS(m),INS(u),INS(s)
INS(īnīta);INS(ī),INS(n),INS(ī),INS(t),INS(a)
INS(ūdēbat);INS(ū),INS(d),INS(ē),INS(b),INS(a),INS(t)
INS(īnītōrum);INS(ī),INS(n),INS(ī),INS(t),INS(ō),INS(r),INS(u),INS(m)
INS(ūrēminī);INS(ū),INS(r),INS(ē),INS(m),INS(i),INS(n),INS(ī)
INS(rīmu);INS(r),INS(ī),INS(m),INS(u)
INS(īrēbāmus);INS(ī),INS(r),INS(ē),INS(b),INS(ā),INS(m),INS(u),INS(s)
INS(ēvā);INS(ē),INS(v),INS(ā)
INS(ēpimus);INS(ē),INS(p),INS(i),INS(m),INS(u),INS(s)
INS(ūdēbāminī);INS(ū),INS(d),INS(ē),INS(b),INS(ā),INS(m),INS(i),INS(n),INS(ī)
INS(tī);INS(t),INS(ī)
INS(sis);INS(s),INS(i),INS(s)
INS(ērāris);INS(ē),INS(r),INS(ā),INS(r),INS(i),INS(s)
INS(ērī);INS(ē),INS(r),INS(ī)
INS(īxerant);INS(ī),INS(x),INS(e),INS(r),INS(a),INS(n),INS(t)
INS(ēvistī);INS(ē),INS(v),INS(i),INS(s),INS(t),INS(ī)
INS(ūrētis);INS(ū),INS(r),INS(ē),INS(t),INS(i),INS(s)
INS(ītāb);INS(ī),INS(t),INS(ā),INS(b)
INS(ītae);INS(ī),INS(t),INS(a),INS(e)
INS(īva);INS(ī),INS(v),INS(a)
INS(ōrātu);INS(ō),INS(r),INS(ā),INS(t),INS(u)
INS(xerat);INS(x),INS(e),INS(r),INS(a),INS(t)
INS(ōneret);INS(ō),INS(n),INS(e),INS(r),INS(e),INS(t)
INS(ōrātī);INS(ō),INS(r),INS(ā),INS(t),INS(ī)
INS(ānā);INS(ā),INS(n),INS(ā)
INS(īzāveram);INS(ī),INS(z),INS(ā),INS(v),INS(e),INS(r),INS(a),INS(m)
INS(ūter);INS(ū),INS(t),INS(e),INS(r)
INS(īne);INS(ī),INS(n),INS(e)
INS(ēvit);INS(ē),INS(v),INS(i),INS(t)
INS(ātiōr);INS(ā),INS(t),INS(i),INS(ō),INS(r)
INS(ūrāvit);INS(ū),INS(r),INS(ā),INS(v),INS(i),INS(t)
INS(ūdinib);INS(ū),INS(d),INS(i),INS(n),INS(i),INS(b)
INS(ītē);INS(ī),INS(t),INS(ē)
INS(ānīcāris);INS(ā),INS(n),INS(ī),INS(c),INS(ā),INS(r),INS(i),INS(s)
INS(uerint);INS(u),INS(e),INS(r),INS(i),INS(n),INS(t)
INS(ōgant);INS(ō),INS(g),INS(a),INS(n),INS(t)
INS(ērēmus);INS(ē),INS(r),INS(ē),INS(m),INS(u),INS(s)
INS(ōrātis);INS(ō),INS(r),INS(ā),INS(t),INS(i),INS(s)
INS(ībe);INS(ī),INS(b),INS(e)
INS(ōgerēris);INS(ō),INS(g),INS(e),INS(r),INS(ē),INS(r),INS(i),INS(s)
INS(ētīzābitur);INS(ē),INS(t),INS(ī),INS(z),INS(ā),INS(b),INS(i),INS(t),INS(u),INS(r)
INS(ūrēm);INS(ū),INS(r),INS(ē),INS(m)
INS(isset);INS(i),INS(s),INS(s),INS(e),INS(t)
INS(īserāmus);INS(ī),INS(s),INS(e),INS(r),INS(ā),INS(m),INS(u),INS(s)
INS(ēnārum);INS(ē),INS(n),INS(ā),INS(r),INS(u),INS(m)
INS(āmābitur);INS(ā),INS(m),INS(ā),INS(b),INS(i),INS(t),INS(u),INS(r)
INS(rībēba);INS(r),INS(ī),INS(b),INS(ē),INS(b),INS(a)
INS(ūrīvistī);INS(ū),INS(r),INS(ī),INS(v),INS(i),INS(s),INS(t),INS(ī)
INS(ōmāris);INS(ō),INS(m),INS(ā),INS(r),INS(i),INS(s)
INS(ōrāvī);INS(ō),INS(r),INS(ā),INS(v),INS(ī)
INS(ōmpserit);INS(ō),INS(m),INS(p),INS(s),INS(e),INS(r),INS(i),INS(t)
INS(īg);INS(ī),INS(g)
INS(nibus);INS(n),INS(i),INS(b),INS(u),INS(s)
INS(ōa);INS(ō),INS(a)
INS(ōrābās);INS(ō),INS(r),INS(ā),INS(b),INS(ā),INS(s)
INS(ecerō);INS(e),INS(c),INS(e),INS(r),INS(ō)
INS(xissēmus);INS(x),INS(i),INS(s),INS(s),INS(ē),INS(m),INS(u),INS(s)
INS(ītēr);INS(ī),INS(t),INS(ē),INS(r)
INS(serīmus);INS(s),INS(e),INS(r),INS(ī),INS(m),INS(u),INS(s)
INS(īdāre);INS(ī),INS(d),INS(ā),INS(r),INS(e)
INS(ībuntō);INS(ī),INS(b),INS(u),INS(n),INS(t),INS(ō)
INS(xerim);INS(x),INS(e),INS(r),INS(i),INS(m)
INS(ūpserat);INS(ū),INS(p),INS(s),INS(e),INS(r),INS(a),INS(t)
INS(erem);INS(e),INS(r),INS(e),INS(m)
INS(ēgētur);INS(ē),INS(g),INS(ē),INS(t),INS(u),INS(r)
INS(īlābat);INS(ī),INS(l),INS(ā),INS(b),INS(a),INS(t)
INS(ūsāverā);INS(ū),INS(s),INS(ā),INS(v),INS(e),INS(r),INS(ā)
INS(sseritis);INS(s),INS(s),INS(e),INS(r),INS(i),INS(t),INS(i),INS(s)
INS(ēlua);INS(ē),INS(l),INS(u),INS(a)
INS(īlāverīs);INS(ī),INS(l),INS(ā),INS(v),INS(e),INS(r),INS(ī),INS(s)
INS(rīv);INS(r),INS(ī),INS(v)
INS(int);INS(i),INS(n),INS(t)
INS(īōne);INS(ī),INS(ō),INS(n),INS(e)
INS(ēv);INS(ē),INS(v)
INS(ālem);INS(ā),INS(l),INS(e),INS(m)
INS(ōrāvērunt);INS(ō),INS(r),INS(ā),INS(v),INS(ē),INS(r),INS(u),INS(n),INS(t)
INS(īnītē);INS(ī),INS(n),INS(ī),INS(t),INS(ē)
INS(ūrerēm);INS(ū),INS(r),INS(e),INS(r),INS(ē),INS(m)
INS(uistis);INS(u),INS(i),INS(s),INS(t),INS(i),INS(s)
INS(ēder);INS(ē),INS(d),INS(e),INS(r)
INS(suerim);INS(s),INS(u),INS(e),INS(r),INS(i),INS(m)
INS(uisset);INS(u),INS(i),INS(s),INS(s),INS(e),INS(t)
INS(uissēmus);INS(u),INS(i),INS(s),INS(s),INS(ē),INS(m),INS(u),INS(s)
INS(īpserīmus);INS(ī),INS(p),INS(s),INS(e),INS(r),INS(ī),INS(m),INS(u),INS(s)
INS(ērātō);INS(ē),INS(r),INS(ā),INS(t),INS(ō)
INS(itō);INS(i),INS(t),INS(ō)
INS(īsuntur);INS(ī),INS(s),INS(u),INS(n),INS(t),INS(u),INS(r)
INS(īssēs);INS(ī),INS(s),INS(s),INS(ē),INS(s)
INS(īmentur);INS(ī),INS(m),INS(e),INS(n),INS(t),INS(u),INS(r)
INS(ēcērunt);INS(ē),INS(c),INS(ē),INS(r),INS(u),INS(n),INS(t)
INS(iār);INS(i),INS(ā),INS(r)
INS(ēcī);INS(ē),INS(c),INS(ī)
INS(ūrābiminī);INS(ū),INS(r),INS(ā),INS(b),INS(i),INS(m),INS(i),INS(n),INS(ī)
INS(īnīs);INS(ī),INS(n),INS(ī),INS(s)
INS(ātīnī);INS(ā),INS(t),INS(ī),INS(n),INS(ī)
INS(ātūrā);INS(ā),INS(t),INS(ū),INS(r),INS(ā)
INS(ōrālī);INS(ō),INS(r),INS(ā),INS(l),INS(ī)
INS(āne);INS(ā),INS(n),INS(e)
INS(īvīmus);INS(ī),INS(v),INS(ī),INS(m),INS(u),INS(s)
INS(īssētis);INS(ī),INS(s),INS(s),INS(ē),INS(t),INS(i),INS(s)
INS(ōmīseran);INS(ō),INS(m),INS(ī),INS(s),INS(e),INS(r),INS(a),INS(n)
INS(ērōd);INS(ē),INS(r),INS(ō),INS(d)
INS(ntu);INS(n),INS(t),INS(u)
INS(ūrābāt);INS(ū),INS(r),INS(ā),INS(b),INS(ā),INS(t)
INS(ōmēbās);INS(ō),INS(m),INS(ē),INS(b),INS(ā),INS(s)
INS(ur);INS(u),INS(r)
INS(īta);INS(ī),INS(t),INS(a)
INS(ūtī);INS(ū),INS(t),INS(ī)
INS(ōrītāverāmus);INS(ō),INS(r),INS(ī),INS(t),INS(ā),INS(v),INS(e),INS(r),INS(ā),INS(m),INS(u),INS(s)
INS(īnās);INS(ī),INS(n),INS(ā),INS(s)
INS(ērāmus);INS(ē),INS(r),INS(ā),INS(m),INS(u),INS(s)
INS(ēlīvērunt);INS(ē),INS(l),INS(ī),INS(v),INS(ē),INS(r),INS(u),INS(n),INS(t)
INS(āgāret);INS(ā),INS(g),INS(ā),INS(r),INS(e),INS(t)
INS(īzāver);INS(ī),INS(z),INS(ā),INS(v),INS(e),INS(r)
INS(īnārentur);INS(ī),INS(n),INS(ā),INS(r),INS(e),INS(n),INS(t),INS(u),INS(r)
INS(ūsōrib);INS(ū),INS(s),INS(ō),INS(r),INS(i),INS(b)
INS(īgēmus);INS(ī),INS(g),INS(ē),INS(m),INS(u),INS(s)
INS(tē);INS(t),INS(ē)
INS(īnam);INS(ī),INS(n),INS(a),INS(m)
INS(ēlībābiminī);INS(ē),INS(l),INS(ī),INS(b),INS(ā),INS(b),INS(i),INS(m),INS(i),INS(n),INS(ī)
INS(ārē);INS(ā),INS(r),INS(ē)
INS(iī);INS(i),INS(ī)
INS(ōrātam);INS(ō),INS(r),INS(ā),INS(t),INS(a),INS(m)
INS(ūtīvō);INS(ū),INS(t),INS(ī),INS(v),INS(ō)
INS(ēpēbās);INS(ē),INS(p),INS(ē),INS(b),INS(ā),INS(s)
INS(ūnāverātis);INS(ū),INS(n),INS(ā),INS(v),INS(e),INS(r),INS(ā),INS(t),INS(i),INS(s)
INS(īrēr);INS(ī),INS(r),INS(ē),INS(r)
INS(ēmin);INS(ē),INS(m),INS(i),INS(n)
INS(ōrāte);INS(ō),INS(r),INS(ā),INS(t),INS(e)
INS(ārāvit);INS(ā),INS(r),INS(ā),INS(v),INS(i),INS(t)
INS(īvīsū);INS(ī),INS(v),INS(ī),INS(s),INS(ū)
INS(ōsō);INS(ō),INS(s),INS(ō)
INS(enuerīs);INS(e),INS(n),INS(u),INS(e),INS(r),INS(ī),INS(s)
INS(īdantur);INS(ī),INS(d),INS(a),INS(n),INS(t),INS(u),INS(r)
INS(ānāverō);INS(ā),INS(n),INS(ā),INS(v),INS(e),INS(r),INS(ō)
INS(āvābāmus);INS(ā),INS(v),INS(ā),INS(b),INS(ā),INS(m),INS(u),INS(s)
INS(āvi);INS(ā),INS(v),INS(i)
INS(rābātu);INS(r),INS(ā),INS(b),INS(ā),INS(t),INS(u)
INS(vēlā);INS(v),INS(ē),INS(l),INS(ā)
INS(rant);INS(r),INS(a),INS(n),INS(t)
INS(ūrālē);INS(ū),INS(r),INS(ā),INS(l),INS(ē)
INS(xisset);INS(x),INS(i),INS(s),INS(s),INS(e),INS(t)
INS(ānāverātis);INS(ā),INS(n),INS(ā),INS(v),INS(e),INS(r),INS(ā),INS(t),INS(i),INS(s)
INS(ȳna);INS(ȳ),INS(n),INS(a)
INS(ātīvā);INS(ā),INS(t),INS(ī),INS(v),INS(ā)
INS(ērābāmus);INS(ē),INS(r),INS(ā),INS(b),INS(ā),INS(m),INS(u),INS(s)
INS(ānū);INS(ā),INS(n),INS(ū)
INS(īdēt);INS(ī),INS(d),INS(ē),INS(t)
INS(vi);INS(v),INS(i)
INS(sent);INS(s),INS(e),INS(n),INS(t)
INS(īrer);INS(ī),INS(r),INS(e),INS(r)
INS(sse);INS(s),INS(s),INS(e)
INS(ūnxerō);INS(ū),INS(n),INS(x),INS(e),INS(r),INS(ō)
INS(ēpōtāv);INS(ē),INS(p),INS(ō),INS(t),INS(ā),INS(v)
INS(ri);INS(r),INS(i)
INS(cis);INS(c),INS(i),INS(s)
INS(ītārum);INS(ī),INS(t),INS(ā),INS(r),INS(u),INS(m)
INS(ōdere);INS(ō),INS(d),INS(e),INS(r),INS(e)
INS(ērēmur);INS(ē),INS(r),INS(ē),INS(m),INS(u),INS(r)
INS(sseris);INS(s),INS(s),INS(e),INS(r),INS(i),INS(s)
INS(ājō);INS(ā),INS(j),INS(ō)
INS(ātūrō);INS(ā),INS(t),INS(ū),INS(r),INS(ō)
INS(ēdār);INS(ē),INS(d),INS(ā),INS(r)
INS(ūmite);INS(ū),INS(m),INS(i),INS(t),INS(e)
INS(ātīvō);INS(ā),INS(t),INS(ī),INS(v),INS(ō)
INS(esserās);INS(e),INS(s),INS(s),INS(e),INS(r),INS(ā),INS(s)
INS(ōcāveritis);INS(ō),INS(c),INS(ā),INS(v),INS(e),INS(r),INS(i),INS(t),INS(i),INS(s)
INS(ōmīseri);INS(ō),INS(m),INS(ī),INS(s),INS(e),INS(r),INS(i)
INS(ōlārer);INS(ō),INS(l),INS(ā),INS(r),INS(e),INS(r)
INS(ībām);INS(ī),INS(b),INS(ā),INS(m)
INS(ērārēris);INS(ē),INS(r),INS(ā),INS(r),INS(ē),INS(r),INS(i),INS(s)
INS(sēn);INS(s),INS(ē),INS(n)
INS(uerātis);INS(u),INS(e),INS(r),INS(ā),INS(t),INS(i),INS(s)
INS(ūrēbant);INS(ū),INS(r),INS(ē),INS(b),INS(a),INS(n),INS(t)
INS(īser);INS(ī),INS(s),INS(e),INS(r)
INS(n);INS(n)
INS(erint);INS(e),INS(r),INS(i),INS(n),INS(t)
INS(āvā);INS(ā),INS(v),INS(ā)
INS(sēbāti);INS(s),INS(ē),INS(b),INS(ā),INS(t),INS(i)
INS(īrantō);INS(ī),INS(r),INS(a),INS(n),INS(t),INS(ō)
INS(rōdīcerēmu);INS(r),INS(ō),INS(d),INS(ī),INS(c),INS(e),INS(r),INS(ē),INS(m),INS(u)
INS(ūdam);INS(ū),INS(d),INS(a),INS(m)
INS(ōnū);INS(ō),INS(n),INS(ū)
INS(ēbitur);INS(ē),INS(b),INS(i),INS(t),INS(u),INS(r)
INS(uit);INS(u),INS(i),INS(t)
INS(ēcerimus);INS(ē),INS(c),INS(e),INS(r),INS(i),INS(m),INS(u),INS(s)
INS(ētūtīnīs);INS(ē),INS(t),INS(ū),INS(t),INS(ī),INS(n),INS(ī),INS(s)
INS(īdāver);INS(ī),INS(d),INS(ā),INS(v),INS(e),INS(r)
INS(ītissētis);INS(ī),INS(t),INS(i),INS(s),INS(s),INS(ē),INS(t),INS(i),INS(s)
INS(īnātō);INS(ī),INS(n),INS(ā),INS(t),INS(ō)
INS(veritis);INS(v),INS(e),INS(r),INS(i),INS(t),INS(i),INS(s)
INS(ēpōtār);INS(ē),INS(p),INS(ō),INS(t),INS(ā),INS(r)
INS(ōnuntō);INS(ō),INS(n),INS(u),INS(n),INS(t),INS(ō)
INS(ōdī);INS(ō),INS(d),INS(ī)
INS(ūmāvēr);INS(ū),INS(m),INS(ā),INS(v),INS(ē),INS(r)
INS(īnāl);INS(ī),INS(n),INS(ā),INS(l)
INS(ītāl);INS(ī),INS(t),INS(ā),INS(l)
