Original;Split
INS(ãmui);INS(ã),INS(m),INS(u),INS(i)
INS(ýtu);INS(ý),INS(t),INS(u)
INS(enču);INS(e),INS(n),INS(č),INS(u)
INS(imì);INS(i),INS(m),INS(ì)
INS(ãpe);INS(ã),INS(p),INS(e)
INS(ùlo);INS(ù),INS(l),INS(o)
INS(ỹjame);INS(ỹ),INS(j),INS(a),INS(m),INS(e)
INS(ìjom);INS(ì),INS(j),INS(o),INS(m)
INS(so);INS(s),INS(o)
INS(ùšdamas);INS(ù),INS(š),INS(d),INS(a),INS(m),INS(a),INS(s)
INS(ỹbiui);INS(ỹ),INS(b),INS(i),INS(u),INS(i)
INS(em̃šame);INS(e),INS(m),INS(̃),INS(š),INS(a),INS(m),INS(e)
INS(òlyje);INS(ò),INS(l),INS(y),INS(j),INS(e)
INS(čiame);INS(č),INS(i),INS(a),INS(m),INS(e)
INS(ìke);INS(ì),INS(k),INS(e)
INS(tù);INS(t),INS(ù)
INS(̃si);INS(̃),INS(s),INS(i)
INS(ñkį);INS(ñ),INS(k),INS(į)
INS(enysè);INS(e),INS(n),INS(y),INS(s),INS(è)
INS(iñku);INS(i),INS(ñ),INS(k),INS(u)
INS(ñkiai);INS(ñ),INS(k),INS(i),INS(a),INS(i)
INS(tì);INS(t),INS(ì)
INS(ònu);INS(ò),INS(n),INS(u)
INS(enda);INS(e),INS(n),INS(d),INS(a)
INS(ĩdį);INS(ĩ),INS(d),INS(į)
INS(ósian);INS(ó),INS(s),INS(i),INS(a),INS(n)
INS(uvau);INS(u),INS(v),INS(a),INS(u)
INS(úost);INS(ú),INS(o),INS(s),INS(t)
INS(ąjį);INS(ą),INS(j),INS(į)
INS(ẽgo);INS(ẽ),INS(g),INS(o)
INS(ãlį);INS(ã),INS(l),INS(į)
INS(ỹbą);INS(ỹ),INS(b),INS(ą)
INS(́ja);INS(́),INS(j),INS(a)
INS(em̃šąs);INS(e),INS(m),INS(̃),INS(š),INS(ą),INS(s)
INS(ìjose);INS(ì),INS(j),INS(o),INS(s),INS(e)
INS(óvų);INS(ó),INS(v),INS(ų)
INS(ãke);INS(ã),INS(k),INS(e)
INS(ènomis);INS(è),INS(n),INS(o),INS(m),INS(i),INS(s)
INS(ãme);INS(ã),INS(m),INS(e)
INS(ĩliu);INS(ĩ),INS(l),INS(i),INS(u)
INS(ẽdį);INS(ẽ),INS(d),INS(į)
INS(̃davo);INS(̃),INS(d),INS(a),INS(v),INS(o)
INS(óg);INS(ó),INS(g)
INS(ĩką);INS(ĩ),INS(k),INS(ą)
INS(ãzę);INS(ã),INS(z),INS(ę)
INS(ĩtę);INS(ĩ),INS(t),INS(ę)
INS(ókui);INS(ó),INS(k),INS(u),INS(i)
INS(ýloms);INS(ý),INS(l),INS(o),INS(m),INS(s)
INS(ũt);INS(ũ),INS(t)
INS(ìm);INS(ì),INS(m)
INS(čio);INS(č),INS(i),INS(o)
INS(ùką);INS(ù),INS(k),INS(ą)
INS(ýnu);INS(ý),INS(n),INS(u)
INS(ači);INS(a),INS(č),INS(i)
INS(ógų);INS(ó),INS(g),INS(ų)
INS(ùla);INS(ù),INS(l),INS(a)
INS(ũjos);INS(ũ),INS(j),INS(o),INS(s)
INS(ýdoms);INS(ý),INS(d),INS(o),INS(m),INS(s)
INS(ãzų);INS(ã),INS(z),INS(ų)
INS(ìniu);INS(ì),INS(n),INS(i),INS(u)
INS(ãze);INS(ã),INS(z),INS(e)
INS(ìlų);INS(ì),INS(l),INS(ų)
INS(ėrus);INS(ė),INS(r),INS(u),INS(s)
INS(ãtuo);INS(ã),INS(t),INS(u),INS(o)
INS(iñke);INS(i),INS(ñ),INS(k),INS(e)
INS(̃sian);INS(̃),INS(s),INS(i),INS(a),INS(n)
INS(ýtą);INS(ý),INS(t),INS(ą)
INS(ũtą);INS(ũ),INS(t),INS(ą)
INS(ýtoms);INS(ý),INS(t),INS(o),INS(m),INS(s)
INS(ùlame);INS(ù),INS(l),INS(a),INS(m),INS(e)
INS(džiama);INS(d),INS(ž),INS(i),INS(a),INS(m),INS(a)
INS(ndan);INS(n),INS(d),INS(a),INS(n)
INS(ýtos);INS(ý),INS(t),INS(o),INS(s)
INS(õže);INS(õ),INS(ž),INS(e)
INS(esių);INS(e),INS(s),INS(i),INS(ų)
INS(òrų);INS(ò),INS(r),INS(ų)
INS(ĩg);INS(ĩ),INS(g)
INS(ýdavote);INS(ý),INS(d),INS(a),INS(v),INS(o),INS(t),INS(e)
INS(iẽja);INS(i),INS(ẽ),INS(j),INS(a)
INS(ióm);INS(i),INS(ó),INS(m)
INS(ýbei);INS(ý),INS(b),INS(e),INS(i)
INS(ùgi);INS(ù),INS(g),INS(i)
INS(dą);INS(d),INS(ą)
INS(ỹjamas);INS(ỹ),INS(j),INS(a),INS(m),INS(a),INS(s)
INS(ýdomis);INS(ý),INS(d),INS(o),INS(m),INS(i),INS(s)
INS(enis);INS(e),INS(n),INS(i),INS(s)
INS(ìzdu);INS(ì),INS(z),INS(d),INS(u)
INS(ìnį);INS(ì),INS(n),INS(į)
INS(omì);INS(o),INS(m),INS(ì)
INS(ūmėte);INS(ū),INS(m),INS(ė),INS(t),INS(e)
INS(uvote);INS(u),INS(v),INS(o),INS(t),INS(e)
INS(̃sdama);INS(̃),INS(s),INS(d),INS(a),INS(m),INS(a)
INS(ñtį);INS(ñ),INS(t),INS(į)
INS(́sian);INS(́),INS(s),INS(i),INS(a),INS(n)
INS(ùme);INS(ù),INS(m),INS(e)
INS(ĩmą);INS(ĩ),INS(m),INS(ą)
INS(õnę);INS(õ),INS(n),INS(ę)
INS(ỹbui);INS(ỹ),INS(b),INS(u),INS(i)
INS(ùlamas);INS(ù),INS(l),INS(a),INS(m),INS(a),INS(s)
INS(uni);INS(u),INS(n),INS(i)
INS(ĩl);INS(ĩ),INS(l)
INS(ìnuo);INS(ì),INS(n),INS(u),INS(o)
INS(iáusiuo);INS(i),INS(á),INS(u),INS(s),INS(i),INS(u),INS(o)
INS(ìju);INS(ì),INS(j),INS(u)
INS(ìle);INS(ì),INS(l),INS(e)
INS(endama);INS(e),INS(n),INS(d),INS(a),INS(m),INS(a)
INS(óži);INS(ó),INS(ž),INS(i)
INS(õve);INS(õ),INS(v),INS(e)
INS(ýtose);INS(ý),INS(t),INS(o),INS(s),INS(e)
INS(ami);INS(a),INS(m),INS(i)
INS(ũmenys);INS(ũ),INS(m),INS(e),INS(n),INS(y),INS(s)
INS(óžį);INS(ó),INS(ž),INS(į)
INS(ỹjąs);INS(ỹ),INS(j),INS(ą),INS(s)
INS(ẽgą);INS(ẽ),INS(g),INS(ą)
INS(ãluo);INS(ã),INS(l),INS(u),INS(o)
INS(ùšy);INS(ù),INS(š),INS(y)
INS(ẽdyj);INS(ẽ),INS(d),INS(y),INS(j)
INS(ẽl);INS(ẽ),INS(l)
INS(ñdį);INS(ñ),INS(d),INS(į)
INS(nis);INS(n),INS(i),INS(s)
INS(ìtį);INS(ì),INS(t),INS(į)
INS(ẽkę);INS(ẽ),INS(k),INS(ę)
INS(ùrv);INS(ù),INS(r),INS(v)
INS(ñdžio);INS(ñ),INS(d),INS(ž),INS(i),INS(o)
INS(ėjom);INS(ė),INS(j),INS(o),INS(m)
INS(õbi);INS(õ),INS(b),INS(i)
INS(́davo);INS(́),INS(d),INS(a),INS(v),INS(o)
INS(ìjoms);INS(ì),INS(j),INS(o),INS(m),INS(s)
INS(òpu);INS(ò),INS(p),INS(u)
INS(ỹžį);INS(ỹ),INS(ž),INS(į)
INS(ãdom);INS(ã),INS(d),INS(o),INS(m)
INS(ik);INS(i),INS(k)
INS(ãrui);INS(ã),INS(r),INS(u),INS(i)
INS(ỹvą);INS(ỹ),INS(v),INS(ą)
INS(ẽdžių);INS(ẽ),INS(d),INS(ž),INS(i),INS(ų)
INS(eĩv);INS(e),INS(ĩ),INS(v)
INS(ynęs);INS(y),INS(n),INS(ę),INS(s)
INS(ùkdavome);INS(ù),INS(k),INS(d),INS(a),INS(v),INS(o),INS(m),INS(e)
INS(òne);INS(ò),INS(n),INS(e)
INS(ýk);INS(ý),INS(k)
INS(ẽlyj);INS(ẽ),INS(l),INS(y),INS(j)
INS(stan);INS(s),INS(t),INS(a),INS(n)
INS(ùt);INS(ù),INS(t)
INS(òlį);INS(ò),INS(l),INS(į)
INS(ùtei);INS(ù),INS(t),INS(e),INS(i)
INS(ãly);INS(ã),INS(l),INS(y)
INS(óku);INS(ó),INS(k),INS(u)
INS(enimìs);INS(e),INS(n),INS(i),INS(m),INS(ì),INS(s)
INS(ãzo);INS(ã),INS(z),INS(o)
INS(ãką);INS(ã),INS(k),INS(ą)
INS(ìlą);INS(ì),INS(l),INS(ą)
INS(̃dava);INS(̃),INS(d),INS(a),INS(v),INS(a)
INS(eĩlyj);INS(e),INS(ĩ),INS(l),INS(y),INS(j)
INS(ỹkuo);INS(ỹ),INS(k),INS(u),INS(o)
INS(ĩs);INS(ĩ),INS(s)
DEL(jus);DEL(j),DEL(u),DEL(s)
DEL(nta);DEL(n),DEL(t),DEL(a)
DEL(gus);DEL(g),DEL(u),DEL(s)
DEL(etas);DEL(e),DEL(t),DEL(a),DEL(s)
DEL(alas);DEL(a),DEL(l),DEL(a),DEL(s)
DEL(yla);DEL(y),DEL(l),DEL(a)
DEL(avi);DEL(a),DEL(v),DEL(i)
DEL(onas);DEL(o),DEL(n),DEL(a),DEL(s)
DEL(ai);DEL(a),DEL(i)
DEL(utas);DEL(u),DEL(t),DEL(a),DEL(s)
DEL(nas);DEL(n),DEL(as)
DEL(gt);DEL(g),DEL(t)
DEL(elis);DEL(e),DEL(l),DEL(i),DEL(s)
DEL(kti);DEL(k),DEL(t),DEL(i)
DEL(na);DEL(n),DEL(a)
DEL(syna);DEL(s),DEL(y),DEL(n),DEL(a)
DEL(ona);DEL(o),DEL(n),DEL(a)
DEL(oji);DEL(o),DEL(j),DEL(i)
DEL(l);DEL(l)
DEL(rkė);DEL(r),DEL(k),DEL(ė)
DEL(gė);DEL(g),DEL(ė)
DEL(su);DEL(s),DEL(u)
DEL(ank);DEL(a),DEL(n),DEL(k)
DEL(ist);DEL(i),DEL(s),DEL(t)
DEL(kas);DEL(k),DEL(as)
DEL(atė);DEL(a),DEL(t),DEL(ė)
DEL(okti);DEL(o),DEL(k),DEL(t),DEL(i)
DEL(ila);DEL(i),DEL(l),DEL(a)
DEL(si);DEL(s),DEL(i)
DEL(ušti);DEL(u),DEL(š),DEL(t),DEL(i)
DEL(itas);DEL(i),DEL(t),DEL(a),DEL(s)
DEL(da);DEL(d),DEL(a)
DEL(ena);DEL(e),DEL(n),DEL(a)
DEL(eiti);DEL(e),DEL(i),DEL(t),DEL(i)
DEL(anas);DEL(a),DEL(n),DEL(a),DEL(s)
DEL(tyt);DEL(t),DEL(y),DEL(t)
DEL(okt);DEL(o),DEL(k),DEL(t)
DEL(ntas);DEL(n),DEL(t),DEL(a),DEL(s)
DEL(ijas);DEL(i),DEL(j),DEL(a),DEL(s)
DEL(klas);DEL(k),DEL(l),DEL(a),DEL(s)
DEL(g);DEL(g)
DEL(ukas);DEL(u),DEL(k),DEL(a),DEL(s)
DEL(apas);DEL(a),DEL(p),DEL(a),DEL(s)
DEL(tė);DEL(t),DEL(ė)
DEL(alti);DEL(a),DEL(l),DEL(t),DEL(i)
DEL(lti);DEL(l),DEL(t),DEL(i)
DEL(ija);DEL(i),DEL(j),DEL(a)
DEL(ukti);DEL(u),DEL(k),DEL(t),DEL(i)
DEL(iukt);DEL(i),DEL(u),DEL(k),DEL(t)
DEL(inti);DEL(i),DEL(n),DEL(t),DEL(i)
DEL(it);DEL(i),DEL(t)
DEL(odis);DEL(o),DEL(d),DEL(i),DEL(s)
DEL(yna);DEL(y),DEL(n),DEL(a)
DEL(eta);DEL(e),DEL(t),DEL(a)
DEL(tas);DEL(t),DEL(as)
DEL(ata);DEL(a),DEL(t),DEL(a)
DEL(esu);DEL(e),DEL(s),DEL(u)
DEL(inas);DEL(i),DEL(n),DEL(a),DEL(s)
DEL(ma);DEL(m),DEL(a)
DEL(ę);DEL(ę)
DEL(ova);DEL(o),DEL(v),DEL(a)
DEL(žt);DEL(ž),DEL(t)
DEL(ot);DEL(o),DEL(t)
DEL(ykas);DEL(y),DEL(k),DEL(a),DEL(s)
DEL(obti);DEL(o),DEL(b),DEL(t),DEL(i)
DEL(ūt);DEL(ū),DEL(t)
DEL(ni);DEL(n),DEL(i)
DEL(būti);DEL(b),DEL(ū),DEL(t),DEL(i)
DEL(atas);DEL(a),DEL(t),DEL(a),DEL(s)
DEL(mti);DEL(m),DEL(t),DEL(i)
DEL(amas);DEL(a),DEL(m),DEL(a),DEL(s)
DEL(aras);DEL(a),DEL(r),DEL(a),DEL(s)
DEL(igė);DEL(i),DEL(g),DEL(ė)
DEL(ina);DEL(i),DEL(n),DEL(a)
DEL(otė);DEL(o),DEL(t),DEL(ė)
DEL(irti);DEL(i),DEL(r),DEL(t),DEL(i)
DEL(auj);DEL(a),DEL(u),DEL(j)
DEL(itis);DEL(i),DEL(t),DEL(i),DEL(s)
DEL(ejus);DEL(e),DEL(j),DEL(u),DEL(s)
DEL(ybė);DEL(y),DEL(b),DEL(ė)
DEL(nis);DEL(n),DEL(i),DEL(s)
DEL(ngu);DEL(n),DEL(g),DEL(u)
DEL(šok);DEL(š),DEL(o),DEL(k)
DEL(ęsti);DEL(ę),DEL(s),DEL(t),DEL(i)
DEL(inė);DEL(i),DEL(n),DEL(ė)
DEL(uvis);DEL(u),DEL(v),DEL(i),DEL(s)
DEL(urė);DEL(u),DEL(r),DEL(ė)
DEL(gas);DEL(g),DEL(a),DEL(s)
DEL(zmas);DEL(z),DEL(m),DEL(a),DEL(s)
DEL(yst);DEL(y),DEL(s),DEL(t)
DEL(ara);DEL(a),DEL(r),DEL(a)
DEL(itė);DEL(i),DEL(t),DEL(ė)
DEL(azas);DEL(a),DEL(z),DEL(a),DEL(s)
DEL(ty);DEL(t),DEL(y)
DEL(asis);DEL(a),DEL(s),DEL(i),DEL(s)
DEL(yda);DEL(y),DEL(d),DEL(a)
DEL(oras);DEL(o),DEL(r),DEL(a),DEL(s)
DEL(suo);DEL(s),DEL(u),DEL(o)
DEL(ika);DEL(i),DEL(k),DEL(a)
DEL(b);DEL(b)
DEL(ožys);DEL(o),DEL(ž),DEL(y),DEL(s)
DEL(ukis);DEL(u),DEL(k),DEL(i),DEL(s)
DEL(lkė);DEL(l),DEL(k),DEL(ė)
DEL(akas);DEL(a),DEL(k),DEL(a),DEL(s)
DEL(ra);DEL(r),DEL(a)
DEL(oju);DEL(o),DEL(j),DEL(u)
DEL(aka);DEL(a),DEL(k),DEL(a)
DEL(uot);DEL(u),DEL(o),DEL(t)
DEL(etė);DEL(e),DEL(t),DEL(ė)
DEL(ima);DEL(i),DEL(m),DEL(a)
DEL(ogas);DEL(o),DEL(g),DEL(a),DEL(s)
DEL(opas);DEL(o),DEL(p),DEL(a),DEL(s)
DEL(alus);DEL(a),DEL(l),DEL(u),DEL(s)
DEL(elė);DEL(e),DEL(l),DEL(ė)
DEL(ulti);DEL(u),DEL(l),DEL(t),DEL(i)
DEL(aru);DEL(a),DEL(r),DEL(u)
DEL(ilis);DEL(i),DEL(l),DEL(i),DEL(s)
DEL(r);DEL(r)
DEL(ama);DEL(a),DEL(m),DEL(a)
DEL(lė);DEL(l),DEL(ė)
DEL(škas);DEL(š),DEL(k),DEL(a),DEL(s)
DEL(idas);DEL(i),DEL(d),DEL(a),DEL(s)
DEL(asa);DEL(a),DEL(s),DEL(a)
DEL(ės);DEL(ė),DEL(s)
DEL(imšti);DEL(i),DEL(m),DEL(š),DEL(t),DEL(i)
DEL(ęs);DEL(ę),DEL(s)
DEL(iuot);DEL(i),DEL(u),DEL(o),DEL(t)
DEL(onė);DEL(o),DEL(n),DEL(ė)
DEL(di);DEL(d),DEL(i)
DEL(idė);DEL(i),DEL(d),DEL(ė)
DEL(nkus);DEL(n),DEL(k),DEL(u),DEL(s)
DEL(ora);DEL(o),DEL(r),DEL(a)
DEL(nė);DEL(n),DEL(ė)
DEL(os);DEL(o),DEL(s)
DEL(ukt);DEL(u),DEL(k),DEL(t)
DEL(umti);DEL(u),DEL(m),DEL(t),DEL(i)
DEL(oda);DEL(o),DEL(d),DEL(a)
DEL(gulė);DEL(g),DEL(u),DEL(l),DEL(ė)
DEL(yva);DEL(y),DEL(v),DEL(a)
DEL(osi);DEL(o),DEL(s),DEL(i)
DEL(obt);DEL(o),DEL(b),DEL(t)
DEL(dys);DEL(d),DEL(y),DEL(s)
DEL(ėlis);DEL(ė),DEL(l),DEL(i),DEL(s)
DEL(va);DEL(v),DEL(a)
DEL(utė);DEL(u),DEL(t),DEL(ė)
DEL(tu);DEL(t),DEL(u)
DEL(olis);DEL(o),DEL(l),DEL(i),DEL(s)
DEL(ūs);DEL(ū),DEL(s)
DEL(ovė);DEL(o),DEL(v),DEL(ė)
DEL(bis);DEL(b),DEL(i),DEL(s)
DEL(ęst);DEL(ę),DEL(s),DEL(t)
DEL(ioj);DEL(i),DEL(o),DEL(j)
DEL(nkas);DEL(n),DEL(k),DEL(a),DEL(s)
DEL(v);DEL(v)
DEL(ikas);DEL(i),DEL(k),DEL(a),DEL(s)
DEL(rma);DEL(r),DEL(m),DEL(a)
DEL(enas);DEL(e),DEL(n),DEL(a),DEL(s)
DEL(lis);DEL(l),DEL(is)
DEL(emė);DEL(e),DEL(m),DEL(ė)
DEL(ugys);DEL(u),DEL(g),DEL(y),DEL(s)
DEL(ut);DEL(u),DEL(t)
DEL(arus);DEL(a),DEL(r),DEL(u),DEL(s)
DEL(alė);DEL(a),DEL(l),DEL(ė)
DEL(ojus);DEL(o),DEL(j),DEL(u),DEL(s)
DEL(las);DEL(l),DEL(a),DEL(s)
DEL(ta);DEL(t),DEL(a)
DEL(ga);DEL(g),DEL(a)
DEL(azė);DEL(a),DEL(z),DEL(ė)
DEL(apė);DEL(a),DEL(p),DEL(ė)
DEL(rus);DEL(r),DEL(u),DEL(s)
DEL(uba);DEL(u),DEL(b),DEL(a)
DEL(pas);DEL(p),DEL(a),DEL(s)
DEL(upė);DEL(u),DEL(p),DEL(ė)
DEL(ušt);DEL(u),DEL(š),DEL(t)
DEL(egas);DEL(e),DEL(g),DEL(a),DEL(s)
DEL(ndis);DEL(n),DEL(d),DEL(i),DEL(s)
DEL(ovas);DEL(o),DEL(v),DEL(a),DEL(s)
DEL(ysti);DEL(y),DEL(s),DEL(t),DEL(i)
DEL(ras);DEL(r),DEL(a),DEL(s)
DEL(ang);DEL(a),DEL(n),DEL(g)
DEL(ylė);DEL(y),DEL(l),DEL(ė)
DEL(era);DEL(e),DEL(r),DEL(a)
DEL(esa);DEL(e),DEL(s),DEL(a)
DEL(ožė);DEL(o),DEL(ž),DEL(ė)
DEL(oj);DEL(o),DEL(j)
DEL(ini);DEL(i),DEL(n),DEL(i)
DEL(ūti);DEL(ū),DEL(t),DEL(i)
DEL(bti);DEL(b),DEL(t),DEL(i)
DEL(omas);DEL(o),DEL(m),DEL(a),DEL(s)
DEL(sis);DEL(s),DEL(i),DEL(s)
DEL(ia);DEL(i),DEL(a)
DEL(siu);DEL(s),DEL(i),DEL(u)
DEL(ž);DEL(ž)
DEL(ežas);DEL(e),DEL(ž),DEL(a),DEL(s)
DEL(ža);DEL(ž),DEL(a)
DEL(dis);DEL(d),DEL(i),DEL(s)
DEL(ilė);DEL(i),DEL(l),DEL(ė)
DEL(inis);DEL(i),DEL(n),DEL(i),DEL(s)
DEL(stas);DEL(s),DEL(t),DEL(a),DEL(s)
DEL(iba);DEL(i),DEL(b),DEL(a)
DEL(gti);DEL(g),DEL(t),DEL(i)
DEL(eju);DEL(e),DEL(j),DEL(u)
DEL(muo);DEL(m),DEL(u),DEL(o)
DEL(tys);DEL(t),DEL(y),DEL(s)
DEL(sy);DEL(s),DEL(y)
DEL(adyti);DEL(a),DEL(d),DEL(y),DEL(t),DEL(i)
DEL(ožas);DEL(o),DEL(ž),DEL(a),DEL(s)
DEL(usi);DEL(u),DEL(s),DEL(i)
DEL(ytas);DEL(y),DEL(t),DEL(a),DEL(s)
DEL(ja);DEL(j),DEL(a)
DEL(ybys);DEL(y),DEL(b),DEL(y),DEL(s)
DEL(tus);DEL(t),DEL(u),DEL(s)
DEL(nkis);DEL(n),DEL(k),DEL(i),DEL(s)
DEL(čias);DEL(č),DEL(i),DEL(a),DEL(s)
DEL(isti);DEL(i),DEL(s),DEL(t),DEL(i)
DEL(idys);DEL(i),DEL(d),DEL(y),DEL(s)
DEL(sta);DEL(s),DEL(t),DEL(a)
DEL(alis);DEL(a),DEL(l),DEL(i),DEL(s)
DEL(ybas);DEL(y),DEL(b),DEL(a),DEL(s)
DEL(edis);DEL(e),DEL(d),DEL(i),DEL(s)
DEL(okas);DEL(o),DEL(k),DEL(a),DEL(s)
DEL(oga);DEL(o),DEL(g),DEL(a)
DEL(ilas);DEL(i),DEL(l),DEL(a),DEL(s)
DEL(erti);DEL(e),DEL(r),DEL(t),DEL(i)
DEL(nkė);DEL(n),DEL(k),DEL(ė)
DEL(yta);DEL(y),DEL(t),DEL(a)
DEL(ižt);DEL(i),DEL(ž),DEL(t)
DEL(gys);DEL(g),DEL(y),DEL(s)
DEL(zdas);DEL(z),DEL(d),DEL(a),DEL(s)
DEL(ntis);DEL(n),DEL(t),DEL(i),DEL(s)
DEL(ka);DEL(k),DEL(a)
DEL(ū);DEL(ū)
DEL(jas);DEL(j),DEL(a),DEL(s)
DEL(žys);DEL(ž),DEL(y),DEL(s)
DEL(umuo);DEL(u),DEL(m),DEL(u),DEL(o)
DEL(ala);DEL(a),DEL(l),DEL(a)
DEL(uši);DEL(u),DEL(š),DEL(i)
DEL(ekė);DEL(e),DEL(k),DEL(ė)
DEL(rvas);DEL(r),DEL(v),DEL(a),DEL(s)
DEL(iti);DEL(i),DEL(t),DEL(i)
DEL(pa);DEL(p),DEL(a)
DEL(yžis);DEL(y),DEL(ž),DEL(i),DEL(s)
DEL(dyti);DEL(d),DEL(y),DEL(t),DEL(i)
DEL(yvas);DEL(y),DEL(v),DEL(a),DEL(s)
DEL(edė);DEL(e),DEL(d),DEL(ė)
DEL(ivė);DEL(i),DEL(v),DEL(ė)
DEL(ali);DEL(a),DEL(l),DEL(i)
DEL(d);DEL(d)
DEL(yka);DEL(y),DEL(k),DEL(a)
