Original;Split
DEL(csoko);DEL(c),DEL(s),DEL(o),DEL(k),DEL(o)
DEL(ádé);DEL(á),DEL(d),DEL(é)
DEL(bányász);DEL(b),DEL(á),DEL(n),DEL(y),DEL(á),DEL(s),DEL(z)
DEL(áj);DEL(á),DEL(j)
DEL(tol);DEL(t),DEL(o),DEL(l)
DEL(apnyu);DEL(a),DEL(p),DEL(n),DEL(y),DEL(u)
DEL(szik);DEL(s),DEL(z),DEL(i),DEL(k)
DEL(ó);DEL(ó)
DEL(érték);DEL(é),DEL(r),DEL(t),DEL(é),DEL(k)
DEL(legesebb);DEL(l),DEL(e),DEL(g),DEL(e),DEL(s),DEL(e),DEL(b),DEL(b)
DEL(bö);DEL(b),DEL(ö)
DEL(cső);DEL(c),DEL(s),DEL(ő)
DEL(gyümölcs);DEL(g),DEL(y),DEL(ü),DEL(m),DEL(ö),DEL(l),DEL(c),DEL(s)
DEL(c);DEL(c)
DEL(oma);DEL(o),DEL(m),DEL(a)
DEL(vezető);DEL(v),DEL(e),DEL(z),DEL(e),DEL(t),DEL(ő)
DEL(dedikáció);DEL(d),DEL(e),DEL(d),DEL(i),DEL(k),DEL(á),DEL(c),DEL(i),DEL(ó)
DEL(ki);DEL(k),DEL(i)
DEL(í);DEL(í)
DEL(gy);DEL(g),DEL(y)
DEL(ladás);DEL(l),DEL(a),DEL(d),DEL(á),DEL(s)
DEL(dag);DEL(d),DEL(a),DEL(g)
DEL(viz);DEL(v),DEL(i),DEL(z)
DEL(etkor);DEL(e),DEL(t),DEL(k),DEL(o),DEL(r)
DEL(lkalmazott);DEL(l),DEL(k),DEL(a),DEL(l),DEL(m),DEL(a),DEL(z),DEL(o),DEL(t),DEL(t)
DEL(jel);DEL(j),DEL(e),DEL(l)
DEL(om);DEL(o),DEL(m)
DEL(m);DEL(m)
DEL(betegség);DEL(b),DEL(e),DEL(t),DEL(e),DEL(g),DEL(s),DEL(é),DEL(g)
DEL(tajg);DEL(t),DEL(a),DEL(j),DEL(g)
DEL(főváros);DEL(f),DEL(ő),DEL(v),DEL(á),DEL(r),DEL(o),DEL(s)
DEL(babé);DEL(b),DEL(a),DEL(b),DEL(é)
DEL(dám);DEL(d),DEL(á),DEL(m)
DEL(ak);DEL(a),DEL(k)
DEL(eh);DEL(e),DEL(h)
DEL(gaz);DEL(g),DEL(a),DEL(z)
DEL(láí);DEL(l),DEL(á),DEL(í)
DEL(ás);DEL(á),DEL(s)
DEL(betonkeverő);DEL(b),DEL(e),DEL(t),DEL(o),DEL(n),DEL(k),DEL(e),DEL(v),DEL(e),DEL(r),DEL(ő)
DEL(y);DEL(y)
DEL(demagnetizáció);DEL(d),DEL(e),DEL(m),DEL(a),DEL(g),DEL(n),DEL(e),DEL(t),DEL(i),DEL(z),DEL(á),DEL(c),DEL(i),DEL(ó)
