MorphFeature;DEL(c);DEL(coyer);DEL(r);DEL(re);INS(a);INS(ais);INS(an);INS(as);INS(e);INS(eis);INS(emos);INS(en);INS(es);INS(on);INS(y);INS(á);INS(án);INS(ás);INS(é);INS(éis);INS(ía);INS(íais);INS(íamos);INS(íeis);INS(íemos);INS(íen);INS(íes)
1,LGSPEC2,PRF,SG,V;-1.0;-1.0;-0.9852941176470589;-1.0;0.838235294117647;-1.0;-1.0;-1.0;-0.8823529411764706;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9852941176470589;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
1,LGSPEC2,PST,SBJV,SG;-1.0;-1.0;-1.0;-1.0;0.792;-1.0;-1.0;-1.0;-0.9199999999999999;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
1,LGSPEC2,PST,SBJV,SG,V;-1.0;-1.0;-1.0;-1.0;0.792;-1.0;-1.0;-1.0;-0.9199999999999999;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
1,LGSPEC2,PST,SG;-1.0;-1.0;-0.9923954372623573;-1.0;0.8022813688212929;-1.0;-1.0;-1.0;-0.9011406844106464;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9923954372623573;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
1,LGSPEC2,PST,SG,V;-1.0;-1.0;-0.9923954372623573;-1.0;0.8022813688212929;-1.0;-1.0;-1.0;-0.9011406844106464;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9923954372623573;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
1,LGSPEC2,SBJV,SG;-1.0;-1.0;-1.0;-1.0;0.7637795275590551;-1.0;-1.0;-1.0;-0.921259842519685;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
1,LGSPEC2,SBJV,SG,V;-1.0;-1.0;-1.0;-1.0;0.7637795275590551;-1.0;-1.0;-1.0;-0.921259842519685;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
1,LGSPEC2,SG;-1.0;-1.0;-0.9928825622775801;-1.0;0.7010676156583631;-1.0;-1.0;-1.0;-0.893238434163701;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9928825622775801;-1.0;-1.0;-1.0;-0.9857651245551602;-1.0;-0.9857651245551602;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
1,LGSPEC2,SG,V;-1.0;-1.0;-0.9928825622775801;-1.0;0.7010676156583631;-1.0;-1.0;-1.0;-0.893238434163701;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9928825622775801;-1.0;-1.0;-1.0;-0.9857651245551602;-1.0;-0.9857651245551602;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
1,PRF,PST,SG;-1.0;-1.0;-0.993174061433447;-1.0;-0.10580204778156999;-1.0;-1.0;-1.0;0.0034129692832765013;-1.0;-1.0;-1.0;-1.0;-1.0;-0.993174061433447;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
1,PRF,PST,SG,V;-1.0;-1.0;-0.993174061433447;-1.0;-0.10580204778156999;-1.0;-1.0;-1.0;0.0034129692832765013;-1.0;-1.0;-1.0;-1.0;-1.0;-0.993174061433447;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
1,PRF,SG;-1.0;-1.0;-0.993174061433447;-1.0;-0.10580204778156999;-1.0;-1.0;-1.0;0.0034129692832765013;-1.0;-1.0;-1.0;-1.0;-1.0;-0.993174061433447;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
1,PRF,SG,V;-1.0;-1.0;-0.993174061433447;-1.0;-0.10580204778156999;-1.0;-1.0;-1.0;0.0034129692832765013;-1.0;-1.0;-1.0;-1.0;-1.0;-0.993174061433447;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,COND,LGSPEC1;-1.0;-1.0;-0.9877300613496933;-1.0;-1.0;-0.9877300613496933;-1.0;-0.9877300613496933;-0.9018404907975459;-0.9141104294478528;-1.0;-1.0;-0.9877300613496933;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9754601226993864;-1.0;0.5828220858895705;-1.0;-1.0;-0.9877300613496933
2,COND,LGSPEC1,PL;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9869281045751634;-1.0;-1.0;-0.9084967320261439;-0.9084967320261439;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9738562091503269;-1.0;0.6862745098039216;-1.0;-1.0;-1.0
2,COND,LGSPEC1,PL,V;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9869281045751634;-1.0;-1.0;-0.9084967320261439;-0.9084967320261439;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9738562091503269;-1.0;0.6862745098039216;-1.0;-1.0;-1.0
2,COND,LGSPEC1,V;-1.0;-1.0;-0.9877300613496933;-1.0;-1.0;-0.9877300613496933;-1.0;-0.9877300613496933;-0.9018404907975459;-0.9141104294478528;-1.0;-1.0;-0.9877300613496933;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9754601226993864;-1.0;0.5828220858895705;-1.0;-1.0;-0.9877300613496933
2,COND,LGSPEC2;-1.0;-1.0;-0.9870967741935484;-1.0;-1.0;-0.935483870967742;-1.0;-0.9225806451612903;-0.8580645161290323;-0.9870967741935484;-1.0;-1.0;-0.9870967741935484;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.43225806451612914;-1.0;-0.935483870967742;-1.0;-1.0;-0.9870967741935484
2,COND,LGSPEC2,PL;-1.0;-1.0;-0.9852941176470589;-1.0;-1.0;-0.9264705882352942;-1.0;-1.0;-0.9264705882352942;-0.9852941176470589;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.6323529411764706;-1.0;-0.9264705882352942;-1.0;-1.0;-1.0
2,COND,LGSPEC2,PL,V;-1.0;-1.0;-0.9852941176470589;-1.0;-1.0;-0.9264705882352942;-1.0;-1.0;-0.9264705882352942;-0.9852941176470589;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.6323529411764706;-1.0;-0.9264705882352942;-1.0;-1.0;-1.0
2,COND,LGSPEC2,V;-1.0;-1.0;-0.9870967741935484;-1.0;-1.0;-0.935483870967742;-1.0;-0.9225806451612903;-0.8580645161290323;-0.9870967741935484;-1.0;-1.0;-0.9870967741935484;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.43225806451612914;-1.0;-0.935483870967742;-1.0;-1.0;-0.9870967741935484
2,COND,SG;-1.0;-1.0;-0.9875776397515528;-1.0;-1.0;-1.0;-1.0;-0.9006211180124224;-0.9130434782608696;-1.0;-1.0;-1.0;-0.9254658385093169;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.5279503105590062
2,COND,SG,V;-1.0;-1.0;-0.9875776397515528;-1.0;-1.0;-1.0;-1.0;-0.9006211180124224;-0.9130434782608696;-1.0;-1.0;-1.0;-0.9254658385093169;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.5279503105590062
2,FUT,IND,LGSPEC2,SG;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,FUT,IND,LGSPEC2,SG,V;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,FUT,IND,PL;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.653179190751445;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,FUT,IND,PL,V;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.653179190751445;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,FUT,IND,SG;-1.0;-1.0;-1.0;-1.0;-0.9020979020979021;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.986013986013986;-1.0;-1.0;0.6643356643356644;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,FUT,IND,SG,V;-1.0;-1.0;-1.0;-1.0;-0.9020979020979021;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.986013986013986;-1.0;-1.0;0.6643356643356644;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,FUT,LGSPEC2,SG;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,FUT,LGSPEC2,SG,V;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,FUT,PL;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.653179190751445;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,FUT,PL,V;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.653179190751445;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,FUT,SG;-1.0;-1.0;-1.0;-1.0;-0.9020979020979021;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.986013986013986;-1.0;-1.0;0.6643356643356644;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,FUT,SG,V;-1.0;-1.0;-1.0;-1.0;-0.9020979020979021;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.986013986013986;-1.0;-1.0;0.6643356643356644;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,IMP,SG;-1.0;-1.0;0.5782312925170068;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,IMP,SG,V;-1.0;-1.0;0.5782312925170068;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,IND,LGSPEC1,PL,PRF;-1.0;-1.0;-1.0;-1.0;-1.0;-0.884297520661157;-1.0;-1.0;-0.9173553719008265;0.6363636363636365;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,IND,LGSPEC1,PL,PRF,PST;-1.0;-1.0;-1.0;-1.0;-1.0;-0.884297520661157;-1.0;-1.0;-0.9173553719008265;0.6363636363636365;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,IND,LGSPEC1,PL,PRF,PST,V;-1.0;-1.0;-1.0;-1.0;-1.0;-0.884297520661157;-1.0;-1.0;-0.9173553719008265;0.6363636363636365;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,IND,LGSPEC1,PL,PRF,V;-1.0;-1.0;-1.0;-1.0;-1.0;-0.884297520661157;-1.0;-1.0;-0.9173553719008265;0.6363636363636365;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,IND,LGSPEC1,PRF,PST,SG;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9424460431654675;-0.9136690647482015;-1.0;-1.0;-1.0;0.7410071942446044;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,IND,LGSPEC1,PRF,PST,SG,V;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9424460431654675;-0.9136690647482015;-1.0;-1.0;-1.0;0.7410071942446044;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,IND,LGSPEC1,PRF,SG;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9424460431654675;-0.9136690647482015;-1.0;-1.0;-1.0;0.7410071942446044;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,IND,LGSPEC1,PRF,SG,V;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9424460431654675;-0.9136690647482015;-1.0;-1.0;-1.0;0.7410071942446044;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,IND,LGSPEC2,PL,PRF;-1.0;-1.0;-1.0;-1.0;-1.0;0.726027397260274;-1.0;-1.0;-0.9315068493150684;-0.9315068493150684;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,IND,LGSPEC2,PL,PRF,PST;-1.0;-1.0;-1.0;-1.0;-1.0;0.726027397260274;-1.0;-1.0;-0.9315068493150684;-0.9315068493150684;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,IND,LGSPEC2,PL,PRF,PST,V;-1.0;-1.0;-1.0;-1.0;-1.0;0.726027397260274;-1.0;-1.0;-0.9315068493150684;-0.9315068493150684;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,IND,LGSPEC2,PL,PRF,V;-1.0;-1.0;-1.0;-1.0;-1.0;0.726027397260274;-1.0;-1.0;-0.9315068493150684;-0.9315068493150684;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,IND,LGSPEC2,PRF,PST,SG;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.803030303030303;-0.893939393939394;-1.0;-1.0;-1.0;-0.9545454545454546;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,IND,LGSPEC2,PRF,PST,SG,V;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.803030303030303;-0.893939393939394;-1.0;-1.0;-1.0;-0.9545454545454546;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,IND,LGSPEC2,PRF,SG;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.803030303030303;-0.893939393939394;-1.0;-1.0;-1.0;-0.9545454545454546;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,IND,LGSPEC2,PRF,SG,V;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.803030303030303;-0.893939393939394;-1.0;-1.0;-1.0;-0.9545454545454546;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,IPFV,LGSPEC1,PL,PST,SBJV;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9545454545454546;-1.0;-1.0;-1.0;0.6363636363636365;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9696969696969697;-1.0;-0.8333333333333333;-1.0;-1.0;-1.0
2,IPFV,LGSPEC1,PL,PST,SBJV,V;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9545454545454546;-1.0;-1.0;-1.0;0.6363636363636365;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9696969696969697;-1.0;-0.8333333333333333;-1.0;-1.0;-1.0
2,IPFV,LGSPEC1,PL,SBJV;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9545454545454546;-1.0;-1.0;-1.0;0.6363636363636365;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9696969696969697;-1.0;-0.8333333333333333;-1.0;-1.0;-1.0
2,IPFV,LGSPEC1,PL,SBJV,V;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9545454545454546;-1.0;-1.0;-1.0;0.6363636363636365;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9696969696969697;-1.0;-0.8333333333333333;-1.0;-1.0;-1.0
2,IPFV,LGSPEC1,PST,SBJV,SG;-1.0;-1.0;-0.9833333333333334;-1.0;-1.0;-1.0;-1.0;-0.9333333333333333;-1.0;-1.0;-1.0;-1.0;0.8;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,IPFV,LGSPEC1,PST,SBJV,SG,V;-1.0;-1.0;-0.9833333333333334;-1.0;-1.0;-1.0;-1.0;-0.9333333333333333;-1.0;-1.0;-1.0;-1.0;0.8;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,IPFV,LGSPEC1,PST,SG;-1.0;-1.0;-0.967479674796748;-1.0;-1.0;-1.0;-1.0;-0.934959349593496;-1.0;-1.0;-1.0;-1.0;0.7560975609756098;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,IPFV,LGSPEC1,PST,SG,V;-1.0;-1.0;-0.967479674796748;-1.0;-1.0;-1.0;-1.0;-0.934959349593496;-1.0;-1.0;-1.0;-1.0;0.7560975609756098;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,IPFV,LGSPEC1,SBJV,SG;-1.0;-1.0;-0.9833333333333334;-1.0;-1.0;-1.0;-1.0;-0.9333333333333333;-1.0;-1.0;-1.0;-1.0;0.8;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,IPFV,LGSPEC1,SBJV,SG,V;-1.0;-1.0;-0.9833333333333334;-1.0;-1.0;-1.0;-1.0;-0.9333333333333333;-1.0;-1.0;-1.0;-1.0;0.8;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,IPFV,LGSPEC1,SG;-1.0;-1.0;-0.967479674796748;-1.0;-1.0;-1.0;-1.0;-0.934959349593496;-1.0;-1.0;-1.0;-1.0;0.7560975609756098;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,IPFV,LGSPEC1,SG,V;-1.0;-1.0;-0.967479674796748;-1.0;-1.0;-1.0;-1.0;-0.934959349593496;-1.0;-1.0;-1.0;-1.0;0.7560975609756098;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,IPFV,LGSPEC2,PL,PST,SBJV;-1.0;-1.0;-1.0;-1.0;-1.0;0.7557251908396947;-1.0;-1.0;-1.0;-0.9389312977099236;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.8931297709923665;-1.0;-0.9847328244274809;-1.0;-1.0;-1.0
2,IPFV,LGSPEC2,PL,PST,SBJV,V;-1.0;-1.0;-1.0;-1.0;-1.0;0.7557251908396947;-1.0;-1.0;-1.0;-0.9389312977099236;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.8931297709923665;-1.0;-0.9847328244274809;-1.0;-1.0;-1.0
2,IPFV,LGSPEC2,PL,SBJV;-1.0;-1.0;-1.0;-1.0;-1.0;0.7557251908396947;-1.0;-1.0;-1.0;-0.9389312977099236;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.8931297709923665;-1.0;-0.9847328244274809;-1.0;-1.0;-1.0
2,IPFV,LGSPEC2,PL,SBJV,V;-1.0;-1.0;-1.0;-1.0;-1.0;0.7557251908396947;-1.0;-1.0;-1.0;-0.9389312977099236;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.8931297709923665;-1.0;-0.9847328244274809;-1.0;-1.0;-1.0
2,IPFV,LGSPEC2,PST,SBJV,SG;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.8345864661654134;-1.0;-1.0;-1.0;-1.0;-0.9398496240601504;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,IPFV,LGSPEC2,PST,SBJV,SG,V;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.8345864661654134;-1.0;-1.0;-1.0;-1.0;-0.9398496240601504;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,IPFV,LGSPEC2,PST,SG;-1.0;-1.0;-0.9855072463768115;-1.0;-1.0;-1.0;-1.0;0.7681159420289856;-1.0;-1.0;-1.0;-1.0;-0.9420289855072463;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9855072463768115
2,IPFV,LGSPEC2,PST,SG,V;-1.0;-1.0;-0.9855072463768115;-1.0;-1.0;-1.0;-1.0;0.7681159420289856;-1.0;-1.0;-1.0;-1.0;-0.9420289855072463;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9855072463768115
2,IPFV,LGSPEC2,SBJV,SG;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.8345864661654134;-1.0;-1.0;-1.0;-1.0;-0.9398496240601504;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,IPFV,LGSPEC2,SBJV,SG,V;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.8345864661654134;-1.0;-1.0;-1.0;-1.0;-0.9398496240601504;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,IPFV,LGSPEC2,SG;-1.0;-1.0;-0.9855072463768115;-1.0;-1.0;-1.0;-1.0;0.7681159420289856;-1.0;-1.0;-1.0;-1.0;-0.9420289855072463;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9855072463768115
2,IPFV,LGSPEC2,SG,V;-1.0;-1.0;-0.9855072463768115;-1.0;-1.0;-1.0;-1.0;0.7681159420289856;-1.0;-1.0;-1.0;-1.0;-0.9420289855072463;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9855072463768115
2,IPFV,LGSPEC3,PST,SBJV,SG;-1.0;1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,IPFV,LGSPEC3,PST,SBJV,SG,V;-1.0;1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,IPFV,LGSPEC3,PST,SG;-1.0;1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,IPFV,LGSPEC3,PST,SG,V;-1.0;1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,IPFV,LGSPEC3,SBJV,SG;-1.0;1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
