^ < v a l ó s [ N,IN+ESS,SG ] INS(ban) > $
^ < k a r á c s o n y f [ N,IN+ABL,SG ] DEL(a) > $
^ < k a r á c s o n y f a [ N,IN+ABL,SG ] INS(ából) > $
^ < f o r t é l y o s s á g [ N,IN+ABL,SG ] INS(ból) > $
^ < s z á m o t t e v ő [ N,INST,PL ] INS(ekkel) > $
^ < d e t o n á c i ó [ N,IN+ABL,SG ] INS(ból) > $
^ < ű r s i k l ó [ N,AT+ABL,SG ] INS(tól) > $
^ < e g y e n j o g ú s á g [ N,ON+ALL,SG ] INS(ra) > $
^ < ü g y i n t é z é s [ N,PRP,SG ] INS(ért) > $
^ < s z e l e t e l [ V,COND,PRS,INDF,3,PL ] INS(nének) > $
^ < b a s e n j i [ N,ON+ESS,PL ] INS(ken) > $
^ < e g y e n l e t e s e b b [ N,INST,SG ] INS(el) > $
^ < k ö l c s ö n [ N,FRML,PL ] INS(ökként) > $
^ < l e v e l e z ő [ N,TRANS,PL ] INS(kké) > $
^ < á t e j t [ V,IND,PST,DEF,1,PL ] INS(ettük) > $
^ < o s z t á l y t á r s [ N,DAT,SG ] INS(nak) > $
^ < e l l e n t á m a d á s [ N,FRML,PL ] INS(okként) > $
^ < m e g r o n g á l [ V,NFIN ] INS(ni) > $
^ < t é m [ N,PRP,SG ] INS(áv) a > $
^ < t é m a [ N,PRP,SG ] INS(l) > $
^ < n y í l h e g y [ N,ON+ALL,SG ] INS(re) > $
^ < b e g y [ N,INST,PL ] INS(ekkel) > $
^ < á r n y a l a t [ N,AT+ALL,SG ] INS(hoz) > $
^ < e l ő í t é l e t [ N,IN+ESS,PL ] INS(ekben) > $
^ < t e o l ó g u s [ N,IN+ESS,SG ] INS(ban) > $
^ < k o n k r é t u m [ N,FRML,PL ] INS(okként) > $
^ < s z i l á n k [ N,AT+ESS,SG ] INS(nál) > $
^ < a k k r e d i t í v [ N,IN+ESS,PL ] INS(ekben) > $
^ < l é g n y o m á s [ N,TRANS,SG ] INS(sá) > $
^ < e l t e r j e d é s [ N,ACC,SG ] INS(t) > $
^ < s e g í t s é g n y ú j t á s [ N,AT+ESS,SG ] INS(nál) > $
^ < h o s s z a b b [ N,NOM,PL ] INS(ak) > $
^ < a b l a k c s [ N,INST,SG ] INS(áv) a > $
^ < a b l a k c s a [ N,INST,SG ] INS(l) > $
^ < j á t é k v e z e t ő [ N,FRML,PL ] INS(kként) > $
^ < k o c s i [ N,PRP,SG ] INS(ért) > $
^ < g ő z f ü r d ő [ N,AT+ESS,SG ] INS(nél) > $
^ < m e g t e r e m t [ V,SBJV,PRS,INDF,2,PL ] INS(setek) > $
^ < k é p z e t t [ N,TERM,PL ] INS(ekig) > $
^ < f i b r i l l á l [ V,SBJV,PRS,DEF,1,PL ] INS(juk) > $
^ < ö k ö l v í v ó [ N,IN+ABL,PL ] INS(kból) > $
^ < k o n k l ú z i ó [ N,FRML,PL ] INS(kként) > $
^ < a m ő b [ N,ON+ESS,SG ] DEL(a) > $
^ < a m ő b a [ N,ON+ESS,SG ] INS(án) > $
^ < n e m z ő s z e r v [ N,AT+ABL,PL ] INS(ektől) > $
^ < t i t k á r [ N,IN+ABL,PL ] INS(okból) > $
^ < á l l a p í t [ V,IND,PST,DEF,2,PL ] INS(ottátok) > $
^ < h o s s z a d a l m a s [ N,AT+ESS,PL ] INS(aknál) > $
^ < s é f [ N,TRANS,PL ] INS(ekké) > $
^ < é l v e z e t e s [ N,IN+ALL,SG ] INS(be) > $
^ < b é g u m [ N,NOM,PL ] INS(ok) > $
^ < t á r o l á s i [ N,AT+ALL,PL ] INS(akhoz) > $
^ < p r o b l é m á d [ N,ON+ALL,SG ] INS(ra) > $
^ < r e a l i z á l [ V,COND,PRS,DEF,3,SG ] INS(ná) > $
^ < c i p e l [ V,IND,PRS,INDF,2,PL ] INS(tek) > $
^ < ö s s z e t e t t [ N,TRANS,SG ] INS(é) > $
^ < h á n y i n g e r [ N,IN+ALL,PL ] INS(ekbe) > $
^ < ü z l e t e [ V,IND,PST,INDF,2,SG ] INS(lté) l > $
^ < t u r i z m u s [ N,AT+ESS,PL ] INS(oknál) > $
^ < [ N,NOM,PL ] INS(plur) a v o k á d ó > $
^ < a [ N,NOM,PL ] DEL(vokádó) > $
^ < a v o k á d ó [ N,NOM,PL ] INS(l) > $
^ < é r d e k h á z a s s á g [ N,FRML,PL ] INS(okként) > $
^ < s z á n d é k [ N,TRANS,SG ] DEL(a) > $
^ < s z á n d é k a [ N,TRANS,SG ] INS(ává) > $
^ < s n ó d e r [ N,IN+ESS,SG ] INS(ben) > $
^ < k [ N,ON+ALL,PL ] DEL(énkő) > $
^ < k é n k ő [ N,ON+ALL,PL ] INS(övekre) > $
^ < f o r r a d a l m a s í t [ V,COND,PRS,DEF,3,SG ] INS(aná) > $
^ < m e g é r i n t [ V,NFIN,1,SG ] INS(enem) > $
^ < h u z a l [ N,FRML,PL ] INS(okként) > $
^ < k u t y a s z á n [ N,AT+ALL,SG ] INS(hoz) > $
^ < c s ö n g [ V,IND,PST,DEF,3,PL ] INS(ték) > $
^ < f u t ó s z a l a [ N,TERM,SG ] INS(gi) g > $
^ < s a j t b u r g e r [ N,AT+ALL,SG ] INS(hez) > $
^ < t a n t i [ N,ON+ABL,SG ] INS(ból) > $
^ < m é r g e s í t [ V,IND,PST,DEF,3,PL ] INS(ették) > $
^ < i n f e k c i ó [ N,AT+ALL,SG ] INS(hoz) > $
^ < s a m p o n o z [ V,SBJV,PRS,DEF,3,SG ] INS(za) > $
^ < h a z u d [ V,COND,PRS,DEF,3,SG ] DEL(ik) > $
^ < h a z u d i k [ V,COND,PRS,DEF,3,SG ] INS(ná) > $
^ < k o z m [ N,AT+ESS,PL ] DEL(a) > $
^ < k o z m a [ N,AT+ESS,PL ] INS(áknál) > $
^ < v a l l o m á s [ N,AT+ABL,PL ] INS(októl) > $
^ < k e r e s z t [ N,AT+ESS,PL ] INS(nevek) n é v > $
^ < k e r e s z t n é [ N,AT+ESS,PL ] DEL(v) > $
^ < k e r e s z t n é v [ N,AT+ESS,PL ] INS(l) > $
^ < k ü l l ő [ N,IN+ALL,PL ] INS(kbe) > $
^ < v é g r e h a j t á s [ N,ON+ABL,SG ] INS(ról) > $
^ < h a j l a m o s [ N,PRP,SG ] INS(ért) > $
^ < e l s a j á t í t á s [ N,ON+ESS,SG ] DEL(a) > $
^ < e l s a j á t í t á s a [ N,ON+ESS,SG ] INS(án) > $
^ < b e c s t e l e n [ N,ON+ALL,PL ] INS(ekre) > $
^ < l a p p a n t y ú [ N,IN+ALL,PL ] INS(kba) > $
^ < s a j t ó m á g n á s [ N,AT+ESS,SG ] INS(nál) > $
^ < m e g f o g h a t a t l a n a b b [ N,ON+ESS,PL ] INS(akon) > $
^ < j á t é k o s a b b [ N,ACC,PL ] INS(akat) > $
^ < a u t o n ó m [ N,IN+ALL,PL ] INS(akba) > $
^ < p o p u l a r i z á l [ V,IND,PRS,INDF,1,SG ] INS(ok) > $
^ < g y ó g y f ü r d ő [ N,NOM,PL ] INS(k) > $
^ < s e m l e g e s [ N,IN+ALL,PL ] INS(eknél) > $
^ < k o i t u s [ N,AT+ALL,PL ] INS(zokho) z > $
^ < g y o m l á l [ V,IND,PRS,INDF,1,PL ] INS(unk) > $
^ < r é s z [ N,AT+ALL,PL ] INS(ekre) > $
^ < m ű v e l t s é g [ N,INST,SG ] INS(gel) > $
^ < k i v é t e l [ N,ON+ALL,PL ] INS(ekre) > $
^ < ü r ü l é k [ N,ON+ABL,SG ] INS(ről) > $
^ < h a l a d ó [ N,AT+ABL,SG ] INS(tól) > $
^ < s m i n k e l [ V,IND,PST,DEF,3,PL ] INS(ték) > $
^ < d e z e r t ő r [ N,AT+ABL,SG ] INS(től) > $
^ < z a f í r [ N,ON+ABL,SG ] INS(ról) > $
^ < m e g u n [ V,SBJV,PRS,DEF,3,SG ] INS(ja) > $
^ < t o r y [ N,TERM,SG ] INS(ig) > $
^ < r e m e g é s [ N,AT+ESS,SG ] INS(nél) > $
^ < k é z i l a b d [ N,ACC,PL ] INS(ák) a > $
^ < k é z i l a b d a [ N,ACC,PL ] INS(t) > $
^ < g y ó g y f ű [ N,FRML,SG ] INS(ként) > $
^ < k e r t j e i d [ N,ACC,SG ] INS(et) > $
^ < k é p e s e b b [ N,DAT,PL ] INS(eknek) > $
^ < k ö z é p k o r [ N,AT+ABL,PL ] INS(okról) > $
^ < f e l f r i s s í t [ V,IND,PRS,INDF,3,PL ] INS(enek) > $
^ < k é z f e j [ N,TRANS,PL ] INS(ekké) > $
^ < t ú l b e c s ü l [ V,IND,PST,INDF,3,SG ] INS(t) > $
^ < k a t a l i z á t o r [ N,PRP,PL ] INS(okért) > $
^ < p ö r g é s [ N,ON+ESS,PL ] INS(eken) > $
^ < l e g á p o l t a b b [ N,IN+ESS,PL ] INS(akban) > $
^ < s z e n t e s í t [ V,COND,PRS,DEF,2,SG ] INS(enéd) > $
^ < i n f l á c i ó s [ N,AT+ALL,PL ] INS(akhoz) > $
^ < é s z l e l [ V,COND,PRS,DEF,3,PL ] INS(nék) > $
^ < n é n i [ N,ON+ABL,SG ] INS(ről) > $
^ < k ö t ő m ó d [ N,ON+ALL,PL ] INS(okra) > $
^ < d i l i [ N,IN+ABL,PL ] INS(kből) > $
^ < t a n t á l [ N,ACC,SG ] INS(t) > $
^ < a d o m á n y o z [ V,COND,PRS,INDF,3,SG ] INS(na) > $
^ < p a c i [ N,DAT,SG ] INS(nak) > $
^ < s z e r t a r t á s [ N,ACC,SG ] INS(t) > $
^ < d i m e n z i ó s [ N,AT+ABL,SG ] INS(tól) > $
^ < v a r i á c i ó [ N,AT+ABL,SG ] INS(tól) > $
^ < n y i l v á n í t [ V,NFIN,2,SG ] INS(anod) > $
^ < t a r t a l m [ N,ON+ALL,SG ] INS(ár) a > $
^ < p i r i t [ N,DAT,PL ] INS(eknek) > $
^ < r o [ N,FRML,SG ] DEL(z) m á r > $
^ < r o z m [ N,FRML,SG ] INS(z) á r > $
^ < r o z m á r [ N,FRML,SG ] INS(ként) > $
^ < k i s b ő g ő [ N,IN+ALL,SG ] INS(be) > $
^ < m e g r e n d e l [ V,COND,PRS,INDF,2,PL ] INS(nétek) > $
^ < r ó s _ h á s á n á [ N,ACC,SG ] INS(t) > $
^ < m e g h i t t [ N,DAT,SG ] INS(nek) > $
^ < t a r t a l m a s [ N,AT+ABL,PL ] INS(aktól) > $
^ < k o c [ N,FRML,PL ] DEL(a) > $
^ < k o c a [ N,FRML,PL ] INS(ákként) > $
^ < s z o p t a [ V,SBJV,PRS,DEF,1,SG ] DEL(t) > $
^ < s z o p t a t [ V,SBJV,PRS,DEF,1,SG ] INS(ssam) > $
^ < v a l l á s s z a b a d s á g [ N,IN+ALL,SG ] INS(nál) > $
^ < m e g b á n t [ V,SBJV,PRS,DEF,1,PL ] INS(suk) > $
^ < m [ N,FRML,SG ] DEL(a) > $
^ < m a [ N,FRML,SG ] INS(áig) > $
^ < p o s t á s a u t ó [ N,TRANS,SG ] INS(vá) > $
^ < á t e j t [ V,SBJV,PRS,INDF,1,SG ] INS(sek) > $
^ < v a k b é l g y u l l a d á s [ N,FRML,PL ] INS(okként) > $
^ < k ö b c e n t i m é t e r [ N,IN+ABL,SG ] INS(ből) > $
^ < k ó r t e r [ N,FRML,PL ] DEL(e) m > $
^ < k ó r t e r e m [ N,FRML,PL ] INS(ekként) > $
^ < f i g y e l m e z t [ V,SBJV,PRS,DEF,3,SG ] INS(ess) e t > $
^ < f i g y e l m e z t e [ V,SBJV,PRS,DEF,3,SG ] DEL(t) > $
^ < i n t e l l e k t u á l i s [ N,AT+ESS,SG ] INS(nál) > $
^ < l i g e t [ N,ON+ALL,PL ] INS(ekbe) > $
^ < j á r v á n y [ N,IN+ABL,SG ] INS(ból) > $
^ < v a d d i s z n ó [ N,ON+ESS,SG ] INS(n) > $
^ < f ö l í r [ V,IND,PST,INDF,2,PL ] INS(tatok) > $
^ < o l a j s a v [ N,IN+ABL,PL ] INS(akból) > $
^ < t a n s z é k [ N,FRML,SG ] INS(ként) > $
^ < é t l a p [ N,ON+ALL,PL ] INS(okra) > $
^ < s z í n é s z [ N,IN+ABL,SG ] INS(ből) > $
^ < k a t a s z t r ó f [ N,FRML,SG ] DEL(a) > $
^ < k a t a s z t r ó f a [ N,FRML,SG ] INS(áig) > $
^ < s z e n n y v í z [ N,AT+ESS,SG ] INS(nél) > $
^ < i d ő s z a k o s [ N,TERM,SG ] INS(ig) > $
^ < e r g o n ó m i [ N,ON+ABL,PL ] DEL(a) > $
^ < e r g o n ó m i a [ N,ON+ABL,PL ] INS(ákról) > $
^ < s i k á l [ V,IND,PST,DEF,1,SG ] INS(tam) > $
^ < é h [ N,ON+ABL,SG ] INS(ből) > $
^ < n y e l v j á r á s [ N,IN+ALL,PL ] INS(okba) > $
^ < f e l m o s [ V,NFIN,1,PL ] INS(nunk) > $
^ < á r u h á z [ N,IN+ABL,SG ] INS(ból) > $
^ < b a n i [ N,INST,SG ] INS(val) > $
^ < g á z t ű z h e l y [ N,AT+ALL,PL ] INS(ekhez) > $
^ < t ö b b f é l [ N,TRANS,SG ] DEL(e) > $
^ < t ö b b f é l e [ N,TRANS,SG ] INS(évé) > $
^ < a r t i s [ N,ACC,SG ] INS(tá) t a > $
^ < a r t i s t [ N,ACC,SG ] DEL(a) > $
^ < a l t a t ó d a l [ N,DAT,SG ] INS(t) > $
^ < g ö m b ö c [ N,TRANS,PL ] INS(ökké) > $
^ < p o l i n o m [ N,AT+ALL,PL ] INS(okhoz) > $
^ < k o n v e r t á l [ V,COND,PRS,INDF,2,PL ] INS(nátok) > $
^ < b e n s ő s é g [ N,FRML,SG ] INS(ként) > $
^ < z s i d ó [ N,INST,SG ] INS(val) > $
^ < s z e n n y e z e t t e b b [ N,IN+ESS,PL ] INS(ekben) > $
^ < p e r s z ó [ N,ON+ESS,SG ] INS(ná) n a > $
^ < p e r s z ó n [ N,ON+ESS,SG ] DEL(a) > $
^ < m e c s e t [ N,ON+ABL,SG ] INS(ről) > $
^ < s é r t e g e t [ V,IND,PRS,DEF,3,SG ] INS(i) > $
^ < f e n n á l l á s [ N,DAT,SG ] INS(nak) > $
^ < l e c k [ N,IN+ALL,SG ] INS(éb) e > $
^ < m e g t e k i n t é s [ N,FRML,SG ] INS(ként) > $
^ < n y u s z i [ N,TRANS,SG ] INS(vá) > $
^ < d e b ü t á n s [ N,AT+ESS,SG ] INS(nál) > $
^ < s e r b l i [ N,AT+ALL,SG ] INS(hez) > $
^ < s z ü k s é g e s s é g [ N,PRP,PL ] INS(ekért) > $
^ < k ü l ü g y m i n i s z t e r [ N,DAT,SG ] INS(nek) > $
^ < m a c s k a k ö r [ N,ON+ABL,PL ] DEL(ö) m > $
^ < m a c s k a k ö r ö m [ N,ON+ABL,PL ] INS(ökről) > $
^ < v i z [ N,ACC,PL ] INS(ák) a > $
^ < v i z a [ N,ACC,PL ] INS(t) > $
^ < s t í r o l [ V,IND,PST,INDF,1,SG ] INS(tam) > $
^ < k r o k o d i l k ö n n y [ N,NOM,PL ] INS(ek) > $
^ < a j [ N,DAT,PL ] INS(k) a k > $
^ < a j a k [ N,DAT,PL ] INS(at) > $
^ < h e l y [ N,AT+ALL,SG ] INS(re) > $
^ < e u n u c h [ N,TERM,PL ] INS(okig) > $
^ < é s s z e r ű [ N,AT+ESS,PL ] INS(eknél) > $
^ < t á j é k o z t a t ó [ N,ON+ESS,PL ] INS(kon) > $
^ < l a s s í t [ V,IND,PRS,DEF,1,PL ] INS(juk) > $
^ < e s e t t a n u l m á n y [ N,ACC,SG ] INS(t) > $
^ < c e f o t a x i m [ N,DAT,SG ] INS(nak) > $
^ < p i n t é r [ N,IN+ESS,PL ] INS(ekben) > $
^ < á l l a [ N,FRML,PL ] INS(goki) g > $
^ < a t k [ N,ON+ALL,SG ] INS(ár) a > $
^ < k u m o [ N,IN+ABL,SG ] INS(lbó) l > $
^ < s e g í t é s [ N,TRANS,SG ] INS(sé) > $
^ < h o s s z ú s á g [ N,FRML,SG ] INS(ként) > $
^ < k a m u k [ N,DAT,SG ] INS(án) a > $
^ < k a m u k a [ N,DAT,SG ] INS(k) > $
^ < ö s s z e k ö [ V,IND,PST,INDF,3,SG ] INS(töt) t > $
^ < a x o n [ N,PRP,PL ] INS(okért) > $
^ < h i á n y o l [ V,COND,PRS,INDF,1,SG ] INS(nék) > $
^ < c s í n [ N,TERM,SG ] INS(ig) > $
^ < r e g g e l [ N,DAT,PL ] INS(eket) > $
^ < t e h e t s é g e s e b b [ N,TERM,PL ] INS(ekig) > $
^ < d i s s z i m i l á c i ó [ N,AT+ABL,PL ] INS(któl) > $
^ < s z o l g á l t a t á s a i [ N,INST,SG ] INS(val) > $
^ < r u h á m [ N,ON+ESS,SG ] INS(on) > $
^ < g ö r k o r c s o l y [ N,AT+ALL,SG ] DEL(a) > $
^ < g ö r k o r c s o l y a [ N,AT+ALL,SG ] INS(ához) > $
^ < m e g v a l ó s í t á s [ N,FRML,SG ] INS(ként) > $
^ < v e z é n y e l [ V,NFIN,3,PL ] INS(niük) > $
^ < d i á k k i á l l í t á s [ N,TRANS,SG ] INS(sá) > $
^ < k i t e r j e s z t é s [ N,IN+ALL,PL ] INS(ekbe) > $
^ < k ó b o r [ V,IND,PRS,INDF,1,SG ] DEL(o) l > $
^ < k ó b o r o l [ V,IND,PRS,INDF,1,SG ] INS(ok) > $
^ < e m p á t i [ N,PRP,SG ] DEL(a) > $
^ < e m p á t i a [ N,PRP,SG ] INS(áért) > $
^ < m e l l é n y [ N,ON+ABL,PL ] INS(ekről) > $
^ < k i k é r d e z [ V,IND,PRS,INDF,2,PL ] INS(tek) > $
^ < h í v ő [ N,INST,SG ] INS(vel) > $
^ < s ú l y [ N,ACC,PL ] INS(ok) > $
^ < m e g v á s á r o l [ V,IND,PRS,INDF,2,SG ] INS(sz) > $
^ < c s a l á d t a g [ N,IN+ALL,PL ] INS(okba) > $
^ < l é g s z e n n y e z ő d é s [ N,DAT,SG ] INS(nek) > $
^ < f e l h a s z n á l á s u k [ N,IN+ESS,SG ] INS(ban) > $
^ < k i v i [ V,SBJV,PRS,DEF,1,PL ] DEL(sz) > $
^ < k i v i s z [ V,SBJV,PRS,DEF,1,PL ] INS(gyük) > $
^ < f e l h a s z n á l h a t ó [ N,TERM,SG ] INS(ig) > $
^ < l e í r [ V.CVB ] INS(va) > $
^ < m á j [ N,TRANS,PL ] INS(akért) > $
^ < p a k l i [ N,INST,SG ] INS(nak) > $
^ < t á r k o n y [ N,DAT,PL ] INS(oknak) > $
^ < p l a n e t á r i u m [ N,ON+ESS,SG ] INS(on) > $
^ < k i f i z e [ V,IND,PST,INDF,3,SG ] INS(tet) t > $
^ < n é l k ü l ö z h e t e t l e n [ N,PRP,SG ] INS(ért) > $
^ < l á m p a f é n y [ N,PRP,PL ] INS(ekért) > $
^ < r e g g e l i z [ V,COND,PRS,INDF,3,PL ] DEL(i) k > $
^ < r e g g e l i z i [ V,COND,PRS,INDF,3,PL ] INS(néne) k > $
^ < p é n z t á r c [ N,PRP,SG ] INS(áv) a > $
^ < p é n z t á r c a [ N,PRP,SG ] INS(l) > $
^ < o l v a s á s [ N,ON+ESS,SG ] INS(on) > $
^ < s z ű c s [ N,AT+ESS,PL ] INS(öknél) > $
^ < t ű z o l t ó s á g [ N,FRML,SG ] INS(ként) > $
^ < ú j r a f e l h a s z n á l [ V.CVB ] INS(va) > $
^ < s t r o n c i u m [ N,AT+ESS,PL ] INS(oknál) > $
^ < m á g u s [ N,IN+ABL,SG ] INS(ból) > $
^ < t a l á l é k o n y [ N,AT+ESS,SG ] INS(nál) > $
^ < d r á g á l l [ V,COND,PRS,DEF,1,PL ] INS(nánk) > $
^ < m o r a t ó r i u m [ N,AT+ALL,PL ] INS(okhoz) > $
^ < f e s t ő [ N,IN+ABL,SG ] INS(höz) > $
^ < s z u r o k f e k e [ N,PRP,PL ] INS(tékér) t e > $
^ < s z u r o k f e k e t [ N,PRP,PL ] DEL(e) > $
^ < a k a d á l [ N,TERM,SG ] INS(l) y > $
^ < a k a d á l y [ N,TERM,SG ] INS(á) > $
^ < f e l n ő t [ N,FRML,SG ] INS(tkén) t > $
^ < b u t a s á g [ N,AT+ESS,PL ] INS(oknál) > $
^ < i s k o l á s [ N,AT+ABL,SG ] INS(tól) > $
^ < a j á n l o t t a b b [ N,AT+ABL,PL ] INS(aktól) > $
^ < ö z v e g y a s s z o n y [ N,ON+ALL,PL ] INS(okra) > $
^ < b o s z o r [ N,NOM,PL ] INS(ká) k a > $
^ < b o s z o r k [ N,NOM,PL ] DEL(a) > $
^ < h o l d n a p t á r [ N,IN+ABL,PL ] INS(akból) > $
^ < t r é n i n g r u h [ N,IN+ESS,PL ] INS(ákb) a > $
^ < t r é n i n g r u h a [ N,IN+ESS,PL ] INS(n) > $
^ < s z é l e s [ N,AT+ESS,SG ] INS(nél) > $
^ < r e f o r m á l [ V,IND,PRS,INDF,2,SG ] INS(sz) > $
^ < l é t e z é s [ N,ON+ALL,SG ] INS(ér) e > $
^ < f e l a d a t [ N,AT+ABL,SG ] INS(ról) > $
^ < k á b e l t e l e v í z i ó [ N,IN+ABL,PL ] INS(kból) > $
^ < r á g a l m a z ó [ N,PRP,SG ] INS(ért) > $
^ < r é g i [ N,INST,PL ] INS(ekkel) > $
^ < s z e m g o l y ó [ N,TRANS,SG ] INS(vá) > $
^ < k [ N,AT+ESS,PL ] DEL(ru) m p l i b o g á r > $
^ < k r u [ N,AT+ESS,PL ] INS(o) m p l i b o g á r > $
^ < k r u m p l i b o g [ N,AT+ESS,PL ] INS(arakn) á r > $
^ < k r u m p l i b o g á [ N,AT+ESS,PL ] DEL(r) > $
^ < k r u m p l i b o g á r [ N,AT+ESS,PL ] INS(l) > $
^ < z s á k f u t á s [ N,IN+ABL,SG ] INS(ból) > $
^ < g y e r [ N,ACC,PL ] INS(ek) e k > $
^ < h í v ó [ N,AT+ABL,PL ] INS(któl) > $
^ < s z e k r é n y k [ N,PRP,SG ] DEL(e) > $
^ < s z e k r é n y k e [ N,PRP,SG ] INS(éért) > $
^ < m e z [ N,PRP,PL ] INS(ekkel) > $
^ < n a g y a n y [ N,IN+ABL,PL ] DEL(a) > $
^ < n a g y a n y a [ N,IN+ABL,PL ] INS(ákból) > $
^ < f u t ó s z a l a g [ N,ACC,SG ] INS(ot) > $
^ < l é l e g z [ V,IND,PRS,INDF,1,SG ] DEL(ik) > $
^ < l é l e g z i k [ V,IND,PRS,INDF,1,SG ] INS(em) > $
^ < c s e r e b o g [ N,AT+ABL,PL ] DEL(á) r > $
^ < c s e r e b o g á [ N,AT+ABL,PL ] INS(a) r > $
^ < c s e r e b o g á r [ N,AT+ABL,PL ] INS(aktól) > $
^ < t a n ú s á g [ N,INST,PL ] INS(okkal) > $
^ < g ö d é n y [ N,TERM,SG ] INS(ig) > $
^ < a l v á s [ N,ON+ABL,PL ] INS(okról) > $
^ < h u m a n i s t [ N,DAT,SG ] INS(án) a > $
^ < h u m a n i s t a [ N,DAT,SG ] INS(k) > $
^ < k ö r ö m l a k k [ N,TERM,PL ] INS(okig) > $
^ < s z a u n [ N,TERM,PL ] DEL(a) > $
^ < s z a u n a [ N,TERM,PL ] INS(ákig) > $
^ < i h a t a t l a n a b b [ N,ON+ALL,PL ] INS(akra) > $
^ < k o r m á n y v á l s á g [ N,IN+ESS,PL ] INS(okban) > $
^ < p l é h [ N,ACC,PL ] INS(eket) > $
^ < s a j n á l [ V,IND,PRS,INDF,2,PL ] INS(tok) > $
^ < l e n c s [ N,IN+ALL,PL ] INS(ékb) e > $
^ < m á t k [ N,IN+ESS,SG ] INS(áb) a > $
^ < m á t k a [ N,IN+ESS,SG ] INS(n) > $
^ < o p t i m i s t [ N,AT+ALL,PL ] DEL(a) > $
^ < o p t i m i s t a [ N,AT+ALL,PL ] INS(ákhoz) > $
^ < d o b a j [ N,TERM,PL ] INS(okig) > $
^ < i n d u l ó [ N,ON+ALL,PL ] INS(kra) > $
^ < m e z t e l e n s é [ N,TERM,PL ] INS(geki) g > $
^ < t a n é v [ N,PRP,PL ] INS(ekért) > $
^ < n y u s z t [ N,TERM,PL ] INS(okig) > $
^ < i d e á l i s [ N,INST,PL ] INS(akkal) > $
^ < s e r p e n y ő [ N,TRANS,PL ] INS(kért) > $
^ < k o o r d i n á l [ V,COND,PRS,DEF,3,SG ] INS(ná) > $
^ < f e l s ő f o k [ N,ON+ALL,PL ] INS(okra) > $
^ < l a p j [ N,IN+ABL,SG ] DEL(a) > $
^ < l a p j a [ N,IN+ABL,SG ] INS(ából) > $
^ < f é k [ N,INST,SG ] INS(kel) > $
^ < k i t e v ő [ N,ON+ESS,PL ] INS(kön) > $
^ < a f f i x u m [ N,ACC,PL ] INS(okat) > $
^ < p a r ó k [ N,TRANS,SG ] DEL(a) > $
^ < p a r ó k a [ N,TRANS,SG ] INS(ává) > $
^ < g o n d a t l a [ N,ON+ESS,SG ] INS(no) n > $
^ < g y e r m e k ü l é s [ N,ACC,SG ] INS(t) > $
^ < k o t y v a s z t [ V,COND,PRS,INDF,1,SG ] INS(anék) > $
^ < f e s z í t [ V,IND,PRS,INDF,1,PL ] INS(ünk) > $
^ < n a r a n c s b ő r [ N,PRP,PL ] INS(ökért) > $
^ < k a r f [ N,TRANS,PL ] DEL(a) > $
^ < k a r f a [ N,TRANS,PL ] INS(ákká) > $
^ < k a n d í r o z [ V,NFIN,3,PL ] INS(niuk) > $
^ < d e k a d e n s [ N,ACC,PL ] INS(eket) > $
^ < z s a b ó [ N,ON+ESS,PL ] INS(kban) > $
^ < l a k a t o s [ N,PRP,SG ] INS(ért) > $
^ < b u z i [ N,AT+ABL,PL ] INS(któl) > $
^ < n ő i e s [ N,ON+ABL,SG ] INS(ről) > $
^ < v a k b é l g y u l l a d á s [ N,INST,SG ] INS(sal) > $
^ < f e l t ü n t e t é s [ N,AT+ESS,SG ] INS(nél) > $
^ < r e p ü l ő s z ő n y e g [ N,INST,SG ] INS(gel) > $
^ < s z ü k s é g [ N,AT+ALL,PL ] INS(ekre) > $
^ < n a g y k e r e s k e d é s [ N,FRML,PL ] INS(ekként) > $
^ < m i s z t i f i k á l [ V,IND,PRS,INDF,1,SG ] INS(ok) > $
^ < í r ó a s z t a l [ N,DAT,SG ] INS(t) > $
^ < l i l a h a g y m [ N,IN+ABL,SG ] DEL(a) > $
^ < l i l a h a g y m a [ N,IN+ABL,SG ] INS(ából) > $
^ < h a t á r o z a t [ N,ON+ESS,SG ] INS(on) > $
^ < n y ö g [ V,COND,PRS,INDF,2,PL ] INS(nétek) > $
^ < u n d o r í t [ V,COND,PRS,INDF,3,PL ] INS(anának) > $
^ < u j j h e g y [ N,AT+ESS,SG ] INS(nél) > $
^ < s p a n y o l n á t h [ N,AT+ALL,PL ] DEL(a) > $
^ < s p a n y o l n á t h a [ N,AT+ALL,PL ] INS(ákhoz) > $
^ < c s i r [ N,ON+ESS,PL ] INS(ké) k e > $
^ < c s i r k e [ N,ON+ESS,PL ] INS(n) > $
^ < s z e n z á c i ó [ N,IN+ALL,PL ] INS(kba) > $
^ < e m b e r e i m [ N,FRML,SG ] INS(ként) > $
^ < s z i t á l [ V,SBJV,PRS,INDF,1,SG ] INS(jak) > $
^ < k i j e l z ő [ N,IN+ALL,SG ] INS(be) > $
^ < e l t ö r [ V,SBJV,PRS,INDF,2,PL ] INS(jetek) > $
^ < m e g r e n d e l é s [ N,AT+ALL,PL ] INS(ekhez) > $
^ < f o r g a l m a z á s [ N,ACC,SG ] DEL(a) > $
^ < f o r g a l m a z á s a [ N,ACC,SG ] INS(át) > $
