Left;Right;Operation;Object;MorphFeatures;Weight
a;e>;DEL;r;V,SBJV,PST,3,SG;0.000118656
ngua;i>;DEL;rs;V,IND,FUT,2,SG;0.00011861
sca;re>;INS;he;V,IND,FUT,2,PL;0.000118549
l;i>;DEL;iars;V,POS,IMP,3,PL;0.000118481
it;>;DEL;are;V,IND,PRS,2,SG;0.000118426
s;i>;INS;moc;V,POS,IMP,1,PL;0.000118386
re;>;INS;i;V,IND,PRS,2,SG;0.000118346
ar;>;DEL;e;V,IND,PST,3,PL,PFV;0.000118272
a;i>;DEL;rs;V,POS,IMP,2,PL;0.000118197
a;i>;DEL;rs;V,POS,IMP,2,SG;0.000118129
nere;>;INS;ssi;V,SBJV,PST,2,SG;0.000117961
cc;re>;DEL;a;V,COND,3,PL;0.000117887
ter;ene>;DEL;s;V,COND,3,SG;0.000117717
tucc;re>;DEL;ia;V,IND,FUT,1,PL;0.000117677
irs;>;DEL;i;V,IND,PRS,3,PL;0.000117045
ere;>;INS;ssi;V,SBJV,PST,2,SG;0.000116875
itu;>;DEL;ire;V,IND,PST,3,SG,PFV;0.000116836
ir;>;DEL;e;V,IND,FUT,3,PL;0.000116631
iespellere;>;INS;ulsi;V,IND,PST,1,SG,PFV;0.000116497
ibi;i>;DEL;rs;V,POS,IMP,1,PL;0.000115605
r;ene>;DEL;s;V,COND,3,SG;0.000115549
a;>;DEL;rsi;V,IND,PRS,2,PL;0.000115477
i;>;INS;ne;V,IND,PST,3,SG,PFV;0.000115438
i;>;INS;ono;V,IND,PST,3,PL,PFV;0.000115399
orpor;>;DEL;are;V,SBJV,PRS,3,PL;0.000115244
gluti;>;DEL;re;V,IND,PST,1,PL,IPFV;0.000115198
sfren;>;DEL;arsi;V,IND,FUT,3,SG;0.000115145
pomat;>;DEL;arsi;V,IND,FUT,2,PL;0.000115086
rn;>;DEL;ere;V,SBJV,PRS,2,SG;0.000115038
ri;>;DEL;re;V,IND,PST,3,SG,IPFV;0.000114996
d;e>;DEL;er;V,IND,PRS,3,SG;0.00011495
l;re>;DEL;a;V,COND,2,PL;0.000114668
rintristi;>;DEL;re;V,POS,IMP,3,SG;0.000114596
turgidir;e>;INS;est;V,COND,2,PL;0.000114544
i;>;DEL;are;V,POS,IMP,3,PL;0.000114317
r;>;DEL;si;V,IND,FUT,1,SG;0.000114187
a;>;DEL;re;V,IND,PST,3,SG,IPFV;0.000114084
a;>;DEL;re;V,IND,PST,3,PL,IPFV;0.000113994
l;>;DEL;are;V,IND,PST,3,SG,PFV;0.000113905
r;>;DEL;e;V,IND,PST,3,PL,PFV;0.000113844
a;>;DEL;rsi;V,IND,FUT,3,PL;0.000113803
i;>;DEL;are;V,SBJV,PRS,2,SG;0.000113764
i;>;DEL;re;V,IND,PST,1,SG,IPFV;0.000113709
esca;re>;INS;he;V,IND,FUT,2,PL;0.000113574
tristi;>;DEL;re;V,POS,IMP,3,SG;0.000113527
ellere;>;INS;ulsi;V,IND,PST,1,SG,PFV;0.000113489
tu;>;DEL;ire;V,IND,PST,3,SG,PFV;0.000113127
re;>;INS;ssi;V,SBJV,PST,2,SG;0.000113088
bi;i>;DEL;rs;V,POS,IMP,1,PL;0.000112446
c;re>;DEL;a;V,COND,3,PL;0.000112395
ucc;re>;DEL;ia;V,IND,FUT,1,PL;0.000111821
acc;re>;DEL;a;V,COND,3,PL;0.000111783
er;ene>;DEL;s;V,COND,3,SG;0.000111745
n;>;DEL;ere;V,SBJV,PRS,2,SG;0.000111556
u;>;DEL;ire;V,IND,PST,3,SG,PFV;0.000111511
e;>;INS;ssi;V,SBJV,PST,2,SG;0.000111473
pellere;>;INS;ulsi;V,IND,PST,1,SG,PFV;0.000111255
ntristi;>;DEL;re;V,POS,IMP,3,SG;0.000111217
por;>;DEL;are;V,SBJV,PRS,3,PL;0.000110514
uti;>;DEL;re;V,IND,PST,1,PL,IPFV;0.000110472
ere;>;INS;ulsi;V,IND,PST,1,SG,PFV;0.000110426
ren;>;DEL;arsi;V,IND,FUT,3,SG;0.000110388
inturgidir;e>;INS;est;V,COND,2,PL;0.000110189
a;i>;DEL;rs;V,IND,FUT,2,SG;0.000110089
i;i>;DEL;rs;V,POS,IMP,1,PL;0.000110052
cc;re>;DEL;ia;V,IND,FUT,1,PL;0.000109914
ca;re>;INS;he;V,IND,FUT,2,PL;0.000109876
luti;>;DEL;re;V,IND,PST,1,PL,IPFV;0.000109839
fren;>;DEL;arsi;V,IND,FUT,3,SG;0.000109797
disaggreg;arsi>;INS;her;V,IND,FUT,3,PL;0.000109324
crocefigg;ere>;INS;ess;V,SBJV,PST,3,PL;0.000109174
zza;si>;DEL;r;V,SBJV,PST,3,SG;0.000108719
risti;>;DEL;re;V,POS,IMP,3,SG;0.000108607
idir;e>;INS;est;V,COND,2,PL;0.000108564
or;>;DEL;are;V,SBJV,PRS,3,PL;0.000108496
c;re>;DEL;ia;V,IND,FUT,1,PL;0.000108342
a;re>;INS;he;V,IND,FUT,2,PL;0.000108306
ir;e>;INS;est;V,COND,2,PL;0.000108256
r;>;DEL;are;V,SBJV,PRS,3,PL;0.000107983
isaggreg;arsi>;INS;her;V,IND,FUT,3,PL;0.000107785
rocefigg;ere>;INS;ess;V,SBJV,PST,3,PL;0.000107662
urgidir;e>;INS;est;V,COND,2,PL;0.000107502
lere;>;INS;ulsi;V,IND,PST,1,SG,PFV;0.000107355
omat;>;DEL;arsi;V,IND,FUT,2,PL;0.000107313
incipriarsi;>;INS;mo;V,SBJV,PRS,1,PL;0.000107221
ocefigg;ere>;INS;ess;V,SBJV,PST,3,PL;0.000107023
rs;>;DEL;i;V,IND,PRS,3,PL;0.000106942
en;>;DEL;arsi;V,IND,FUT,3,SG;0.000106842
impomat;>;DEL;arsi;V,IND,FUT,2,PL;0.000106675
rgidir;e>;INS;est;V,COND,2,PL;0.000106639
mat;>;DEL;arsi;V,IND,FUT,2,PL;0.000106267
rinfocol;e>;DEL;ar;V,IND,FUT,2,SG;0.000105947
aggreg;arsi>;INS;her;V,IND,FUT,3,PL;0.0001058
i;>;DEL;re;V,IND,PST,1,PL,IPFV;0.00010571
i;>;DEL;re;V,POS,IMP,3,SG;0.000105672
cipriarsi;>;INS;mo;V,SBJV,PRS,1,PL;0.000105606
manomett;e>;DEL;er;V,IND,PST,2,SG,PFV;0.00010557
slogg;iare>;INS;era;V,IND,FUT,2,SG;0.000105533
ggreg;arsi>;INS;her;V,IND,FUT,3,PL;0.000105301
ti;>;DEL;re;V,POS,IMP,3,SG;0.000105247
efigg;ere>;INS;ess;V,SBJV,PST,3,PL;0.000105091
frontegg;>;DEL;iarsi;V,IND,FUT,3,SG;0.000105055
anomett;e>;DEL;er;V,IND,PST,2,SG,PFV;0.000105019
ascrive;si>;DEL;r;V,SBJV,PST,2,PL;0.000104927
ipriarsi;>;INS;mo;V,SBJV,PRS,1,PL;0.00010479
greg;arsi>;INS;her;V,IND,FUT,3,PL;0.000104596
logg;iare>;INS;era;V,IND,FUT,2,SG;0.00010456
figg;ere>;INS;ess;V,SBJV,PST,3,PL;0.000104508
scompigli;>;DEL;are;V,POS,IMP,3,PL;0.00010436
svillaneggiarsi;>;INS;erebbero;V,COND,3,PL;0.000104219
compigli;>;DEL;are;V,POS,IMP,3,PL;0.000104105
rsi;>;INS;erò;V,IND,FUT,1,SG;0.000104017
ar;e>;INS;est;V,COND,2,PL;0.000103967
nomett;e>;DEL;er;V,IND,PST,2,SG,PFV;0.000103921
priarsi;>;INS;mo;V,SBJV,PRS,1,PL;0.000103886
appart;e>;DEL;ar;V,IND,FUT,3,PL;0.000103851
ogg;iare>;INS;era;V,IND,FUT,2,SG;0.000103691
macch;i>;DEL;iars;V,IND,PRS,1,SG;0.00010364
focol;e>;DEL;ar;V,IND,FUT,2,SG;0.000103604
r;e>;INS;nt;V.PTCP,PRS;0.000103414
modific;>;DEL;are;V,POS,IMP,3,PL;0.000103304
acch;i>;DEL;iars;V,IND,PRS,1,SG;0.000103246
ocol;e>;DEL;ar;V,IND,FUT,2,SG;0.00010321
gg;ere>;INS;ess;V,SBJV,PST,3,PL;0.000103103
g;iare>;INS;era;V,IND,FUT,2,SG;0.000103067
ompigli;>;DEL;are;V,POS,IMP,3,PL;0.000103007
edime;si>;DEL;r;V,IND,PST,2,PL,PFV;0.000102972
odific;>;DEL;are;V,POS,IMP,3,PL;0.000102906
raccapezz;i>;DEL;ars;V,SBJV,PRS,2,PL;0.000102863
mett;e>;DEL;er;V,IND,PST,2,SG,PFV;0.000102821
iarsi;>;INS;mo;V,SBJV,PRS,1,PL;0.000102786
ccapezz;i>;DEL;ars;V,SBJV,PRS,2,PL;0.000102746
part;e>;DEL;ar;V,IND,FUT,3,PL;0.000102645
e;>;INS;i;V,COND,1,SG;0.000102607
mpigli;>;DEL;are;V,POS,IMP,3,PL;0.000102568
r;>;DEL;e;V,IND,FUT,3,PL;0.000102531
t;>;DEL;arsi;V,IND,FUT,2,PL;0.000102491
cch;i>;DEL;iars;V,IND,PRS,1,SG;0.000102454
illaneggiarsi;>;INS;erebbero;V,COND,3,PL;0.000102375
art;e>;DEL;ar;V,IND,FUT,3,PL;0.000102331
accapezz;i>;DEL;ars;V,SBJV,PRS,2,PL;0.000102275
dime;si>;DEL;r;V,IND,PST,2,PL,PFV;0.000102231
sfior;i>;DEL;ars;V,SBJV,PRS,2,PL;0.000102196
g;ere>;INS;ess;V,SBJV,PST,3,PL;0.000102141
col;e>;DEL;ar;V,IND,FUT,2,SG;0.000102106
i;arsi>;INS;er;V,IND,FUT,3,PL;0.000102053
tromb;>;DEL;are;V,IND,PRS,1,SG;0.000102016
larsi;>;INS;erà;V,IND,FUT,3,SG;0.000101978
aneggiarsi;>;INS;erebbero;V,COND,3,PL;0.000101935
tegg;>;DEL;iarsi;V,IND,FUT,3,SG;0.000101881
sgas;>;DEL;are;V,POS,IMP,3,SG;0.000101846
restringersi;>;INS;va;V,IND,PST,3,SG,IPFV;0.000101804
ime;si>;DEL;r;V,IND,PST,2,PL,PFV;0.000101738
ett;e>;DEL;er;V,IND,PST,2,SG,PFV;0.00010169
vigli;re>;DEL;a;V,IND,FUT,2,PL;0.000101636
ica;re>;INS;he;V,COND,3,SG;0.000101569
dific;>;DEL;are;V,POS,IMP,3,PL;0.000101529
ive;si>;DEL;r;V,SBJV,PST,2,PL;0.000101495
igli;re>;DEL;a;V,IND,FUT,2,PL;0.000101456
estringersi;>;INS;va;V,IND,PST,3,SG,IPFV;0.000101421
egg;>;DEL;iarsi;V,IND,FUT,3,SG;0.000101378
ars;i>;INS;t;V,POS,IMP,2,SG;0.000101312
arsi;>;INS;erete;V,IND,FUT,2,PL;0.000101278
ve;si>;DEL;r;V,SBJV,PST,2,PL;0.000101242
care;>;INS;hi;V,SBJV,PRS,1,SG;0.000101207
rt;e>;DEL;ar;V,IND,FUT,3,PL;0.000101169
capezz;i>;DEL;ars;V,SBJV,PRS,2,PL;0.000101104
ol;e>;DEL;ar;V,IND,FUT,2,SG;0.000101064
regger;>;DEL;si;V,IND,FUT,1,SG;0.00010102
me;si>;DEL;r;V,IND,PST,2,PL,PFV;0.000100985
stringersi;>;INS;va;V,IND,PST,3,SG,IPFV;0.000100948
faccend;e>;DEL;ar;V,IND,FUT,2,SG;0.000100908
rsi;>;INS;mo;V,SBJV,PRS,1,PL;0.000100856
tt;e>;DEL;er;V,IND,PST,2,SG,PFV;0.000100822
gas;>;DEL;are;V,POS,IMP,3,SG;0.000100788
h;i>;DEL;iars;V,IND,PRS,1,SG;0.000100736
igli;>;DEL;are;V,POS,IMP,3,PL;0.000100695
ific;>;DEL;are;V,POS,IMP,3,PL;0.000100661
ior;i>;DEL;ars;V,SBJV,PRS,2,PL;0.000100626
opi;e>;DEL;r;V,IND,PRS,3,SG;0.000100591
e;si>;DEL;r;V,IND,PST,2,PL,PFV;0.000100547
re;>;INS;mo;V,IND,FUT,1,PL;0.000100506
gg;>;DEL;iarsi;V,IND,FUT,3,SG;0.000100472
neggiarsi;>;INS;erebbero;V,COND,3,PL;0.000100421
toricizz;e>;DEL;ar;V,IND,FUT,3,SG;0.000100387
are;>;INS;ssi;V,SBJV,PST,1,SG;0.000100315
attard;>;DEL;arsi;V,IND,FUT,3,SG;0.000100277
calz;re>;DEL;a;V,IND,FUT,2,PL;0.00010024
are;>;INS;mo;V,SBJV,PRS,1,PL;0.000100204
are;>;INS;sti;V,IND,PST,2,SG,PFV;0.000100168
rsi;>;INS;erà;V,IND,FUT,3,SG;0.000100132
l;re>;DEL;a;V,IND,FUT,1,PL;0.000100096
ere;>;INS;ono;V,IND,PRS,3,PL;0.000100058
rsi;>;INS;amo;V,SBJV,PRS,1,PL;0.000100022
are;>;INS;i;V,SBJV,PRS,3,SG;9.99817e-05
a;si>;DEL;r;V,IND,PST,2,PL,PFV;9.99459e-05
accend;e>;DEL;ar;V,IND,FUT,2,SG;9.99077e-05
tallizz;>;DEL;are;V,POS,IMP,3,PL;9.98715e-05
ttard;>;DEL;arsi;V,IND,FUT,3,SG;9.98283e-05
as;>;DEL;are;V,POS,IMP,3,SG;9.97857e-05
e;si>;DEL;r;V,SBJV,PST,2,PL;9.9734e-05
or;i>;DEL;ars;V,SBJV,PRS,2,PL;9.96982e-05
a;>;DEL;re;V,IND,PRS,3,SG;9.96554e-05
a;>;DEL;re;V,SBJV,PST,1,SG;9.96149e-05
empl;>;DEL;are;V,POS,IMP,3,PL;9.95733e-05
li;re>;DEL;a;V,IND,FUT,2,PL;9.95378e-05
scad;>;DEL;ere;V,IND,PRS,1,SG;9.95019e-05
ringersi;>;INS;va;V,IND,PST,3,SG,IPFV;9.94614e-05
eggiarsi;>;INS;erebbero;V,COND,3,PL;9.9426e-05
etallizz;>;DEL;are;V,POS,IMP,3,PL;9.93901e-05
t;e>;DEL;ar;V,IND,FUT,3,PL;9.93468e-05
gli;re>;DEL;a;V,IND,FUT,2,PL;9.92976e-05
ccend;e>;DEL;ar;V,IND,FUT,2,SG;9.92598e-05
snod;re>;DEL;a;V,COND,2,PL;9.92239e-05
filosofegg;re>;DEL;ia;V,IND,FUT,1,PL;9.91717e-05
imborghe;sire>;INS;sis;V,SBJV,PST,1,SG;9.91363e-05
r;e>;INS;ss;V,SBJV,PST,3,SG;9.91006e-05
a;e>;DEL;r;V,IND,PST,2,PL,IPFV;9.90645e-05
ezz;i>;DEL;ars;V,SBJV,PRS,2,PL;9.90272e-05
omb;>;DEL;are;V,IND,PRS,1,SG;9.89892e-05
a;i>;DEL;rs;V,IND,PST,1,SG,PFV;9.8949e-05
si;>;INS;anno;V,IND,FUT,3,PL;9.89123e-05
e;e>;DEL;r;V,POS,IMP,2,PL;9.88743e-05
n;e>;DEL;ar;V,IND,FUT,1,SG;9.88385e-05
er;>;DEL;e;V,IND,FUT,2,SG;9.88032e-05
ingersi;>;INS;va;V,IND,PST,3,SG,IPFV;9.87632e-05
ggiarsi;>;INS;erebbero;V,COND,3,PL;9.8728e-05
ilosofegg;re>;DEL;ia;V,IND,FUT,1,PL;9.86869e-05
gi;>;DEL;are;V,SBJV,PRS,3,SG;9.86392e-05
r;i>;DEL;ars;V,SBJV,PRS,2,PL;9.86038e-05
alz;re>;DEL;a;V,IND,FUT,2,PL;9.85585e-05
nod;re>;DEL;a;V,COND,2,PL;9.8523e-05
sostantiv;are>;INS;i;V,IND,PRS,1,PL;9.84861e-05
tard;>;DEL;arsi;V,IND,FUT,3,SG;9.84489e-05
falsificar;e>;INS;h;V,IND,FUT,1,SG;9.84138e-05
lz;re>;DEL;a;V,IND,FUT,2,PL;9.83783e-05
od;re>;DEL;a;V,COND,2,PL;9.83428e-05
ti;>;DEL;re;V,IND,PST,1,SG,IPFV;9.83032e-05
mb;>;DEL;are;V,IND,PRS,1,SG;9.82641e-05
metallizz;>;DEL;are;V,POS,IMP,3,PL;9.82217e-05
mpestarsi;>;INS;te;V,IND,PRS,2,PL;9.81867e-05
icizz;e>;DEL;ar;V,IND,FUT,3,SG;9.8149e-05
ngersi;>;INS;va;V,IND,PST,3,SG,IPFV;9.8114e-05
ard;>;DEL;arsi;V,IND,FUT,3,SG;9.80753e-05
s;>;DEL;are;V,POS,IMP,3,SG;9.80299e-05
borghe;sire>;INS;sis;V,SBJV,PST,1,SG;9.79949e-05
a;>;DEL;re;V,POS,IMP,2,SG;9.79499e-05
a;>;DEL;re;V,POS,IMP,1,PL;9.79148e-05
a;>;DEL;re;V.CVB,PRS;9.78768e-05
c;>;DEL;are;V,POS,IMP,3,PL;9.78402e-05
gger;>;DEL;si;V,IND,FUT,1,SG;9.78042e-05
izz;e>;DEL;ar;V,IND,FUT,3,SG;9.77693e-05
end;e>;DEL;ar;V,IND,FUT,2,SG;9.77344e-05
pl;>;DEL;are;V,POS,IMP,3,PL;9.76927e-05
i;re>;DEL;a;V,IND,FUT,2,PL;9.76563e-05
mpl;>;DEL;are;V,POS,IMP,3,PL;9.76215e-05
cad;>;DEL;ere;V,IND,PRS,1,SG;9.75866e-05
ger;>;DEL;si;V,IND,FUT,1,SG;9.75519e-05
rsi;>;INS;va;V,IND,PST,3,SG,IPFV;9.75169e-05
zz;e>;DEL;ar;V,IND,FUT,3,SG;9.74822e-05
gersi;>;INS;va;V,IND,PST,3,SG,IPFV;9.74428e-05
cizz;e>;DEL;ar;V,IND,FUT,3,SG;9.74081e-05
cend;e>;DEL;ar;V,IND,FUT,2,SG;9.73734e-05
tarsi;>;INS;te;V,IND,PRS,2,PL;9.73385e-05
b;>;DEL;are;V,IND,PRS,1,SG;9.73035e-05
colpevolizz;i>;DEL;ars;V,SBJV,PRS,1,SG;9.72676e-05
ostantiv;are>;INS;i;V,IND,PRS,1,PL;9.72314e-05
apprendersi;>;INS;a;V,SBJV,PRS,2,SG;9.71967e-05
orghe;sire>;INS;sis;V,SBJV,PST,1,SG;9.71561e-05
servoassister;>;DEL;e;V,IND,PST,3,PL,PFV;9.71205e-05
rd;>;DEL;arsi;V,IND,FUT,3,SG;9.7079e-05
z;i>;DEL;ars;V,SBJV,PRS,2,PL;9.70445e-05
osofegg;re>;DEL;ia;V,IND,FUT,1,PL;9.70098e-05
esfolia;si>;DEL;r;V,SBJV,PST,2,PL;9.69752e-05
estarsi;>;INS;te;V,IND,PRS,2,PL;9.69383e-05
infletter;e>;INS;est;V,COND,2,PL;9.69011e-05
z;re>;DEL;a;V,IND,FUT,2,PL;9.68586e-05
stantiv;are>;INS;i;V,IND,PRS,1,PL;9.68218e-05
profess;are>;INS;i;V,POS,IMP,1,PL;9.67872e-05
iaddest;re>;DEL;ra;V,IND,FUT,3,SG;9.67523e-05
lsificar;e>;INS;h;V,IND,FUT,1,SG;9.67178e-05
ca;re>;INS;he;V,COND,3,SG;9.6682e-05
er;>;DEL;si;V,IND,FUT,1,SG;9.66412e-05
ovrintende;e>;DEL;r;V,SBJV,PST,3,SG;9.66047e-05
l;>;DEL;are;V,POS,IMP,3,PL;9.65678e-05
starsi;>;INS;te;V,IND,PRS,2,PL;9.65332e-05
allizz;>;DEL;are;V,POS,IMP,3,PL;9.64988e-05
rghe;sire>;INS;sis;V,SBJV,PST,1,SG;9.64632e-05
sfolia;si>;DEL;r;V,SBJV,PST,2,PL;9.64288e-05
ricandid;>;DEL;arsi;V,COND,3,SG;9.63944e-05
prendersi;>;INS;a;V,SBJV,PRS,2,SG;9.63581e-05
riprotegg;>;DEL;ere;V,IND,PRS,1,PL;9.63238e-05
autoripa;rarsi>;INS;re;V,IND,FUT,2,SG;9.62864e-05
scovr;ire>;INS;ist;V,IND,PST,2,SG,PFV;9.62513e-05
propors;i>;INS;n;V,SBJV,PRS,2,PL;9.6217e-05
ntrovent;re>;DEL;a;V,IND,FUT,1,PL;9.61823e-05
rvoassister;>;DEL;e;V,IND,PST,3,PL,PFV;9.61452e-05
zzopp;ire>;INS;iss;V,SBJV,PST,1,SG;9.61083e-05
d;>;DEL;arsi;V,IND,FUT,3,SG;9.60725e-05
d;>;DEL;ere;V,IND,PRS,1,SG;9.60381e-05
ghe;sire>;INS;sis;V,SBJV,PST,1,SG;9.60025e-05
vrintende;e>;DEL;r;V,SBJV,PST,3,SG;9.59668e-05
ad;>;DEL;ere;V,IND,PRS,1,SG;9.59316e-05
z;e>;DEL;ar;V,IND,FUT,3,SG;9.58974e-05
isquis;ire>;INS;iv;V,IND,PST,2,SG,IPFV;9.58631e-05
addest;re>;DEL;ra;V,IND,FUT,3,SG;9.58289e-05
sificar;e>;INS;h;V,IND,FUT,1,SG;9.57947e-05
ofegg;re>;DEL;ia;V,IND,FUT,1,PL;9.5759e-05
llizz;>;DEL;are;V,POS,IMP,3,PL;9.57237e-05
fletter;e>;INS;est;V,COND,2,PL;9.56866e-05
covr;ire>;INS;ist;V,IND,PST,2,SG,PFV;9.56524e-05
lpevolizz;i>;DEL;ars;V,SBJV,PRS,1,SG;9.56153e-05
icandid;>;DEL;arsi;V,COND,3,SG;9.558e-05
antiv;are>;INS;i;V,IND,PRS,1,PL;9.55445e-05
ropors;i>;INS;n;V,SBJV,PRS,2,PL;9.55077e-05
ddest;re>;DEL;ra;V,IND,FUT,3,SG;9.54736e-05
toripa;rarsi>;INS;re;V,IND,FUT,2,SG;9.54365e-05
ificar;e>;INS;h;V,IND,FUT,1,SG;9.54014e-05
miglior;>;DEL;arsi;V,COND,3,SG;9.53674e-05
letter;e>;INS;est;V,COND,2,PL;9.53334e-05
oripa;rarsi>;INS;re;V,IND,FUT,2,SG;9.52991e-05
arsi;>;INS;te;V,IND,PRS,2,PL;9.52636e-05
si;>;INS;erebbero;V,COND,3,PL;9.52273e-05
d;e>;DEL;ar;V,IND,FUT,2,SG;9.51933e-05
pevolizz;i>;DEL;ars;V,SBJV,PRS,1,SG;9.51592e-05
rintende;e>;DEL;r;V,SBJV,PST,3,SG;9.51253e-05
rofess;are>;INS;i;V,POS,IMP,1,PL;9.50914e-05
evolizz;i>;DEL;ars;V,SBJV,PRS,1,SG;9.50575e-05
fegg;re>;DEL;ia;V,IND,FUT,1,PL;9.50227e-05
he;sire>;INS;sis;V,SBJV,PST,1,SG;9.49888e-05
opp;ire>;INS;iss;V,SBJV,PST,1,SG;9.49549e-05
endersi;>;INS;a;V,SBJV,PRS,2,SG;9.49182e-05
protegg;>;DEL;ere;V,IND,PRS,1,PL;9.48844e-05
olia;si>;DEL;r;V,SBJV,PST,2,PL;9.48505e-05
ovr;ire>;INS;ist;V,IND,PST,2,SG,PFV;9.48167e-05
opors;i>;INS;n;V,SBJV,PRS,2,PL;9.47799e-05
iglior;>;DEL;arsi;V,COND,3,SG;9.47461e-05
filarsel;a>;INS;v;V,IND,PST,3,PL,IPFV;9.47118e-05
squis;ire>;INS;iv;V,IND,PST,2,SG,IPFV;9.46742e-05
ipa;rarsi>;INS;re;V,IND,FUT,2,SG;9.46404e-05
rsi;>;INS;te;V,IND,PRS,2,PL;9.46066e-05
izz;>;DEL;are;V,POS,IMP,3,PL;9.45729e-05
etter;e>;INS;est;V,COND,2,PL;9.45378e-05
rotegg;>;DEL;ere;V,IND,PRS,1,PL;9.45041e-05
ndersi;>;INS;a;V,SBJV,PRS,2,SG;9.44704e-05
lia;si>;DEL;r;V,SBJV,PST,2,PL;9.44349e-05
tiv;are>;INS;i;V,IND,PRS,1,PL;9.44002e-05
ntende;e>;DEL;r;V,SBJV,PST,3,SG;9.43661e-05
i;>;INS;te;V,IND,PRS,2,PL;9.43323e-05
ilarsel;a>;INS;v;V,IND,PST,3,PL,IPFV;9.42981e-05
glior;>;DEL;arsi;V,COND,3,SG;9.42626e-05
est;re>;DEL;ra;V,IND,FUT,3,SG;9.42291e-05
tter;e>;INS;est;V,COND,2,PL;9.41955e-05
quis;ire>;INS;iv;V,IND,PST,2,SG,IPFV;9.41603e-05
fess;are>;INS;i;V,POS,IMP,1,PL;9.41268e-05
ssister;>;DEL;e;V,IND,PST,3,PL,PFV;9.40933e-05
larsel;a>;INS;v;V,IND,PST,3,PL,IPFV;9.40597e-05
stima;si>;DEL;r;V.PTCP,PRS;9.40262e-05
pp;ire>;INS;iss;V,SBJV,PST,1,SG;9.39922e-05
ssip;>;DEL;arsi;V,COND,2,PL;9.39586e-05
zz;>;DEL;are;V,POS,IMP,3,PL;9.39237e-05
si;>;INS;te;V,IND,PRS,2,PL;9.38903e-05
sciog;>;DEL;liersi;V,POS,IMP,3,SG;9.38563e-05
iv;are>;INS;i;V,IND,PRS,1,PL;9.38229e-05
ia;si>;DEL;r;V,SBJV,PST,2,PL;9.37887e-05
brind;re>;DEL;a;V,IND,FUT,2,PL;9.37544e-05
pa;rarsi>;INS;re;V,IND,FUT,2,SG;9.3721e-05
agur;re>;DEL;a;V,IND,FUT,2,PL;9.36876e-05
ess;are>;INS;i;V,POS,IMP,1,PL;9.36542e-05
sister;>;DEL;e;V,IND,PST,3,PL,PFV;9.36208e-05
arsel;a>;INS;v;V,IND,PST,3,PL,IPFV;9.35874e-05
gg;re>;DEL;ia;V,IND,FUT,1,PL;9.35537e-05
ndid;>;DEL;arsi;V,COND,3,SG;9.35203e-05
rind;re>;DEL;a;V,IND,FUT,2,PL;9.34845e-05
loda;si>;DEL;r;V,SBJV,PST,1,PL;9.34512e-05
lior;>;DEL;arsi;V,COND,3,SG;9.34177e-05
st;re>;DEL;ra;V,IND,FUT,3,SG;9.33844e-05
gur;re>;DEL;a;V,IND,FUT,2,PL;9.33499e-05
ors;i>;INS;n;V,SBJV,PRS,2,PL;9.33166e-05
ciog;>;DEL;liersi;V,POS,IMP,3,SG;9.3282e-05
vent;re>;DEL;a;V,IND,FUT,1,PL;9.32487e-05
i;>;DEL;are;V,SBJV,PRS,3,SG;9.32153e-05
sip;>;DEL;arsi;V,COND,2,PL;9.3182e-05
is;ire>;INS;iv;V,IND,PST,2,SG,IPFV;9.31485e-05
ar;si>;INS;nte;V.PTCP,PRS;9.31148e-05
ars;i>;INS;t;V,IND,PST,2,SG,PFV;9.30816e-05
arsi;>;INS;eremmo;V,COND,1,PL;9.30483e-05
v;are>;INS;i;V,IND,PRS,1,PL;9.30151e-05
care;>;INS;hi;V,POS,IMP,3,SG;9.29819e-05
g;re>;DEL;ia;V,IND,FUT,1,PL;9.29481e-05
did;>;DEL;arsi;V,COND,3,SG;9.2915e-05
ss;are>;INS;i;V,POS,IMP,1,PL;9.28814e-05
ent;re>;DEL;a;V,IND,FUT,1,PL;9.28483e-05
tima;si>;DEL;r;V.PTCP,PRS;9.28148e-05
a;rarsi>;INS;re;V,IND,FUT,2,SG;9.27818e-05
rs;i>;INS;n;V,SBJV,PRS,2,PL;9.27479e-05
ur;re>;DEL;a;V,IND,FUT,2,PL;9.27146e-05
nd;re>;DEL;a;V,IND,FUT,2,PL;9.26816e-05
da;si>;DEL;r;V,SBJV,PST,1,PL;9.26485e-05
t;re>;DEL;ra;V,IND,FUT,3,SG;9.2615e-05
ior;>;DEL;arsi;V,COND,3,SG;9.2582e-05
er;e>;INS;est;V,COND,2,PL;9.2549e-05
egg;>;DEL;ere;V,IND,PRS,1,PL;9.2516e-05
rsel;a>;INS;v;V,IND,PST,3,PL,IPFV;9.2483e-05
ind;re>;DEL;a;V,IND,FUT,2,PL;9.24501e-05
s;ire>;INS;iv;V,IND,PST,2,SG,IPFV;9.24164e-05
iog;>;DEL;liersi;V,POS,IMP,3,SG;9.23834e-05
solfor;>;DEL;are;V,IND,PRS,2,SG;9.235e-05
ars;>;DEL;i;V,SBJV,PST,2,PL;9.23169e-05
rsi;>;INS;amo;V,IND,PRS,1,PL;9.22839e-05
a;si>;DEL;r;V.CVB,PRS;9.2251e-05
rsi;>;INS;a;V,SBJV,PRS,2,SG;9.22181e-05
rsi;>;INS;vate;V,IND,PST,2,PL,IPFV;9.21852e-05
