Source;Target;Combined;Inserts;Deletes;Grammar
emirāts;emirātu;emirātDEL(s)INS(u);INS(u);DEL(s);N,ACC,SG
bērais;bēro;bērDEL(ais)INS(o);INS(o);DEL(ais);ADJ,DAT,SG,MASC
sinonīmiskais;sinonīmisko;sinonīmiskDEL(ais)INS(o);INS(o);DEL(ais);ADJ,DAT,SG,MASC
japānis;japānis;japānis;;;N,NOM,SG
vakarīgāks;vakarīgākā;vakarīgākDEL(s)INS(ā);INS(ā);DEL(s);ADJ,INST,SG,FEM
vingrotājs;vingrotājs;vingrotājs;;;N,NOM,SG
francūzis;frančiem;franDEL(cūzis)INS(čiem);INS(čiem);DEL(cūzis);N,INST,PL
retākais;retākie;retākDEL(a)iDEL(s)INS(e);INS(e);DEL(a),DEL(s);ADJ,LOC,PL,MASC
alus;alus;alus;;;N,NOM,SG
pavasarīgākais;pavasarīgākajās;pavasarīgākaDEL(i)INS(jā)s;INS(jā);DEL(i);ADJ,INST,PL,FEM
neraksturot;neraksturosit;neraksturoINS(si)t;INS(si);;V,2,PL,FUT,IND
afrikānietis;afrikāniešus;afrikānieDEL(ti)INS(šu)s;INS(šu);DEL(ti);N,GEN,PL
visplatākais;visplatākais;visplatākais;;;ADJ,LOC,SG,MASC
grūtība;grūtību;grūtībDEL(a)INS(u);INS(u);DEL(a);N,INST,SG
vistaijiskākais;vistaijiskākā;vistaijiskākDEL(ais)INS(ā);INS(ā);DEL(ais);ADJ,ACC,SG,MASC
vislietainākais;vislietainākais;vislietainākais;;;ADJ,LOC,SG,MASC
visvalodīgākais;visvalodīgākajā;visvalodīgākaDEL(is)INS(jā);INS(jā);DEL(is);ADJ,INST,SG,FEM
nešmaukšana;nešmaukšanas;nešmaukšanaINS(s);INS(s);;N,GEN,SG
islandisks;islandisku;islandiskDEL(s)INS(u);INS(u);DEL(s);ADJ,ACC,PL,MASC
helikopters;helikopteros;helikopterINS(o)s;INS(o);;N,LOC,PL
bagātīgais;bagātīgajai;bagātīgINS(aj)aiDEL(s);INS(aj);DEL(s);ADJ,GEN,SG,FEM
zīdināšana;zīdināšanā;zīdināšanDEL(a)INS(ā);INS(ā);DEL(a);N,LOC,SG
laizīt;laizām;laizDEL(īt)INS(ām);INS(ām);DEL(īt);V,1,PL,PRS,IND
ziedu mēnesis;ziedu mēnesim;ziedu mēnesiDEL(s)INS(m);INS(m);DEL(s);N,DAT,SG
baigāks;baigāku;baigākDEL(s)INS(u);INS(u);DEL(s);ADJ,NOM,SG,MASC
iesišana;iesišanu;iesišanDEL(a)INS(u);INS(u);DEL(a);N,INST,SG
rīss;rīsu;rīDEL(s)sINS(u);INS(u);DEL(s);N,INST,SG
mazturīgāks;mazturīgākas;mazturīgākINS(a)s;INS(a);;ADJ,NOM,PL,FEM
vaisloties;vaislojies;vaisloDEL(t)INS(j)ies;INS(j);DEL(t);V,V.PTCP,PST,ACT
mezglot;mezglots;mezglotINS(s);INS(s);;V,V.PTCP,PST,PASS
neziemot;neziemo;neziemoDEL(t);;DEL(t);V,2,SG,PRS,IND
nedzelt;nedzels;nedzelDEL(t)INS(s);INS(s);DEL(t);V,3,SG,FUT,IND
aizliegt;lai aizliedz;INS(lai )aizlieDEL(gt)INS(dz);INS(lai ),INS(dz);DEL(gt);V,3,SG,IMP
prece;precēs;precDEL(e)INS(ēs);INS(ēs);DEL(e);N,LOC,PL
spodrāks;spodrāka;spodrākDEL(s)INS(a);INS(a);DEL(s);ADJ,ACC,SG,MASC
trulākais;trulākos;trulākDEL(ai)INS(o)s;INS(o);DEL(ai);ADJ,NOM,PL,MASC
lietainais;lietainais;lietainais;;;ADJ,LOC,SG,MASC
vislabējākais;vislabējākajai;vislabējākINS(aj)aiDEL(s);INS(aj);DEL(s);ADJ,GEN,SG,FEM
asākais;asākajos;asākaDEL(i)INS(jo)s;INS(jo);DEL(i);ADJ,INST,PL,MASC
nenocept;nenocepam;nenocepDEL(t)INS(am);INS(am);DEL(t);V,V.PTCP,PRS,LGSPEC6
ķemmēt;ķemmēja;ķemmēDEL(t)INS(ja);INS(ja);DEL(t);V,3,PL,PST,IND
urāns;urāns;urāns;;;N,NOM,SG
uzvārīt;uzvārīja;uzvārīDEL(t)INS(ja);INS(ja);DEL(t);V,3,PL,PST,IND
īsināt;lai īsina;INS(lai )īsinDEL(āt)INS(a);INS(lai ),INS(a);DEL(āt);V,3,PL,IMP
palīdzēt;palīdzam;palīdzDEL(ēt)INS(am);INS(am);DEL(ēt);V,V.PTCP,PRS,LGSPEC6
neprātīgais;neprātīgajā;neprātīgaDEL(is)INS(jā);INS(jā);DEL(is);ADJ,INST,SG,MASC
rakstiskais;rakstisko;rakstiskDEL(ais)INS(o);INS(o);DEL(ais);ADJ,DAT,SG,MASC
ārprātīgais;ārprātīgajā;ārprātīgaDEL(is)INS(jā);INS(jā);DEL(is);ADJ,INST,SG,FEM
nezāģēt;nezāģēšana;nezāģēDEL(t)INS(šana);INS(šana);DEL(t);V,V.MSDR
visbaltkrieviskākais;visbaltkrieviskākajam;visbaltkrieviskākaDEL(is)INS(jam);INS(jam);DEL(is);ADJ,GEN,SG,MASC
astronomiskākais;astronomiskākajos;astronomiskākaDEL(i)INS(jo)s;INS(jo);DEL(i);ADJ,INST,PL,MASC
kirijs;kiriju;kirijDEL(s)INS(u);INS(u);DEL(s);N,ACC,SG
nekaplēt;nekaplēšu;nekaplēDEL(t)INS(šu);INS(šu);DEL(t);V,1,SG,FUT,IND
drēgnums;drēgnumu;drēgnumDEL(s)INS(u);INS(u);DEL(s);N,ACC,SG
negatavot;negatavoja;negatavoDEL(t)INS(ja);INS(ja);DEL(t);V,3,PL,PST,IND
irāniskākais;irāniskākajā;irāniskākaDEL(is)INS(jā);INS(jā);DEL(is);ADJ,INST,SG,MASC
stiprība;stiprībā;stiprībDEL(a)INS(ā);INS(ā);DEL(a);N,LOC,SG
iedarbīgais;iedarbīgajām;iedarbīgaDEL(is)INS(jām);INS(jām);DEL(is);ADJ,GEN,PL,FEM
nepiederēt;nepiederēju;nepiederēDEL(t)INS(ju);INS(ju);DEL(t);V,1,SG,PST,IND
skaitliskākais;skaitliskākajām;skaitliskākaDEL(is)INS(jām);INS(jām);DEL(is);ADJ,DAT,PL,FEM
kartupelis;kartupeļa;kartupeDEL(lis)INS(ļa);INS(ļa);DEL(lis);N,GEN,SG
vistievākais;vistievāko;vistievākDEL(ais)INS(o);INS(o);DEL(ais);ADJ,ACC,PL,MASC
psiholoģiskais;psiholoģiskajam;psiholoģiskaDEL(is)INS(jam);INS(jam);DEL(is);ADJ,GEN,SG,MASC
matemātiskāks;matemātiskākiem;matemātiskākDEL(s)INS(iem);INS(iem);DEL(s);ADJ,GEN,PL,MASC
necept;necep;necepDEL(t);;DEL(t);V,2,SG,PRS,IND
visireālākais;visireālākā;visireālākDEL(ais)INS(ā);INS(ā);DEL(ais);ADJ,LOC,SG,FEM
saldāks;saldāku;saldākDEL(s)INS(u);INS(u);DEL(s);ADJ,NOM,SG,FEM
āmers;āmeriem;āmerDEL(s)INS(iem);INS(iem);DEL(s);N,INST,PL
violetbrūnā mušmire;violetbrūnās mušmires;violetbrūnāINS(s) mušmireINS(s);INS(s),INS(s);;N,GEN,SG
klusākais;klusākos;klusākDEL(ai)INS(o)s;INS(o);DEL(ai);ADJ,NOM,PL,MASC
visvājākais;visvājākās;visvājākDEL(ai)INS(ā)s;INS(ā);DEL(ai);ADJ,NOM,PL,FEM
rokas soma;rokas soma;rokas soma;;;N,VOC,SG
somiskākais;somiskākajam;somiskākaDEL(is)INS(jam);INS(jam);DEL(is);ADJ,GEN,SG,MASC
bēdīgāks;bēdīgākiem;bēdīgākDEL(s)INS(iem);INS(iem);DEL(s);ADJ,DAT,PL,MASC
žvīkstēt;žvīkst;žvīksDEL(tē)t;;DEL(tē);V,3,SG,PRS,IND
locījums;locījum;locījumDEL(s);;DEL(s);N,VOC,SG
straujais;straujo;straujDEL(ais)INS(o);INS(o);DEL(ais);ADJ,ACC,PL,FEM
vājš;vājas;vājDEL(š)INS(as);INS(as);DEL(š);ADJ,NOM,PL,FEM
starenes saite;starenes saiti;starenes saitDEL(e)INS(i);INS(i);DEL(e);N,INST,SG
sinonīmija;sinonīmijām;sinonīmijDEL(a)INS(ām);INS(ām);DEL(a);N,DAT,PL
ģeometriskais;ģeometriskais;ģeometriskais;;;ADJ,LOC,SG,MASC
neitrālākais;neitrālākajai;neitrālākINS(aj)aiDEL(s);INS(aj);DEL(s);ADJ,GEN,SG,FEM
celt;cēla;cDEL(elt)INS(ēla);INS(ēla);DEL(elt);V,3,PL,PST,IND
aseksuālākais;aseksuālākie;aseksuālākDEL(a)iDEL(s)INS(e);INS(e);DEL(a),DEL(s);ADJ,LOC,PL,MASC
vispateicīgākais;vispateicīgākās;vispateicīgākDEL(ai)INS(ā)s;INS(ā);DEL(ai);ADJ,LOC,PL,FEM
virsis;viršiem;virDEL(sis)INS(šiem);INS(šiem);DEL(sis);N,INST,PL
drakons;drakonus;drakonINS(u)s;INS(u);;N,ACC,PL
lietainākais;lietaināko;lietainākDEL(ais)INS(o);INS(o);DEL(ais);ADJ,NOM,SG,MASC
slidenākais;slidenāko;slidenākDEL(ais)INS(o);INS(o);DEL(ais);ADJ,ACC,PL,FEM
biežāks;biežākām;biežākDEL(s)INS(ām);INS(ām);DEL(s);ADJ,GEN,PL,FEM
just;esot jājūt;INS(esot jā)jDEL(us)INS(ū)t;INS(esot jā),INS(ū);DEL(us);V,LGSPEC2,LGSPEC7
iecept;iecept;iecept;;;V,NFIN
lingvistiskais;lingvistisko;lingvistiskDEL(ais)INS(o);INS(o);DEL(ais);ADJ,ACC,PL,MASC
slavenais;slavenajai;slavenINS(aj)aiDEL(s);INS(aj);DEL(s);ADJ,GEN,SG,FEM
irāniskāks;irāniskākiem;irāniskākDEL(s)INS(iem);INS(iem);DEL(s);ADJ,GEN,PL,MASC
katalāniskais;katalānisko;katalāniskDEL(ais)INS(o);INS(o);DEL(ais);ADJ,DAT,SG,FEM
vakariņas;vakariņās;vakariņDEL(a)INS(ā)s;INS(ā);DEL(a);N,LOC,PL
dāniskais;dānisko;dāniskDEL(ais)INS(o);INS(o);DEL(ais);ADJ,DAT,SG,FEM
nerealizēt;nerealizē;nerealizēDEL(t);;DEL(t);V,3,SG,PRS,IND
neraksturot;neraksturoja;neraksturoDEL(t)INS(ja);INS(ja);DEL(t);V,3,PL,PST,IND
nākatne;nākatni;nākatnDEL(e)INS(i);INS(i);DEL(e);N,INST,SG
sievišķīgums;sievišķīguma;sievišķīgumDEL(s)INS(a);INS(a);DEL(s);N,GEN,SG
izraēliskākais;izraēliskākās;izraēliskākDEL(ai)INS(ā)s;INS(ā);DEL(ai);ADJ,NOM,PL,FEM
sarkanbrūnāks;sarkanbrūnāku;sarkanbrūnākDEL(s)INS(u);INS(u);DEL(s);ADJ,ACC,PL,FEM
seklums;seklumā;seklumDEL(s)INS(ā);INS(ā);DEL(s);N,LOC,SG
patulkot;patulkojot;patulkINS(oj)ot;INS(oj);;V,V.PTCP,PRS,LGSPEC5
gāzveidīgais;gāzveidīgo;gāzveidīgDEL(ais)INS(o);INS(o);DEL(ais);ADJ,DAT,SG,MASC
velnišķākais;velnišķākās;velnišķākDEL(ai)INS(ā)s;INS(ā);DEL(ai);ADJ,LOC,PL,FEM
spīdīgs;spīdīgu;spīdīgDEL(s)INS(u);INS(u);DEL(s);ADJ,DAT,SG,MASC
interjekcija;interjekcijā;interjekcijDEL(a)INS(ā);INS(ā);DEL(a);N,LOC,SG
labāks;labāku;labākDEL(s)INS(u);INS(u);DEL(s);ADJ,ACC,PL,MASC
visjaunākais;visjaunākās;visjaunākDEL(ai)INS(ā)s;INS(ā);DEL(ai);ADJ,LOC,PL,FEM
visnespodrākais;visnespodrākajām;visnespodrākaDEL(is)INS(jām);INS(jām);DEL(is);ADJ,DAT,PL,FEM
visaseksuālākais;visaseksuālākā;visaseksuālākDEL(ais)INS(ā);INS(ā);DEL(ais);ADJ,ACC,SG,MASC
krāšņāks;krāšņāku;krāšņākDEL(s)INS(u);INS(u);DEL(s);ADJ,ACC,PL,FEM
firstiene;firstienēs;firstienDEL(e)INS(ēs);INS(ēs);DEL(e);N,LOC,PL
nespodrāks;nespodrāka;nespodrākDEL(s)INS(a);INS(a);DEL(s);ADJ,ACC,SG,MASC
garšīgais;garšīgā;garšīgDEL(ais)INS(ā);INS(ā);DEL(ais);ADJ,LOC,SG,FEM
nedancināt;nedancināsim;nedancināDEL(t)INS(sim);INS(sim);DEL(t);V,1,PL,FUT,IND
fosfors;fosfor;fosforDEL(s);;DEL(s);N,VOC,SG
satiksmes vārds;satiksmes vārdos;satiksmes vārdINS(o)s;INS(o);;N,LOC,PL
ošana;ošanu;ošanDEL(a)INS(u);INS(u);DEL(a);N,ACC,SG
vismīlīgākais;vismīlīgākajām;vismīlīgākaDEL(is)INS(jām);INS(jām);DEL(is);ADJ,GEN,PL,FEM
nestrādāt;nestrādā;nestrādāDEL(t);;DEL(t);V,3,SG,PRS,IND
pelēkais strazds;pelēko strazdu;pelēkDEL(ais)INS(o) strazdDEL(s)INS(u);INS(o),INS(u);DEL(ais),DEL(s);N,ACC,SG
seksīgāks;seksīgāku;seksīgākDEL(s)INS(u);INS(u);DEL(s);ADJ,DAT,SG,MASC
vecāks;vecāku;vecākDEL(s)INS(u);INS(u);DEL(s);ADJ,ACC,PL,FEM
muklainākais;muklainākajā;muklainākaDEL(is)INS(jā);INS(jā);DEL(is);ADJ,INST,SG,FEM
ornitoloģisks;ornitoloģiskā;ornitoloģiskDEL(s)INS(ā);INS(ā);DEL(s);ADJ,INST,SG,MASC
norvēģiskais;norvēģisko;norvēģiskDEL(ais)INS(o);INS(o);DEL(ais);ADJ,NOM,SG,MASC
plānais;plānajās;plānaDEL(i)INS(jā)s;INS(jā);DEL(i);ADJ,INST,PL,FEM
vajadzīgāks;vajadzīgāku;vajadzīgākDEL(s)INS(u);INS(u);DEL(s);ADJ,DAT,SG,MASC
bioloģiskākais;bioloģiskākās;bioloģiskākDEL(ai)INS(ā)s;INS(ā);DEL(ai);ADJ,NOM,PL,FEM
latīnis;latīņus;latīDEL(ni)INS(ņu)s;INS(ņu);DEL(ni);N,ACC,PL
ciemoties;ciemojies;ciemoDEL(t)INS(j)ies;INS(j);DEL(t);V,V.PTCP,PST,ACT
naskais;nasko;naskDEL(ais)INS(o);INS(o);DEL(ais);ADJ,DAT,SG,MASC
ziepjainākais;ziepjaināko;ziepjainākDEL(ais)INS(o);INS(o);DEL(ais);ADJ,DAT,SG,FEM
jūras lauva;jūras lauvas;jūras lauvaINS(s);INS(s);;N,GEN,SG
portugālisks;portugāliskiem;portugāliskDEL(s)INS(iem);INS(iem);DEL(s);ADJ,DAT,PL,MASC
ireālais;ireālā;ireālDEL(ais)INS(ā);INS(ā);DEL(ais);ADJ,LOC,SG,FEM
rupjvīle;rupjvīlēm;rupjvīlDEL(e)INS(ēm);INS(ēm);DEL(e);N,INST,PL
enerģiskākais;enerģiskākajā;enerģiskākaDEL(is)INS(jā);INS(jā);DEL(is);ADJ,INST,SG,FEM
filoloģiskais;filoloģiskās;filoloģiskDEL(ai)INS(ā)s;INS(ā);DEL(ai);ADJ,ACC,SG,FEM
vienot;vienojam;vienoDEL(t)INS(jam);INS(jam);DEL(t);V,1,PL,PRS,IND
garais ā;garie ā;garDEL(a)iDEL(s)INS(e) ā;INS(e);DEL(a),DEL(s);N,VOC,PL
neapspriest;neapspriedīšu;neapsprieDEL(st)INS(dīšu);INS(dīšu);DEL(st);V,1,SG,FUT,IND
humorists;humoristu;humoristDEL(s)INS(u);INS(u);DEL(s);N,INST,SG
nākt;nākšu;nākDEL(t)INS(šu);INS(šu);DEL(t);V,1,SG,FUT,IND
zvīņa;zvīņā;zvīņDEL(a)INS(ā);INS(ā);DEL(a);N,LOC,SG
medicīnisks;medicīniska;medicīniskDEL(s)INS(a);INS(a);DEL(s);ADJ,ACC,SG,MASC
slavenākais;slavenākajai;slavenākINS(aj)aiDEL(s);INS(aj);DEL(s);ADJ,GEN,SG,FEM
neatstāstīt;neatstāsta;neatstāsDEL(tī)tINS(a);INS(a);DEL(tī);V,3,SG,PRS,IND
latīniskais;latīniskā;latīniskDEL(ais)INS(ā);INS(ā);DEL(ais);ADJ,ACC,SG,MASC
teoloģiskāks;teoloģiskāku;teoloģiskākDEL(s)INS(u);INS(u);DEL(s);ADJ,DAT,SG,MASC
ārzemnieks;ārzemnieka;ārzemniekDEL(s)INS(a);INS(a);DEL(s);N,GEN,SG
lokanais;lokano;lokanDEL(ais)INS(o);INS(o);DEL(ais);ADJ,ACC,PL,MASC
visstingākais;visstingāko;visstingākDEL(ais)INS(o);INS(o);DEL(ais);ADJ,ACC,PL,FEM
pasacīt;pasacīsit;pasacīINS(si)t;INS(si);;V,2,PL,FUT,IND
skūpstīt;skūpstīja;skūpstīDEL(t)INS(ja);INS(ja);DEL(t);V,3,SG,PST,IND
visdāniskākais;visdāniskākos;visdāniskākDEL(ai)INS(o)s;INS(o);DEL(ai);ADJ,NOM,PL,MASC
šahāda;šahādu;šahādDEL(a)INS(u);INS(u);DEL(a);N,ACC,SG
strādīgs;strādīgas;strādīgINS(a)s;INS(a);;ADJ,ACC,SG,FEM
gruzīns;gruzīniem;gruzīnDEL(s)INS(iem);INS(iem);DEL(s);N,DAT,PL
skaitļa vārds;skaitļa vārds;skaitļa vārds;;;N,NOM,SG
visneatkarīgākais;visneatkarīgāko;visneatkarīgākDEL(ais)INS(o);INS(o);DEL(ais);ADJ,NOM,SG,FEM
veiklāks;veiklākā;veiklākDEL(s)INS(ā);INS(ā);DEL(s);ADJ,INST,SG,MASC
neprātīgāks;neprātīgāka;neprātīgākDEL(s)INS(a);INS(a);DEL(s);ADJ,ACC,SG,MASC
botāniķe;botāniķē;botāniķDEL(e)INS(ē);INS(ē);DEL(e);N,LOC,SG
vismelīgākais;vismelīgākās;vismelīgākDEL(ai)INS(ā)s;INS(ā);DEL(ai);ADJ,NOM,PL,FEM
visjēdzieniskākais;visjēdzieniskāko;visjēdzieniskākDEL(ais)INS(o);INS(o);DEL(ais);ADJ,NOM,SG,MASC
senāks;senāka;senākDEL(s)INS(a);INS(a);DEL(s);ADJ,ACC,SG,MASC
sibīriskais;sibīriskos;sibīriskDEL(ai)INS(o)s;INS(o);DEL(ai);ADJ,NOM,PL,MASC
abstrahēt;abstrahējot;abstrahēINS(jo)t;INS(jo);;V,LGSPEC1,PRS
dziļais;dziļo;dziļDEL(ais)INS(o);INS(o);DEL(ais);ADJ,ACC,PL,FEM
veiklāks;veiklākā;veiklākDEL(s)INS(ā);INS(ā);DEL(s);ADJ,INST,SG,FEM
ziepes;ziepes;ziepes;;;N,VOC,PL
neatstāstīšana;neatstāstīšanai;neatstāstīšanaINS(i);INS(i);;N,DAT,SG
nemaksāt;nemaksāsit;nemaksāINS(si)t;INS(si);;V,2,PL,FUT,IND
zvīņains;zvīņainas;zvīņainINS(a)s;INS(a);;ADJ,ACC,SG,FEM
lingviste;lingvistes;lingvisteINS(s);INS(s);;N,ACC,PL
taisns;taisnu;taisnDEL(s)INS(u);INS(u);DEL(s);ADJ,DAT,SG,FEM
taizemiskākais;taizemiskākie;taizemiskākDEL(a)iDEL(s)INS(e);INS(e);DEL(a),DEL(s);ADJ,LOC,PL,MASC
sociālistisks;sociālistisku;sociālistiskDEL(s)INS(u);INS(u);DEL(s);ADJ,DAT,SG,MASC
visturkmēniskākais;visturkmēniskākos;visturkmēniskākDEL(ai)INS(o)s;INS(o);DEL(ai);ADJ,NOM,PL,MASC
kļūdīgākais;kļūdīgākie;kļūdīgākDEL(a)iDEL(s)INS(e);INS(e);DEL(a),DEL(s);ADJ,LOC,PL,MASC
slimāks;slimākai;slimākDEL(s)INS(ai);INS(ai);DEL(s);ADJ,GEN,SG,FEM
skudre;skudre;skudre;;;N,VOC,SG
neskatīt;neskatījis;neskatīDEL(t)INS(jis);INS(jis);DEL(t);V,V.PTCP,PST,ACT
astrofiziķe;astrofiziķes;astrofiziķeINS(s);INS(s);;N,GEN,SG
neatkarīgs;neatkarīgu;neatkarīgDEL(s)INS(u);INS(u);DEL(s);ADJ,ACC,PL,MASC
raženais;raženajam;raženaDEL(is)INS(jam);INS(jam);DEL(is);ADJ,GEN,SG,MASC
neitralizēt;neitralizējam;neitralizēDEL(t)INS(jam);INS(jam);DEL(t);V,1,PL,PRS,IND
pirkt;pirks;pirkDEL(t)INS(s);INS(s);DEL(t);V,3,PL,FUT,IND
vīķe;vīķu;vīķDEL(e)INS(u);INS(u);DEL(e);N,GEN,PL
zīt;zīst;zīINS(s)t;INS(s);;V,3,PL,PRS,IND
visgrūtākais;visgrūtākajai;visgrūtākINS(aj)aiDEL(s);INS(aj);DEL(s);ADJ,GEN,SG,FEM
svešākais;svešākajām;svešākaDEL(is)INS(jām);INS(jām);DEL(is);ADJ,DAT,PL,FEM
spēja;spējas;spējaINS(s);INS(s);;N,NOM,PL
govs;govis;govINS(i)s;INS(i);;N,ACC,PL
vaislīgākais;vaislīgākās;vaislīgākDEL(ai)INS(ā)s;INS(ā);DEL(ai);ADJ,NOM,PL,FEM
straujais;straujajās;straujaDEL(i)INS(jā)s;INS(jā);DEL(i);ADJ,INST,PL,FEM
visvājdzirdīgākais;visvājdzirdīgākais;visvājdzirdīgākais;;;ADJ,LOC,SG,MASC
visretākais;visretākajam;visretākaDEL(is)INS(jam);INS(jam);DEL(is);ADJ,GEN,SG,MASC
seksuālais;seksuālais;seksuālais;;;ADJ,LOC,SG,MASC
sidrabaināks;sidrabainākas;sidrabainākINS(a)s;INS(a);;ADJ,NOM,PL,FEM
astainais;astainajam;astainaDEL(is)INS(jam);INS(jam);DEL(is);ADJ,GEN,SG,MASC
mongoļu valoda;mongoļu valoda;mongoļu valoda;;;N,NOM,SG
nediskutēt;nediskutējot;nediskutēINS(jo)t;INS(jo);;V,LGSPEC1,PRS
nesacepties;nesacepšoties;nesacepINS(šo)ties;INS(šo);;V,LGSPEC1,FUT
gaidīt;gaidīšu;gaidīDEL(t)INS(šu);INS(šu);DEL(t);V,1,SG,FUT,IND
fonētiskais;fonētisko;fonētiskDEL(ais)INS(o);INS(o);DEL(ais);ADJ,DAT,SG,FEM
ģimene;ģimenes;ģimeneINS(s);INS(s);;N,NOM,PL
saldais kartupelis;saldo kartupeļu;saldDEL(ais)INS(o) kartupeDEL(lis)INS(ļu);INS(o),INS(ļu);DEL(ais),DEL(lis);N,GEN,PL
pilsoniskākais;pilsoniskākā;pilsoniskākDEL(ais)INS(ā);INS(ā);DEL(ais);ADJ,ACC,SG,MASC
visķīniskākais;visķīniskākajām;visķīniskākaDEL(is)INS(jām);INS(jām);DEL(is);ADJ,DAT,PL,FEM
vismeitenīgākais;vismeitenīgākajam;vismeitenīgākaDEL(is)INS(jam);INS(jam);DEL(is);ADJ,GEN,SG,MASC
netelefonēt;netelefonēs;netelefonēDEL(t)INS(s);INS(s);DEL(t);V,3,PL,FUT,IND
visnepareizākais;visnepareizākās;visnepareizākDEL(ai)INS(ā)s;INS(ā);DEL(ai);ADJ,LOC,PL,FEM
šunelis;šunelim;šuneliDEL(s)INS(m);INS(m);DEL(s);N,DAT,SG
ledus lācis;ledus lāci;ledus lāciDEL(s);;DEL(s);N,INST,SG
zaglīgums;zaglīguma;zaglīgumDEL(s)INS(a);INS(a);DEL(s);N,GEN,SG
aseksuāliste;aseksuāliste;aseksuāliste;;;N,NOM,SG
ieart;iearot;iearINS(o)t;INS(o);;V,V.PTCP,PRS,LGSPEC5
možums;možumu;možumDEL(s)INS(u);INS(u);DEL(s);N,INST,SG
draiskulīgākais;draiskulīgākajā;draiskulīgākaDEL(is)INS(jā);INS(jā);DEL(is);ADJ,INST,SG,MASC
rupākais;rupāko;rupākDEL(ais)INS(o);INS(o);DEL(ais);ADJ,DAT,SG,MASC
svešādāks;svešādākā;svešādākDEL(s)INS(ā);INS(ā);DEL(s);ADJ,INST,SG,FEM
visslidenākais;visslidenākajām;visslidenākaDEL(is)INS(jām);INS(jām);DEL(is);ADJ,GEN,PL,FEM
neblāvošana;neblāvošanai;neblāvošanaINS(i);INS(i);;N,DAT,SG
garais ī;garajos ī;garaDEL(i)INS(jo)s ī;INS(jo);DEL(i);N,LOC,PL
slaucīšana;slaucīšanā;slaucīšanDEL(a)INS(ā);INS(ā);DEL(a);N,LOC,SG
sarkanbrūns;sarkanbrūnu;sarkanbrūnDEL(s)INS(u);INS(u);DEL(s);ADJ,NOM,SG,FEM
studente;studentes;studenteINS(s);INS(s);;N,NOM,PL
toksiskais;toksiskos;toksiskDEL(ai)INS(o)s;INS(o);DEL(ai);ADJ,NOM,PL,MASC
prieks;prieki;priekDEL(s)INS(i);INS(i);DEL(s);N,NOM,PL
glīšākais;glīšākās;glīšākDEL(ai)INS(ā)s;INS(ā);DEL(ai);ADJ,NOM,PL,FEM
stepe;stepes;stepeINS(s);INS(s);;N,ACC,PL
telerķis;telerķiem;telerķiDEL(s)INS(em);INS(em);DEL(s);N,INST,PL
rožainākais;rožainākajiem;rožainākaINS(j)iDEL(s)INS(em);INS(j),INS(em);DEL(s);ADJ,GEN,PL,MASC
vabols;vabolam;vabolDEL(s)INS(am);INS(am);DEL(s);N,DAT,SG
somiskāks;somiskākā;somiskākDEL(s)INS(ā);INS(ā);DEL(s);ADJ,INST,SG,FEM
bremze;bremzei;bremzeINS(i);INS(i);;N,DAT,SG
neatbildēt;neatbildējāt;neatbildēINS(jā)t;INS(jā);;V,2,PL,PST,IND
čaklāks;čaklāku;čaklākDEL(s)INS(u);INS(u);DEL(s);ADJ,NOM,SG,MASC
visrēdākais;visrēdākajām;visrēdākaDEL(is)INS(jām);INS(jām);DEL(is);ADJ,GEN,PL,FEM
tuvais;tuvo;tuvDEL(ais)INS(o);INS(o);DEL(ais);ADJ,DAT,SG,MASC
būtne;būtnes;būtneINS(s);INS(s);;N,ACC,PL
murrāt;lai murrājot;INS(lai )murrāINS(jo)t;INS(lai ),INS(jo);;V,LGSPEC1,IMP
ziepjaināks;ziepjainākas;ziepjainākINS(a)s;INS(a);;ADJ,NOM,PL,FEM
intīmais;intīmo;intīmDEL(ais)INS(o);INS(o);DEL(ais);ADJ,NOM,SG,FEM
mīls;mīlām;mīlDEL(s)INS(ām);INS(ām);DEL(s);ADJ,DAT,PL,FEM
literatūra;literatūras;literatūraINS(s);INS(s);;N,ACC,PL
svainība;svainībā;svainībDEL(a)INS(ā);INS(ā);DEL(a);N,LOC,SG
žvīkstēt;žvīkstēja;žvīkstēDEL(t)INS(ja);INS(ja);DEL(t);V,3,PL,PST,IND
seksuālais;seksuālajās;seksuālaDEL(i)INS(jā)s;INS(jā);DEL(i);ADJ,INST,PL,FEM
afrikāniskais;afrikāniskajās;afrikāniskaDEL(i)INS(jā)s;INS(jā);DEL(i);ADJ,INST,PL,FEM
metafiziķis;metafiziķi;metafiziķiDEL(s);;DEL(s);N,ACC,SG
slāviskāks;slāviskāku;slāviskākDEL(s)INS(u);INS(u);DEL(s);ADJ,DAT,SG,MASC
dzert;dzērām;dzDEL(ert)INS(ērām);INS(ērām);DEL(ert);V,1,PL,PST,IND
patulkot;patulkojam;patulkoDEL(t)INS(jam);INS(jam);DEL(t);V,V.PTCP,PRS,LGSPEC6
vislieliskākais;vislieliskākajām;vislieliskākaDEL(is)INS(jām);INS(jām);DEL(is);ADJ,DAT,PL,FEM
februāris;februāri;februāriDEL(s);;DEL(s);N,INST,SG
necentralizēt;necentralizēšana;necentralizēDEL(t)INS(šana);INS(šana);DEL(t);V,V.MSDR
baltāks;baltākās;baltākINS(ā)s;INS(ā);;ADJ,INST,PL,FEM
