Source;Left;Right;Operation;Object;Grammar
ístað;<ísta;ð>;INS;ði;N,DEF,NOM,SG
hlykkur;<hlykk;ur>;INS;jun;N,DEF,DAT,PL
hlykkur;<hlykku;>;DEL;r;N,DEF,DAT,PL
hlykkur;<hlykkur;>;INS;m;N,DEF,DAT,PL
klipping;<klipping;>;INS;arnar;N,DEF,ACC,PL
geimskip;<geimskip;>;INS;ið;N,DEF,ACC,SG
hrúður;<hrúð;r>;DEL;u;N,DEF,ACC,PL
hrúður;<hrúður;>;INS;in;N,DEF,ACC,PL
sauðnaut;<sauðnaut;>;INS;ið;N,DEF,ACC,SG
dafna;<d;fna>;DEL;a;V,IND,PST,3,PL
dafna;<da;fna>;INS;ö;V,IND,PST,3,PL
dafna;<dafn;>;DEL;a;V,IND,PST,3,PL
dafna;<dafna;>;INS;uðu;V,IND,PST,3,PL
lögga;<lögg;>;DEL;a;N,INDF,ACC,PL
lögga;<lögga;>;INS;ur;N,INDF,ACC,PL
kvísl;<kvísl;>;INS;ar;N,INDF,GEN,SG
hús;<hús;>;INS;unum;N,DEF,DAT,PL
byggð;<byggð;>;INS;irnar;N,DEF,ACC,PL
skenkja;<skenk;>;DEL;ja;V,IND,PST,3,SG
skenkja;<skenkja;>;INS;ti;V,IND,PST,3,SG
landsliðsþjálfari;<landsliðsþjálf;>;DEL;ari;N,DEF,DAT,PL
landsliðsþjálfari;<landsliðsþjálfari;>;INS;urunum;N,DEF,DAT,PL
félagshyggja;<félagshyggja;>;INS;n;N,DEF,NOM,SG
hrína;<hrín;>;DEL;a;V,SBJV,PRS,3,SG
hrína;<hrína;>;INS;i;V,SBJV,PRS,3,SG
skapari;<skapar;>;DEL;i;N,INDF,GEN,SG
skapari;<skapari;>;INS;a;N,INDF,GEN,SG
farteski;<farteski;>;INS;s;N,INDF,GEN,SG
mágur;<mág;>;DEL;ur;N,INDF,ACC,PL
mágur;<mágur;>;INS;a;N,INDF,ACC,PL
framhjáhlaup;<framhjáhlaup;>;INS;sins;N,DEF,GEN,SG
skógur;<skóg;>;DEL;ur;N,INDF,ACC,SG
efa;<ef;>;DEL;a;V,SBJV,PRS,2,SG
efa;<efa;>;INS;ir;V,SBJV,PRS,2,SG
steinsteypa;<steinsteyp;>;DEL;a;N,DEF,DAT,PL
steinsteypa;<steinsteypa;>;INS;unum;N,DEF,DAT,PL
rola;<rol;a>;INS;ann;N,DEF,GEN,PL
töfrasproti;<töfrasprot;>;DEL;i;N,DEF,ACC,SG
töfrasproti;<töfrasproti;>;INS;ann;N,DEF,ACC,SG
hlutur;<hlut;r>;DEL;u;N,INDF,GEN,SG
hlutur;<hlutu;r>;INS;a;N,INDF,GEN,SG
mór;<mó;>;DEL;r;N,DEF,GEN,PL
mór;<mór;>;INS;anna;N,DEF,GEN,PL
leiðrétta;<leiðrétt;>;DEL;a;V,IND,PRS,2,PL
leiðrétta;<leiðrétta;>;INS;ið;V,IND,PRS,2,PL
hjúkrunarkona;<hjúkrunarkon;>;DEL;a;N,INDF,NOM,PL
hjúkrunarkona;<hjúkrunarkona;>;INS;ur;N,INDF,NOM,PL
hringvöðvi;<hringvöðv;>;DEL;i;N,INDF,ACC,SG
hringvöðvi;<hringvöðvi;>;INS;a;N,INDF,ACC,SG
fylgsni;<fylgsn;>;DEL;i;N,DEF,DAT,PL
fylgsni;<fylgsni;>;INS;unum;N,DEF,DAT,PL
veikleiki;<veikleik;>;DEL;i;N,INDF,GEN,SG
veikleiki;<veikleiki;>;INS;a;N,INDF,GEN,SG
ástaróbó;<ástaróbó;>;INS;sins;N,DEF,GEN,SG
bókasafn;<bókasafn;>;INS;a;N,INDF,GEN,PL
forritunarmál;<forritunarmál;>;INS;i;N,INDF,DAT,SG
betra;<betr;>;DEL;a;V,SBJV,PST,3,PL
betra;<betra;>;INS;uðu;V,SBJV,PST,3,PL
frjósemi;<frjósemi;>;INS;na;N,DEF,ACC,SG
kylfa;<kylf;a>;INS;urn;N,DEF,ACC,PL
kylfa;<kylfa;>;INS;r;N,DEF,ACC,PL
horvatn;<horvatn;>;INS;ið;N,DEF,ACC,SG
öryggisgler;<öryggisgler;>;INS;i;N,INDF,DAT,SG
lykt;<lykt;>;INS;in;N,DEF,NOM,SG
hnísa;<hnís;a>;INS;urn;N,DEF,NOM,PL
hnísa;<hnísa;>;INS;r;N,DEF,NOM,PL
vanöndun;<;öndun>;DEL;van;N,INDF,DAT,SG
vanöndun;<van;öndun>;INS;of;N,INDF,DAT,SG
hani;<han;>;DEL;i;N,DEF,ACC,PL
hani;<hani;>;INS;ana;N,DEF,ACC,PL
skegg;<skegg;>;INS;ið;N,DEF,NOM,SG
minni;<minn;>;DEL;i;N,INDF,GEN,PL
minni;<minni;>;INS;a;N,INDF,GEN,PL
rymja;<rymj;>;DEL;a;V,SBJV,PST,1,PL
rymja;<rymja;>;INS;um;V,SBJV,PST,1,PL
hrufla;<hrufla;>;INS;r;V,IND,PRS,3,SG
adda;<adda;>;INS;r;V,IND,PRS,2,SG
véla;<vél;>;DEL;a;V,SBJV,PRS,3,PL
véla;<véla;>;INS;i;V,SBJV,PRS,3,PL
krefja;<kref;>;DEL;ja;V,SBJV,PST,3,PL
krefja;<krefja;>;INS;ðu;V,SBJV,PST,3,PL
lykkja;<lykkj;>;DEL;a;N,DEF,DAT,SG
lykkja;<lykkja;>;INS;unni;N,DEF,DAT,SG
spritt;<spritt;>;INS;ið;N,DEF,ACC,SG
krossfiskur;<krossfisk;>;DEL;ur;N,DEF,ACC,PL
krossfiskur;<krossfiskur;>;INS;ana;N,DEF,ACC,PL
leiðrétta;<leiðrétt;>;DEL;a;V,IND,PRS,3,SG
leiðrétta;<leiðrétta;>;INS;ir;V,IND,PRS,3,SG
minningargripur;<minningargrip;>;DEL;ur;N,DEF,ACC,PL
minningargripur;<minningargripur;>;INS;ina;N,DEF,ACC,PL
talmynd;<talmynd;>;INS;irnar;N,DEF,NOM,PL
spurnaratviksorð;<spurnaratviksorð;>;INS;i;N,INDF,DAT,SG
lýsingarháttur;<lýsingarhátt;>;DEL;ur;N,DEF,ACC,SG
lýsingarháttur;<lýsingarháttur;>;INS;inn;N,DEF,ACC,SG
kameljón;<kameljón;>;INS;um;N,INDF,DAT,PL
björg;<bj;rg>;DEL;ö;N,DEF,GEN,PL
björg;<bjö;rg>;INS;a;N,DEF,GEN,PL
björg;<björg;>;INS;anna;N,DEF,GEN,PL
grenja;<grenj;>;DEL;a;V,IND,PRS,2,PL
grenja;<grenja;>;INS;ið;V,IND,PRS,2,PL
afmælisveisla;<afmælisveisl;>;DEL;a;N,DEF,DAT,SG
afmælisveisla;<afmælisveisla;>;INS;unni;N,DEF,DAT,SG
vígja;<víg;>;DEL;ja;V,SBJV,PRS,1,SG
vígja;<vígja;>;INS;i;V,SBJV,PRS,1,SG
króna;<kró;na>;INS;nan;N,DEF,GEN,PL
díki;<dík;>;DEL;i;N,DEF,GEN,PL
díki;<díki;>;INS;janna;N,DEF,GEN,PL
bruggun;<bruggun;>;INS;ina;N,DEF,ACC,SG
sími;<sím;>;DEL;i;N,DEF,GEN,PL
sími;<sími;>;INS;anna;N,DEF,GEN,PL
tælenska;<tælensk;>;DEL;a;N,INDF,ACC,SG
tælenska;<tælenska;>;INS;u;N,INDF,ACC,SG
ökkli;<ökkli;>;INS;nn;N,DEF,NOM,SG
eftirlíking;<eftirlíking;>;INS;unum;N,DEF,DAT,PL
múli;<múl;>;DEL;i;N,DEF,ACC,SG
múli;<múli;>;INS;ann;N,DEF,ACC,SG
rammi;<ramm;>;DEL;i;N,DEF,ACC,PL
rammi;<rammi;>;INS;ana;N,DEF,ACC,PL
púpa;<púp;>;DEL;a;N,INDF,ACC,SG
púpa;<púpa;>;INS;u;N,INDF,ACC,SG
veiðileyfi;<veiðileyf;>;DEL;i;N,INDF,DAT,PL
veiðileyfi;<veiðileyfi;>;INS;um;N,INDF,DAT,PL
spítali;<spítal;>;DEL;i;N,DEF,GEN,PL
spítali;<spítali;>;INS;anna;N,DEF,GEN,PL
eldhús;<eldhú;s>;INS;ssin;N,DEF,GEN,SG
bikkja;<bikkj;>;DEL;a;N,DEF,DAT,PL
bikkja;<bikkja;>;INS;unum;N,DEF,DAT,PL
eldfjall;<eldfj;ll>;DEL;a;N,INDF,NOM,PL
eldfjall;<eldfja;ll>;INS;ö;N,INDF,NOM,PL
hjúkrunarkona;<hjúkrunarkon;>;DEL;a;N,INDF,DAT,SG
hjúkrunarkona;<hjúkrunarkona;>;INS;u;N,INDF,DAT,SG
bein;<bein;>;INS;um;N,INDF,DAT,PL
kynfæri;<kynfær;>;DEL;i;N,DEF,GEN,PL
kynfæri;<kynfæri;>;INS;anna;N,DEF,GEN,PL
skjór;<skjó;>;DEL;r;N,INDF,ACC,PL
skjór;<skjór;>;INS;i;N,INDF,ACC,PL
spila;<spila;>;INS;ði;V,IND,PST,1,SG
limur;<lim;>;DEL;ur;N,DEF,ACC,SG
limur;<limur;>;INS;inn;N,DEF,ACC,SG
aborri;<aborr;i>;INS;arn;N,DEF,NOM,PL
aborri;<aborri;>;INS;r;N,DEF,NOM,PL
sóli;<sól;i>;INS;arn;N,DEF,NOM,PL
sóli;<sóli;>;INS;r;N,DEF,NOM,PL
stikknótur;<stikknótu;>;DEL;r;N,DEF,DAT,SG
stikknótur;<stikknótur;>;INS;num;N,DEF,DAT,SG
amöba;<amöb;>;DEL;a;N,INDF,DAT,SG
amöba;<amöba;>;INS;u;N,INDF,DAT,SG
baldýra;<baldýr;>;DEL;a;V,SBJV,PRS,1,PL
baldýra;<baldýra;>;INS;um;V,SBJV,PRS,1,PL
stétt;<stétt;>;INS;ina;N,DEF,ACC,SG
víðir;<víði;>;DEL;r;N,DEF,GEN,SG
víðir;<víðir;>;INS;sins;N,DEF,GEN,SG
ánamaðkur;<ánamaðk;r>;DEL;u;N,INDF,NOM,PL
ánamaðkur;<ánamaðku;r>;INS;a;N,INDF,NOM,PL
POSIX-staðall;<POSIX-stað;l>;DEL;al;N,INDF,ACC,PL
POSIX-staðall;<POSIX-staðall;>;INS;a;N,INDF,ACC,PL
húsfrú;<húsfrú;>;INS;nni;N,DEF,DAT,SG
atburður;<atburð;>;DEL;ur;N,INDF,DAT,SG
atburður;<atburður;>;INS;i;N,INDF,DAT,SG
leturborð;<leturborð;>;INS;sins;N,DEF,GEN,SG
saltkjöt;<saltkjöt;>;INS;inu;N,DEF,DAT,SG
saltfiskur;<saltfisk;>;DEL;ur;N,DEF,ACC,SG
saltfiskur;<saltfiskur;>;INS;inn;N,DEF,ACC,SG
lita;<lita;>;INS;r;V,IND,PRS,2,SG
völva;<völv;a>;INS;unn;N,DEF,GEN,SG
völva;<völva;>;INS;r;N,DEF,GEN,SG
sess;<sess;>;INS;i;N,INDF,DAT,SG
fóarn;<fóarn;>;INS;anna;N,DEF,GEN,PL
sýgill;<sýg;l>;DEL;il;N,DEF,DAT,PL
sýgill;<sýgill;>;INS;unum;N,DEF,DAT,PL
melda;<meld;>;DEL;a;V,SBJV,PRS,3,SG
melda;<melda;>;INS;i;V,SBJV,PRS,3,SG
ökuleyfi;<ökuleyf;>;DEL;i;N,DEF,DAT,PL
ökuleyfi;<ökuleyfi;>;INS;unum;N,DEF,DAT,PL
olla;<olla;>;INS;ði;V,SBJV,PST,3,SG
sykurreyr;<sykurreyr;>;INS;inn;N,DEF,ACC,SG
aliönd;<ali;nd>;DEL;ö;N,INDF,GEN,SG
aliönd;<aliö;nd>;INS;a;N,INDF,GEN,SG
aliönd;<aliönd;>;INS;ar;N,INDF,GEN,SG
íferðarfall;<íferðarf;ll>;DEL;a;N,DEF,ACC,PL
íferðarfall;<íferðarfa;ll>;INS;ö;N,DEF,ACC,PL
íferðarfall;<íferðarfall;>;INS;in;N,DEF,ACC,PL
kviður;<kvið;>;DEL;ur;N,INDF,GEN,PL
kviður;<kviður;>;INS;a;N,INDF,GEN,PL
smalamál;<smalamál;>;INS;unum;N,DEF,DAT,PL
orgía;<orgí;a>;INS;un;N,DEF,ACC,SG
kynning;<kynning;>;INS;ar;N,INDF,GEN,SG
horvatn;<horvatn;>;INS;sins;N,DEF,GEN,SG
hata;<h;>;DEL;ata;V,SBJV,PST,1,PL
hata;<hata;>;INS;ötuðum;V,SBJV,PST,1,PL
drolla;<droll;>;DEL;a;V,SBJV,PRS,2,PL
drolla;<drolla;>;INS;ið;V,SBJV,PRS,2,PL
dagbók;<dagbók;>;INS;um;N,INDF,DAT,PL
hjartastilling;<hjartastilling;>;INS;u;N,INDF,ACC,SG
minjagripur;<minjagrip;r>;DEL;u;N,INDF,NOM,PL
minjagripur;<minjagripu;r>;INS;i;N,INDF,NOM,PL
glansa;<glans;>;DEL;a;V,SBJV,PRS,2,SG
glansa;<glansa;>;INS;ir;V,SBJV,PRS,2,SG
prettur;<prett;>;DEL;ur;N,INDF,DAT,SG
prettur;<prettur;>;INS;i;N,INDF,DAT,SG
löggjafarvald;<löggjafarvald;>;INS;s;N,INDF,GEN,SG
dorma;<dorma;>;INS;ndi;V.PTCP,PRS
dómpápi;<dómpáp;>;DEL;i;N,INDF,DAT,SG
dómpápi;<dómpápi;>;INS;a;N,INDF,DAT,SG
skrápdýr;<skrápdýr;>;INS;sins;N,DEF,GEN,SG
panda;<p;nda>;DEL;a;N,DEF,GEN,SG
panda;<pa;nda>;INS;ö;N,DEF,GEN,SG
panda;<pand;a>;INS;unn;N,DEF,GEN,SG
panda;<panda;>;INS;r;N,DEF,GEN,SG
svengja;<sveng;>;DEL;ja;V,SBJV,PRS,2,PL
svengja;<svengja;>;INS;ið;V,SBJV,PRS,2,PL
rör;<rör;>;INS;sins;N,DEF,GEN,SG
trommari;<trommari;>;INS;nn;N,DEF,NOM,SG
djúprista;<djúprist;a>;INS;un;N,DEF,ACC,SG
nautn;<nautn;>;INS;unum;N,DEF,DAT,PL
æðahnútur;<æðahnútu;>;DEL;r;N,DEF,DAT,PL
æðahnútur;<æðahnútur;>;INS;num;N,DEF,DAT,PL
broddur;<brodd;>;DEL;ur;N,DEF,ACC,PL
broddur;<broddur;>;INS;ana;N,DEF,ACC,PL
hnappaborð;<hnappaborð;>;INS;inu;N,DEF,DAT,SG
ryðönd;<ryð;nd>;DEL;ö;N,INDF,GEN,PL
ryðönd;<ryðö;nd>;INS;a;N,INDF,GEN,PL
ryðönd;<ryðönd;>;INS;a;N,INDF,GEN,PL
heiðagæs;<heiðagæs;>;INS;ir;N,INDF,ACC,PL
raf;<r;f>;DEL;a;N,INDF,NOM,PL
raf;<ra;f>;INS;ö;N,INDF,NOM,PL
baggi;<bagg;>;DEL;i;N,DEF,ACC,PL
baggi;<baggi;>;INS;ana;N,DEF,ACC,PL
ylja;<ylja;>;INS;ndi;V.PTCP,PRS
hnerri;<hnerr;>;DEL;i;N,DEF,DAT,SG
hnerri;<hnerri;>;INS;anum;N,DEF,DAT,SG
seðill;<seð;l>;DEL;il;N,INDF,GEN,PL
seðill;<seðill;>;INS;a;N,INDF,GEN,PL
vitki;<vitk;>;DEL;i;N,DEF,ACC,SG
vitki;<vitki;>;INS;ann;N,DEF,ACC,SG
jarðarför;<jarðarför;>;INS;in;N,DEF,NOM,SG
ká;<ká;>;INS;in;N,DEF,NOM,PL
grynna;<grynn;>;DEL;a;V,SBJV,PRS,2,SG
grynna;<grynna;>;INS;ir;V,SBJV,PRS,2,SG
fegra;<fegr;>;DEL;a;V,IND,PST,3,PL
fegra;<fegra;>;INS;uðu;V,IND,PST,3,PL
klútur;<klút;>;DEL;ur;N,INDF,ACC,PL
klútur;<klútur;>;INS;a;N,INDF,ACC,PL
flýta;<flýt;>;DEL;a;V.CVB
flýta;<flýta;>;INS;t;V.CVB
mór;<mó;>;DEL;r;N,INDF,GEN,SG
mór;<mór;>;INS;s;N,INDF,GEN,SG
árþúsund;<árþúsund;>;INS;in;N,DEF,ACC,PL
skemmta;<skemmt;>;DEL;a;V,SBJV,PST,3,PL
skemmta;<skemmta;>;INS;u;V,SBJV,PST,3,PL
skjóla;<skjól;>;DEL;a;N,DEF,DAT,PL
skjóla;<skjóla;>;INS;unum;N,DEF,DAT,PL
sunnudagur;<sunnud;>;DEL;agur;N,DEF,DAT,SG
sunnudagur;<sunnudagur;>;INS;eginum;N,DEF,DAT,SG
sekkur;<sekk;ur>;INS;n;N,DEF,DAT,SG
sekkur;<sekku;>;DEL;r;N,DEF,DAT,SG
sekkur;<sekkur;>;INS;m;N,DEF,DAT,SG
veðurtunglamynd;<veðurtunglamynd;>;INS;inni;N,DEF,DAT,SG
blámaður;<bláma;>;DEL;ður;N,DEF,ACC,SG
blámaður;<blámaður;>;INS;nninn;N,DEF,ACC,SG
munnur;<munn;>;DEL;ur;N,INDF,ACC,PL
munnur;<munnur;>;INS;a;N,INDF,ACC,PL
skjár;<skjá;r>;INS;i;N,INDF,NOM,PL
skaði;<sk;>;DEL;aði;N,DEF,DAT,PL
skaði;<skaði;>;INS;öðunum;N,DEF,DAT,PL
hreinsunareldur;<hreinsunareld;>;DEL;ur;N,INDF,ACC,SG
raun;<raun;>;INS;unum;N,DEF,DAT,PL
ys;<ys;>;INS;s;N,INDF,GEN,SG
samkomulag;<samkomulag;>;INS;i;N,INDF,DAT,SG
afgreiðslustúlka;<afgreiðslustúlk;>;DEL;a;N,INDF,ACC,PL
afgreiðslustúlka;<afgreiðslustúlka;>;INS;ur;N,INDF,ACC,PL
sífra;<sífr;>;DEL;a;V,IND,PRS,1,PL
sífra;<sífra;>;INS;um;V,IND,PRS,1,PL
appelsína;<appelsí;na>;INS;nan;N,DEF,GEN,PL
hani;<h;>;DEL;ani;N,INDF,DAT,PL
hani;<hani;>;INS;önum;N,INDF,DAT,PL
tigna;<tigna;>;INS;r;V,IND,PRS,2,SG
narta;<narta;>;INS;ði;V,SBJV,PST,1,SG
maður;<ma;>;DEL;ður;N,INDF,GEN,SG
maður;<maður;>;INS;nni;N,INDF,GEN,SG
systkin;<systk;in>;INS;in;N,DEF,ACC,SG
löggjafarþing;<löggjafarþing;>;INS;anna;N,DEF,GEN,PL
skolli;<skolli;>;INS;nn;N,DEF,NOM,SG
marxisti;<marxist;>;DEL;i;N,INDF,GEN,PL
marxisti;<marxisti;>;INS;a;N,INDF,GEN,PL
tryggja;<trygg;>;DEL;ja;V,SBJV,PST,2,PL
tryggja;<tryggja;>;INS;ðuð;V,SBJV,PST,2,PL
hjúkrunarkona;<hjúkrunark;na>;DEL;o;N,INDF,GEN,PL
hjúkrunarkona;<hjúkrunarko;na>;INS;ven;N,INDF,GEN,PL
err;<err;>;INS;in;N,DEF,ACC,PL
viðtengingarháttur;<viðtengingarhátt;>;DEL;ur;N,DEF,ACC,SG
viðtengingarháttur;<viðtengingarháttur;>;INS;inn;N,DEF,ACC,SG
beiðni;<beiðn;>;DEL;i;N,DEF,DAT,PL
beiðni;<beiðni;>;INS;unum;N,DEF,DAT,PL
aðferðafræði;<aðferðafræði;>;INS;na;N,DEF,ACC,SG
úlfaldi;<úlf;ldi>;DEL;a;N,DEF,DAT,PL
úlfaldi;<úlfa;ldi>;INS;ö;N,DEF,DAT,PL
úlfaldi;<úlfald;>;DEL;i;N,DEF,DAT,PL
úlfaldi;<úlfaldi;>;INS;unum;N,DEF,DAT,PL
ekkill;<ekk;l>;DEL;il;N,DEF,GEN,PL
ekkill;<ekkill;>;INS;anna;N,DEF,GEN,PL
fægja;<fæg;>;DEL;ja;V,IMP,2,SG
læknisfræði;<læknisfræð;i>;INS;inn;N,DEF,DAT,SG
myrkvi;<myrkv;>;DEL;i;N,INDF,GEN,PL
myrkvi;<myrkvi;>;INS;a;N,INDF,GEN,PL
mylja;<mylj;>;DEL;a;V,IMP,2,PL
mylja;<mylja;>;INS;ið;V,IMP,2,PL
hjóla;<hjól;>;DEL;a;V,SBJV,PST,1,PL
hjóla;<hjóla;>;INS;uðum;V,SBJV,PST,1,PL
trufla;<trufl;>;DEL;a;V,IND,PRS,1,PL
trufla;<trufla;>;INS;um;V,IND,PRS,1,PL
hreyfa;<hreyf;>;DEL;a;V,IND,PRS,3,SG
hreyfa;<hreyfa;>;INS;ir;V,IND,PRS,3,SG
skemmta;<skemmt;>;DEL;a;V,SBJV,PST,1,SG
skemmta;<skemmta;>;INS;i;V,SBJV,PST,1,SG
hetja;<hetj;>;DEL;a;N,DEF,DAT,SG
hetja;<hetja;>;INS;unni;N,DEF,DAT,SG
krossför;<krossför;>;INS;in;N,DEF,NOM,SG
tilvitnun;<tilvitnun;>;INS;arinnar;N,DEF,GEN,SG
vofa;<vof;>;DEL;a;N,INDF,ACC,SG
vofa;<vofa;>;INS;u;N,INDF,ACC,SG
kotra;<kot;ra>;INS;ru;N,INDF,NOM,PL
kotra;<kotr;>;DEL;a;N,INDF,NOM,PL
afburður;<afburð;ur>;INS;in;N,DEF,DAT,SG
afburður;<afburðu;>;DEL;r;N,DEF,DAT,SG
afburður;<afburður;>;INS;m;N,DEF,DAT,SG
dómstóll;<dómstó;l>;DEL;l;N,INDF,NOM,PL
dómstóll;<dómstóll;>;INS;ar;N,INDF,NOM,PL
sófi;<sófi;>;INS;nn;N,DEF,NOM,SG
brennivín;<brennivín;>;INS;s;N,INDF,GEN,SG
orðasafn;<orðas;fn>;DEL;a;N,DEF,ACC,PL
orðasafn;<orðasa;fn>;INS;ö;N,DEF,ACC,PL
orðasafn;<orðasaf;n>;INS;ni;N,DEF,ACC,PL
dindill;<dindill;>;INS;inn;N,DEF,NOM,SG
eykt;<eykt;>;INS;inni;N,DEF,DAT,SG
belti;<belt;>;DEL;i;N,DEF,GEN,PL
belti;<belti;>;INS;anna;N,DEF,GEN,PL
varalitur;<varalit;>;DEL;ur;N,DEF,GEN,PL
varalitur;<varalitur;>;INS;anna;N,DEF,GEN,PL
hellir;<hell;>;DEL;ir;N,DEF,ACC,PL
hellir;<hellir;>;INS;ana;N,DEF,ACC,PL
timburmaður;<timburma;>;DEL;ður;N,DEF,ACC,SG
timburmaður;<timburmaður;>;INS;nninn;N,DEF,ACC,SG
freðmýri;<freðmýri;>;INS;na;N,DEF,ACC,SG
penta;<penta;>;INS;ðir;V,IND,PST,2,SG
gerð;<gerð;>;INS;in;N,DEF,NOM,SG
sólarhringur;<sólarhring;>;DEL;ur;N,DEF,ACC,PL
sólarhringur;<sólarhringur;>;INS;ana;N,DEF,ACC,PL
landslið;<landslið;>;INS;um;N,INDF,DAT,PL
júgur;<júg;r>;DEL;u;N,DEF,DAT,PL
júgur;<júgur;>;INS;unum;N,DEF,DAT,PL
fresta;<frest;>;DEL;a;V,SBJV,PRS,3,PL
fresta;<fresta;>;INS;i;V,SBJV,PRS,3,PL
séní;<séní;>;INS;s;N,INDF,GEN,SG
tófa;<tóf;>;DEL;a;N,INDF,ACC,PL
tófa;<tófa;>;INS;ur;N,INDF,ACC,PL
klossi;<kloss;>;DEL;i;N,INDF,NOM,PL
klossi;<klossi;>;INS;ar;N,INDF,NOM,PL
hafri;<hafr;>;DEL;i;N,INDF,ACC,SG
hafri;<hafri;>;INS;a;N,INDF,ACC,SG
rós;<rós;>;INS;ir;N,INDF,DAT,PL
viðskiptavinur;<viðskiptavin;r>;DEL;u;N,DEF,GEN,SG
viðskiptavinur;<viðskiptavinu;r>;INS;a;N,DEF,GEN,SG
viðskiptavinur;<viðskiptavinur;>;INS;ins;N,DEF,GEN,SG
tómatsafi;<tómatsafi;>;INS;nn;N,DEF,NOM,SG
tímarit;<tímarit;>;INS;anna;N,DEF,GEN,PL
heiði;<heið;>;DEL;i;N,INDF,DAT,PL
heiði;<heiði;>;INS;um;N,INDF,DAT,PL
farmur;<farm;ur>;INS;in;N,DEF,DAT,SG
farmur;<farmu;>;DEL;r;N,DEF,DAT,SG
farmur;<farmur;>;INS;m;N,DEF,DAT,SG
skot;<skot;>;INS;ið;N,DEF,NOM,SG
strjúka;<str;ka>;DEL;jú;V,IND,PRS,1,SG
strjúka;<strjú;ka>;INS;ý;V,IND,PRS,1,SG
strjúka;<strjúk;>;DEL;a;V,IND,PRS,1,SG
ræfill;<ræf;l>;DEL;il;N,DEF,GEN,PL
ræfill;<ræfill;>;INS;anna;N,DEF,GEN,PL
hnoð;<hnoð;>;INS;s;N,INDF,GEN,SG
tengill;<teng;l>;DEL;il;N,DEF,DAT,SG
tengill;<tengill;>;INS;inum;N,DEF,DAT,SG
stykkja;<stykkja;>;INS;r;V,IND,PRS,3,SG
löstur;<l;stur>;DEL;ö;N,DEF,GEN,PL
löstur;<lö;stur>;INS;a;N,DEF,GEN,PL
löstur;<löst;>;DEL;ur;N,DEF,GEN,PL
löstur;<löstur;>;INS;anna;N,DEF,GEN,PL
múkki;<múkk;>;DEL;i;N,DEF,ACC,SG
múkki;<múkki;>;INS;ann;N,DEF,ACC,SG
teikna;<teikn;>;DEL;a;V,SBJV,PST,1,PL
teikna;<teikna;>;INS;uðum;V,SBJV,PST,1,PL
deyfing;<deyfing;>;INS;in;N,DEF,NOM,SG
eitill;<eitill;>;INS;inn;N,DEF,NOM,SG
tefla;<tefla;>;INS;ndi;V.PTCP,PRS
ormur;<orm;>;DEL;ur;N,DEF,GEN,SG
ormur;<ormur;>;INS;sins;N,DEF,GEN,SG
núpur;<núp;r>;DEL;u;N,DEF,NOM,PL
núpur;<núpu;r>;INS;arni;N,DEF,NOM,PL
merkja;<merk;>;DEL;ja;V,IND,PST,2,SG
merkja;<merkja;>;INS;tir;V,IND,PST,2,SG
bræða;<bræð;>;DEL;a;V,IND,PRS,1,SG
bræða;<bræða;>;INS;i;V,IND,PRS,1,SG
gúrka;<gúrk;a>;INS;unn;N,DEF,GEN,SG
gúrka;<gúrka;>;INS;r;N,DEF,GEN,SG
stiki;<stik;>;DEL;i;N,INDF,DAT,PL
stiki;<stiki;>;INS;um;N,INDF,DAT,PL
afhending;<afhending;>;INS;u;N,INDF,DAT,SG
rykkja;<rykk;>;DEL;ja;V,IND,PST,3,SG
rykkja;<rykkja;>;INS;ti;V,IND,PST,3,SG
járning;<járning;>;INS;um;N,INDF,DAT,PL
öryggi;<örygg;>;DEL;i;N,DEF,DAT,PL
öryggi;<öryggi;>;INS;junum;N,DEF,DAT,PL
rani;<ra;ni>;INS;nan;N,DEF,ACC,SG
rani;<ran;>;DEL;i;N,DEF,ACC,SG
sandkassi;<sandkass;>;DEL;i;N,INDF,NOM,PL
sandkassi;<sandkassi;>;INS;ar;N,INDF,NOM,PL
hlutur;<hlut;>;DEL;ur;N,DEF,ACC,SG
hlutur;<hlutur;>;INS;inn;N,DEF,ACC,SG
sveppur;<svepp;>;DEL;ur;N,INDF,GEN,PL
sveppur;<sveppur;>;INS;a;N,INDF,GEN,PL
jata;<j;>;DEL;ata;N,DEF,DAT,SG
jata;<jata;>;INS;ötunni;N,DEF,DAT,SG
gjóla;<gjól;a>;INS;un;N,DEF,ACC,SG
jökulhlaup;<jökulhlaup;>;INS;sins;N,DEF,GEN,SG
afla;<afl;>;DEL;a;V,SBJV,PRS,1,SG
afla;<afla;>;INS;i;V,SBJV,PRS,1,SG
giska;<gisk;>;DEL;a;V,SBJV,PRS,2,SG
giska;<giska;>;INS;ir;V,SBJV,PRS,2,SG
fylla;<fyll;>;DEL;a;V,SBJV,PRS,1,PL
fylla;<fylla;>;INS;um;V,SBJV,PRS,1,PL
tafla;<tafla;>;INS;n;N,DEF,NOM,SG
vafri;<vafr;>;DEL;i;N,DEF,GEN,PL
vafri;<vafri;>;INS;anna;N,DEF,GEN,PL
auglýsing;<auglýsing;>;INS;in;N,DEF,NOM,SG
æskja;<æsk;>;DEL;ja;V.CVB
æskja;<æskja;>;INS;t;V.CVB
diskótek;<diskótek;>;INS;s;N,INDF,GEN,SG
akurgæs;<akurgæs;>;INS;ir;N,INDF,ACC,PL
